code,n_bars,vwap,close,close_vs_vwap_pct,intraday_high,intraday_low,from_intraday_high_pct,from_prev_close_pct,max_intraday_dd_pct,max_dd_time,max_5m_drop_pct,max_5m_drop_time,volume_spike_2x,volume_spike_3x,volume_spike_opening,max_volume_ratio,near_trail_stop,analysis_end_time,is_partial_day
0010F0,3,,,,,,,,,,,,,,,,,,
003540,86,36125.4,35900.0,-0.62,36450.0,35850.0,-1.51,-0.42,-1.51,15:18,-0.83,15:18,10,7,0,7.2,False,15:18,True
005830,86,162650.3,162600.0,-0.03,165700.0,161000.0,-1.87,0.0,-2.66,09:36,-1.15,09:20,9,1,0,3.1,False,15:18,True
005930,89,192087.5,193250.0,0.61,193600.0,186200.0,-0.18,3.51,-1.7,09:38,-0.73,09:27,5,2,0,3.2,False,15:19,True
005940,87,30584.1,30400.0,-0.6,31100.0,29800.0,-2.25,1.33,-2.25,15:18,-1.94,15:19,10,3,0,4.3,False,15:19,True
005960,80,8148.0,8110.0,-0.47,8230.0,8080.0,-1.46,-0.12,-1.82,10:26,-0.97,09:08,11,7,0,5.0,False,15:19,True
009970,85,204887.2,203000.0,-0.92,210500.0,200000.0,-3.56,-4.02,-4.99,10:25,-1.91,09:22,10,5,0,10.0,False,15:18,True
010950,87,117608.5,118100.0,0.42,120400.0,111200.0,-1.91,6.01,-1.99,15:17,-1.34,15:17,8,3,0,7.8,False,15:18,True
011210,87,76168.1,75600.0,-0.75,77300.0,75500.0,-2.2,-1.18,-2.2,09:31,-0.92,09:28,8,4,0,6.6,False,15:18,True
016360,86,96169.4,96100.0,-0.07,97900.0,93400.0,-1.84,2.78,-1.84,15:17,-1.64,15:17,5,2,0,4.3,False,15:18,True
017900,30,5711.4,5790.0,1.38,5790.0,5590.0,0.0,,-2.94,10:09,-1.13,10:07,0,0,0,1.6,False,10:29,True
018470,3,,,,,,,,,,,,,,,,,,
020150,3,,,,,,,,,,,,,,,,,,
032830,86,225060.1,226000.0,0.42,229000.0,222000.0,-1.31,2.03,-2.84,09:29,-1.32,09:22,8,5,0,5.0,False,15:18,True
032860,1,,,,,,,,,,,,,,,,,,
035810,85,5676.7,5660.0,-0.29,5730.0,5610.0,-1.22,-0.53,-1.92,10:22,-1.05,09:07,12,5,0,8.9,False,15:18,True
037460,87,27802.2,27100.0,-2.53,28600.0,26900.0,-5.24,-4.91,-5.42,15:17,-2.35,15:17,9,3,0,3.5,False,15:19,True
055550,88,93023.6,93400.0,0.4,94100.0,91800.0,-0.74,2.08,-1.91,10:20,-0.96,09:21,8,0,0,2.7,False,15:19,True
073570,3,,,,,,,,,,,,,,,,,,
086280,86,209500.7,208500.0,-0.48,213000.0,207000.0,-2.11,-0.95,-2.58,09:26,-1.18,09:17,7,4,0,5.8,False,15:18,True
114810,3,,,,,,,,,,,,,,,,,,
139130,86,16837.9,16810.0,-0.17,16970.0,16650.0,-0.94,0.84,-0.95,09:36,-0.88,15:18,10,1,0,4.2,False,15:18,True
211050,86,11205.9,11330.0,1.11,11550.0,11030.0,-1.9,-1.48,-4.33,09:46,-1.51,09:40,14,4,0,3.5,False,15:18,True
290520,2,,,,,,,,,,,,,,,,,,
316140,86,32230.5,32350.0,0.37,32500.0,31950.0,-0.46,0.78,-1.38,09:37,-0.77,09:37,8,0,0,3.0,False,15:18,True
