code,n_bars,vwap,close,close_vs_vwap_pct,intraday_high,intraday_low,from_intraday_high_pct,from_prev_close_pct,max_intraday_dd_pct,max_dd_time,max_5m_drop_pct,max_5m_drop_time,volume_spike_2x,volume_spike_3x,volume_spike_opening,max_volume_ratio,near_trail_stop,analysis_end_time,is_partial_day
000150,325,1206891.7,1201000.0,-0.49,1224000.0,1187000.0,-1.88,,-2.94,14:38,-1.4,09:55,12,4,0,4.1,False,15:19,False
000155,294,542735.0,551000.0,1.52,555000.0,528000.0,-0.72,,-1.82,11:52,-1.28,11:10,31,13,0,10.4,False,15:18,False
000720,185,189537.4,188200.0,-0.71,198400.0,182500.0,-5.14,,-7.91,13:24,-2.65,12:36,2,1,0,3.3,False,15:19,True
002995,4,,,,,,,,,,,,,,,,,,
003540,366,37963.0,38100.0,0.36,38350.0,37350.0,-0.65,5.25,-1.19,09:06,-0.66,09:06,37,19,0,20.0,False,15:19,False
005830,375,168337.5,167200.0,-0.68,173900.0,166600.0,-3.85,4.57,-4.14,10:54,-1.11,09:07,18,6,0,4.2,False,15:19,False
005930,375,210605.2,211000.0,0.19,214500.0,196500.0,-1.63,7.49,-3.03,09:32,-1.18,09:05,10,3,0,5.7,False,15:19,False
005940,375,33773.6,33700.0,-0.22,34350.0,32400.0,-1.89,10.67,-2.18,14:44,-0.9,09:32,18,8,0,10.9,False,15:19,False
005960,373,8973.7,9040.0,0.74,9450.0,7990.0,-4.34,14.0,-5.29,13:03,-2.43,12:16,46,20,0,13.7,False,15:19,False
005965,3,,,,,,,,,,,,,,,,,,
006360,342,35406.2,37400.0,5.63,37400.0,32150.0,0.0,,-4.59,09:45,-3.28,09:37,24,10,0,7.1,False,15:19,False
006490,274,582.0,572.0,-1.73,605.0,544.0,-5.45,,-8.6,14:55,-2.76,13:01,31,6,0,4.0,False,15:19,True
006650,325,156724.2,156600.0,-0.08,162100.0,154200.0,-3.39,,-4.69,10:23,-2.11,09:56,3,0,0,2.5,False,15:19,False
006920,315,5214.6,5030.0,-3.54,5500.0,4935.0,-8.55,,-9.91,12:40,-3.41,13:09,22,9,0,76.5,False,15:19,False
0080Y0,374,15705.5,15750.0,0.28,16030.0,15350.0,-1.75,,-3.71,09:08,-2.29,09:05,21,3,0,6.0,False,15:19,False
009415,6,6740.0,6740.0,0.0,6740.0,6740.0,0.0,,0.0,12:29,0.0,14:30,0,0,0,0.0,False,14:59,True
009970,367,214242.8,216000.0,0.82,230500.0,210000.0,-6.29,4.1,-8.89,10:29,-2.05,09:06,52,31,0,17.4,False,15:19,False
010950,375,112520.9,111900.0,-0.55,119000.0,110000.0,-5.97,-2.27,-7.48,13:43,-2.03,09:05,10,4,0,6.5,False,15:19,False
011080,371,509.8,442.0,-13.3,617.0,431.0,-28.36,-21.63,-29.98,13:54,-12.16,09:07,37,14,0,18.5,True,15:19,False
011210,374,79163.0,79800.0,0.8,80000.0,77700.0,-0.25,5.56,-2.02,09:45,-1.39,09:06,38,18,0,12.7,False,15:19,False
015760,375,44011.6,44000.0,-0.03,44900.0,43050.0,-2.0,,-4.01,09:41,-1.79,09:08,8,1,0,3.7,False,15:19,False
016360,375,103755.3,104100.0,0.33,105800.0,100700.0,-1.61,8.89,-2.27,14:47,-0.88,09:09,12,4,0,6.2,False,15:19,False
017550,164,2613.1,2700.0,3.32,2700.0,2510.0,0.0,,-6.51,12:41,-3.23,12:39,8,2,0,7.3,False,15:18,True
017900,364,8448.2,8110.0,-4.0,9580.0,7600.0,-15.34,40.07,-20.56,13:18,-5.42,09:21,37,13,0,4.9,True,15:19,False
025950,285,17732.8,17290.0,-2.5,18450.0,17010.0,-6.29,,-6.5,15:16,-2.69,10:38,33,14,0,8.3,False,15:19,True
026910,84,1762.3,1874.0,6.34,1874.0,1661.0,0.0,,-9.78,14:22,-5.2,14:09,12,9,0,40.8,False,15:19,True
028050,375,51103.9,50600.0,-0.99,53100.0,49300.0,-4.71,57.39,-6.7,09:09,-4.25,09:06,17,3,0,5.2,False,15:19,False
031310,334,2027.1,2175.0,7.3,2175.0,1846.0,0.0,,-8.32,10:18,-3.28,12:22,26,12,0,13.4,False,15:19,False
032820,195,23901.1,23675.0,-0.95,24700.0,23300.0,-4.15,,-5.47,14:39,-2.28,12:39,10,4,0,6.4,False,15:19,True
032830,375,239697.4,238500.0,-0.5,243000.0,230500.0,-1.85,7.43,-2.91,09:07,-1.87,09:05,33,11,0,13.3,False,15:19,False
033160,374,19731.9,20700.0,4.91,20850.0,17750.0,-0.72,,-6.0,09:36,-2.97,09:30,32,12,0,11.3,False,15:19,False
035460,210,3510.0,3510.0,0.0,3510.0,3510.0,0.0,,0.0,09:31,0.0,09:35,0,0,0,0.0,False,15:18,True
035810,351,5687.3,5690.0,0.05,5740.0,5640.0,-0.87,2.15,-1.57,09:05,-1.05,09:05,38,11,0,5.3,False,15:19,False
036170,374,4791.9,4800.0,0.17,4960.0,4260.0,-3.23,23.23,-6.44,09:16,-4.98,09:16,36,16,0,9.0,False,15:19,False
037440,280,4940.2,5440.0,10.12,5440.0,4715.0,0.0,,-7.89,10:31,-2.3,10:26,9,5,0,8.4,False,15:19,True
037460,369,28424.6,29200.0,2.73,29500.0,26750.0,-1.02,8.96,-4.28,09:31,-2.51,09:07,41,11,0,5.2,False,15:19,False
038500,275,17528.0,17400.0,-0.73,18180.0,16640.0,-4.29,,-6.22,15:03,-2.8,12:37,24,11,0,10.3,False,15:19,True
038680,313,4157.8,4025.0,-3.2,4360.0,4000.0,-7.68,,-8.03,12:47,-5.21,10:06,28,13,0,7.3,False,15:19,False
039610,103,9572.4,9540.0,-0.34,9950.0,9020.0,-4.12,,-5.73,13:43,-4.32,14:30,10,5,0,18.9,False,15:19,True
042940,277,9796.3,10290.0,5.04,10290.0,9360.0,0.0,,-1.04,10:22,0.0,10:29,0,0,0,0.0,False,15:19,True
047040,353,21761.6,22550.0,3.62,22550.0,20300.0,0.0,,-3.66,09:45,-1.75,09:45,13,5,0,47.1,False,15:19,False
048410,363,14509.9,14340.0,-1.17,15320.0,13690.0,-6.4,,-10.51,12:57,-3.59,09:24,23,4,0,5.5,True,15:19,False
055550,375,96809.9,96800.0,-0.01,98400.0,91400.0,-1.63,5.79,-2.64,09:58,-0.82,09:09,9,0,0,2.8,False,15:19,False
062970,362,4512.8,4160.0,-7.82,5050.0,3900.0,-17.62,,-22.48,13:19,-5.32,09:25,27,6,0,4.6,True,15:19,False
064290,374,22620.6,22900.0,1.24,23800.0,20550.0,-3.78,,-5.26,09:05,-2.91,09:16,27,9,0,8.9,False,15:19,False
064760,375,238290.8,242500.0,1.77,246000.0,231000.0,-1.42,,-4.91,09:39,-1.66,09:24,13,5,0,4.7,False,15:19,False
064850,254,22543.9,22400.0,-0.64,23550.0,21750.0,-4.88,,-6.79,14:47,-1.98,13:17,17,6,0,9.8,False,15:19,True
065440,318,3850.9,3910.0,1.54,3910.0,3735.0,0.0,,-1.15,09:21,0.0,09:26,0,0,0,0.0,False,15:19,False
065530,280,2515.1,2675.0,6.36,2675.0,2350.0,0.0,,-0.61,09:41,0.0,09:49,0,0,0,0.0,False,15:18,True
065770,354,2724.3,2500.0,-8.23,2915.0,2375.0,-14.24,,-17.67,15:08,-5.55,13:08,35,18,0,10.1,True,15:19,False
067170,360,2271.6,2160.0,-4.91,2410.0,2100.0,-10.37,,-12.45,09:53,-9.13,09:44,34,18,0,37.5,True,15:19,False
072950,44,8710.6,8540.0,-1.96,9090.0,8200.0,-6.05,,-9.79,15:01,-7.34,15:01,3,3,0,7.0,False,15:19,True
078070,344,17900.6,17190.0,-3.97,18940.0,17000.0,-9.24,,-10.19,14:28,-2.14,10:17,37,16,0,9.9,True,15:19,False
079900,115,72442.5,73000.0,0.77,74350.0,70600.0,-1.82,,-3.83,14:41,-1.52,13:31,11,4,0,3.3,False,15:19,True
084990,74,9519.0,9420.0,-1.04,9850.0,9210.0,-4.37,,-4.57,15:18,-2.36,15:16,6,2,0,3.6,False,15:19,True
086280,375,219625.5,221000.0,0.63,223000.0,215500.0,-0.9,6.76,-2.48,09:40,-1.59,09:06,28,6,0,5.4,False,15:19,False
088280,315,4834.9,4730.0,-2.17,5330.0,4530.0,-11.26,,-14.92,13:28,-3.24,13:08,28,14,0,14.8,True,15:19,False
088800,325,4323.5,4150.0,-4.01,4535.0,4065.0,-8.49,,-10.25,14:05,-2.45,09:55,18,6,0,11.4,True,15:19,False
100590,322,7030.2,7390.0,5.12,7390.0,6450.0,0.0,,-1.8,09:32,0.0,09:42,1,1,0,11.2,False,15:18,False
139130,375,17070.8,17100.0,0.17,17200.0,16750.0,-0.58,2.52,-2.5,09:04,-1.23,09:05,35,9,0,5.3,False,15:19,False
187870,83,25395.8,25200.0,-0.77,25750.0,25050.0,-2.14,,-2.52,14:43,-1.76,14:43,2,1,0,3.4,False,15:18,True
211050,358,12120.3,12010.0,-0.91,12490.0,11820.0,-3.84,1.78,-5.36,10:20,-2.97,09:20,44,14,0,8.1,False,15:18,False
223310,227,1616.8,1528.0,-5.49,1733.0,1503.0,-11.83,,-13.16,14:29,-6.37,10:15,39,20,0,12.9,True,15:19,True
226590,303,26951.2,27300.0,1.29,27700.0,26200.0,-1.44,,-5.23,11:25,-1.81,10:43,26,9,0,5.5,False,15:19,False
242040,365,5757.8,5820.0,1.08,5950.0,5590.0,-2.18,,-5.88,09:13,-2.54,09:23,26,14,0,16.5,False,15:19,False
243880,334,197997.8,202395.0,2.22,205412.0,191900.0,-1.47,,-2.92,14:42,-1.74,14:01,46,20,0,20.8,False,15:18,False
251370,305,17732.2,17820.0,0.5,18250.0,16550.0,-2.36,,-4.11,14:02,-1.46,11:18,30,13,0,13.1,False,15:19,False
271050,365,2260.0,2300.0,1.77,2305.0,2220.0,-0.22,,-1.77,09:32,-0.88,13:47,29,18,0,12.0,False,15:19,False
288980,374,1439.0,1408.0,-2.15,1509.0,1353.0,-6.69,,-9.21,10:17,-4.28,09:11,37,23,0,14.2,False,15:19,False
290520,309,2781.5,2695.0,-3.11,2905.0,2610.0,-7.23,16.67,-9.81,12:46,-9.0,12:44,40,20,0,19.5,False,15:18,False
308100,372,1122.0,1014.0,-9.62,1335.0,997.0,-24.04,-16.82,-25.24,14:03,-6.71,09:06,39,14,0,22.6,True,15:19,False
316140,375,33569.7,33300.0,-0.8,33850.0,33050.0,-1.62,4.39,-2.22,09:57,-1.18,09:05,12,3,0,7.4,False,15:19,False
316670,317,9287.7,9355.0,0.72,9420.0,9210.0,-0.69,,-2.23,09:40,-0.86,09:32,50,26,0,9.7,False,15:18,False
