code,n_bars,vwap,close,close_vs_vwap_pct,intraday_high,intraday_low,from_intraday_high_pct,from_prev_close_pct,max_intraday_dd_pct,max_dd_time,max_5m_drop_pct,max_5m_drop_time,volume_spike_2x,volume_spike_3x,volume_spike_opening,max_volume_ratio,near_trail_stop,analysis_end_time,is_partial_day
003540,370,37071.3,37000.0,-0.19,37750.0,36700.0,-1.99,-2.89,-2.78,13:30,-0.68,13:20,45,16,0,10.3,False,15:18,False
005830,373,163555.8,161800.0,-1.07,167700.0,161600.0,-3.52,-3.23,-3.58,15:17,-1.01,09:08,38,13,0,7.5,False,15:19,False
005930,373,204366.1,204000.0,-0.18,207500.0,202000.0,-1.69,-3.32,-2.65,13:26,-0.85,09:34,8,3,0,6.1,False,15:19,False
005940,373,33651.2,33550.0,-0.3,34450.0,33200.0,-2.61,-0.45,-3.34,10:23,-2.03,09:28,19,6,0,9.1,False,15:19,False
005960,361,9309.9,9160.0,-1.61,9570.0,8950.0,-4.28,1.33,-4.81,13:22,-1.68,09:33,50,23,0,6.5,False,15:19,False
009970,367,219958.7,221000.0,0.47,223500.0,218000.0,-1.12,2.31,-2.46,10:13,-0.9,11:19,47,29,0,22.5,False,15:19,False
010950,373,117850.5,118800.0,0.81,119900.0,111300.0,-0.92,6.17,-2.64,10:02,-1.46,09:55,21,6,0,5.3,False,15:19,False
011210,372,78576.8,77200.0,-1.75,80400.0,77100.0,-3.98,-3.26,-4.1,15:08,-0.89,13:00,31,16,0,5.7,False,15:18,False
016360,373,103645.1,104000.0,0.34,105000.0,102400.0,-0.95,-0.1,-2.29,10:23,-0.86,09:35,21,5,0,3.9,False,15:19,False
032830,372,227693.4,230000.0,1.01,233500.0,224000.0,-1.5,-3.56,-3.85,10:13,-1.07,09:19,24,6,0,4.8,False,15:18,False
035810,316,5647.8,5650.0,0.04,5700.0,5600.0,-0.88,-0.7,-1.75,11:44,-0.88,09:08,40,9,0,7.3,False,15:19,False
037460,351,27977.0,27950.0,-0.1,29150.0,27200.0,-4.12,-4.28,-5.83,12:02,-1.22,09:33,44,20,0,9.6,False,15:19,False
055550,373,97659.6,96900.0,-0.78,98900.0,96400.0,-2.02,0.1,-2.43,15:16,-0.62,15:16,22,8,0,6.8,False,15:19,False
086280,373,216388.2,212000.0,-2.03,223500.0,211500.0,-5.15,-4.07,-5.37,14:50,-1.17,14:50,23,11,0,6.2,False,15:19,False
139130,373,17003.4,17090.0,0.51,17190.0,16710.0,-0.58,-0.06,-2.04,14:03,-1.12,09:08,17,0,0,3.0,False,15:19,False
211050,355,11719.8,11720.0,0.0,12000.0,11610.0,-2.33,-2.41,-2.33,15:18,-1.18,09:07,52,22,0,8.2,False,15:19,False
316140,373,33350.4,33300.0,-0.15,33750.0,33000.0,-1.33,0.0,-2.07,14:04,-0.6,09:10,16,1,0,3.9,False,15:19,False
