code,n_bars,vwap,close,close_vs_vwap_pct,intraday_high,intraday_low,from_intraday_high_pct,from_prev_close_pct,max_intraday_dd_pct,max_dd_time,max_5m_drop_pct,max_5m_drop_time,volume_spike_2x,volume_spike_3x,volume_spike_opening,max_volume_ratio,near_trail_stop,analysis_end_time,is_partial_day
003540,311,36112.8,36050.0,-0.17,37000.0,35850.0,-2.57,,-3.11,11:35,-1.37,10:42,48,17,0,12.3,False,15:19,False
005830,319,163001.9,162600.0,-0.25,165100.0,161800.0,-1.51,-1.99,-2.0,14:49,-0.61,10:12,26,14,0,7.0,False,15:19,False
005930,319,185268.6,186700.0,0.77,187000.0,182700.0,-0.16,1.74,-2.14,11:32,-0.54,10:53,11,1,0,3.9,False,15:19,False
005940,319,30008.6,30000.0,-0.03,30600.0,29700.0,-1.96,,-2.94,11:45,-0.67,11:34,12,2,0,3.6,False,15:19,False
005960,281,8183.8,8120.0,-0.78,8420.0,8090.0,-3.56,,-3.92,12:17,-0.73,11:33,34,16,0,15.0,False,15:19,True
009970,280,215245.8,211500.0,-1.74,221500.0,210000.0,-4.51,,-4.74,14:30,-0.94,14:30,38,19,0,51.4,False,15:19,True
010950,319,109275.5,111400.0,1.94,113400.0,105800.0,-1.76,,-1.76,15:16,-0.98,14:39,13,3,0,4.6,False,15:19,False
011210,319,76030.0,76500.0,0.62,77000.0,75000.0,-0.65,,-1.44,11:46,-0.52,15:13,30,11,0,8.4,False,15:19,False
016360,319,93684.0,93500.0,-0.2,95300.0,93000.0,-1.89,-3.71,-2.31,11:34,-0.53,11:34,10,2,0,5.2,False,15:19,False
032830,319,221843.4,221500.0,-0.15,225000.0,220000.0,-1.56,,-2.0,11:42,-0.89,10:20,26,9,0,6.7,False,15:19,False
035810,312,5688.5,5690.0,0.03,5780.0,5580.0,-1.56,,-2.08,13:54,-0.87,11:33,36,20,0,16.9,False,15:18,False
037460,318,29114.0,28500.0,-2.11,30100.0,28250.0,-5.32,,-6.15,14:53,-2.54,12:13,54,37,0,31.5,False,15:19,False
055550,319,92311.4,91500.0,-0.88,93500.0,91500.0,-2.14,1.89,-2.14,14:50,-0.64,10:22,9,3,0,4.8,False,15:19,False
086280,319,208949.9,210500.0,0.74,211500.0,206500.0,-0.47,,-1.9,11:01,-1.18,10:01,12,2,0,5.3,False,15:19,False
139130,318,16779.3,16670.0,-0.65,17030.0,16620.0,-2.11,-0.54,-2.41,14:29,-0.71,10:21,18,7,0,7.3,False,15:18,False
211050,309,11612.6,11500.0,-0.97,11880.0,11480.0,-3.2,,-3.28,14:23,-0.85,10:41,35,10,0,5.9,False,15:19,False
316140,319,32221.6,32100.0,-0.38,32550.0,32000.0,-1.38,-0.31,-1.69,14:48,-0.77,10:22,12,5,0,5.9,False,15:19,False
