code,n_bars,vwap,close,close_vs_vwap_pct,intraday_high,intraday_low,from_intraday_high_pct,from_prev_close_pct,max_intraday_dd_pct,max_dd_time,max_5m_drop_pct,max_5m_drop_time,volume_spike_2x,volume_spike_3x,volume_spike_opening,max_volume_ratio,near_trail_stop,analysis_end_time,is_partial_day
003540,350,37640.6,37750.0,0.29,37900.0,37300.0,-0.4,2.03,-1.32,10:11,-0.66,11:03,37,14,0,10.7,False,15:19,False
005830,353,168045.2,168300.0,0.15,170500.0,163900.0,-1.29,4.02,-1.94,14:31,-0.71,10:06,36,19,0,8.9,False,15:19,False
005930,354,208042.6,206000.0,-0.98,211000.0,204000.0,-2.37,0.98,-2.39,09:01,-0.72,09:27,25,5,0,5.9,False,15:19,False
005940,353,34309.2,33950.0,-1.05,35000.0,33850.0,-3.0,1.19,-3.29,15:16,-1.29,09:16,18,7,0,8.8,False,15:19,False
005960,339,9263.3,9310.0,0.5,9690.0,9010.0,-3.92,1.64,-6.91,09:27,-2.3,09:05,34,14,0,9.7,False,15:19,False
009970,347,220453.9,216500.0,-1.79,227000.0,213000.0,-4.63,-2.04,-5.95,13:44,-1.12,09:36,45,22,0,13.0,False,15:19,False
010950,353,119992.3,120100.0,0.09,122300.0,117100.0,-1.8,1.09,-3.11,11:10,-1.65,09:11,23,9,0,7.6,False,15:19,False
011210,346,78606.1,78800.0,0.25,79300.0,77900.0,-0.63,2.07,-1.77,11:14,-0.51,11:02,42,17,0,9.3,False,15:19,False
016360,353,107128.2,106800.0,-0.31,108300.0,104900.0,-1.39,2.69,-1.48,11:19,-0.65,10:05,24,10,0,3.9,False,15:19,False
032830,353,234231.9,235000.0,0.33,237000.0,232000.0,-0.84,2.17,-1.9,14:24,-0.64,09:19,34,10,0,7.5,False,15:19,False
035810,305,5796.5,5820.0,0.4,5860.0,5640.0,-0.68,3.01,-1.71,13:50,-0.69,09:12,40,13,0,13.9,False,15:19,False
037460,348,29186.6,28900.0,-0.98,29900.0,27850.0,-3.34,3.4,-3.68,12:07,-1.68,10:08,37,15,0,19.4,False,15:19,False
055550,353,98986.8,98600.0,-0.39,99800.0,97000.0,-1.2,1.75,-1.3,10:05,-0.81,10:05,25,6,0,13.5,False,15:19,False
086280,353,218544.2,218500.0,-0.02,220000.0,216500.0,-0.68,3.07,-1.14,11:04,-0.68,10:42,23,14,0,8.6,False,15:19,False
139130,353,18071.0,18080.0,0.05,18490.0,17080.0,-2.22,5.79,-2.81,11:09,-1.04,10:05,6,0,0,2.5,False,15:19,False
211050,323,11803.8,11700.0,-0.88,11990.0,11700.0,-2.42,-0.17,-2.42,15:18,-0.92,10:41,29,10,0,6.0,False,15:19,False
316140,353,34094.9,34100.0,0.02,34500.0,33300.0,-1.16,2.4,-2.03,10:13,-1.16,10:05,16,4,0,3.9,False,15:19,False
