ticker,entry_date,exit_date,pnl,pnl_pct,exit_reason
003475,2020-02-12,2020-02-20,-714351.0879999995,-0.1504323089671367,TRAIL
021045,2020-02-12,2020-02-21,-672963.3750000005,-0.1420820875270548,TRAIL
014680,2020-02-12,2020-02-24,-628261.2449999996,-0.13426178315989237,TRAIL
02826K,2020-02-12,2020-02-24,-475459.39999999944,-0.10136456282821914,TRAIL
006405,2020-02-12,2020-02-24,-615894.2770499997,-0.13170497201550851,TRAIL
228850,2020-02-12,2020-02-24,-638907.3149999995,-0.13459314891323243,TRAIL
009155,2020-02-12,2020-02-27,-481676.21999999974,-0.10145135978240404,TRAIL
051910,2020-02-12,2020-02-28,-462609.12500000047,-0.10283247704552259,TRAIL
051915,2020-02-12,2020-02-28,-468386.0499999998,-0.10248587618214952,TRAIL
006400,2020-02-12,2020-02-28,-654660.8761,-0.13970185113376798,TRAIL
068240,2020-02-12,2020-02-28,-484202.3478500005,-0.10210592473932596,TRAIL
052220,2020-02-12,2020-02-28,-854383.7879999997,-0.17994873463085015,TRAIL
009150,2020-02-12,2020-02-28,-512617.0500000003,-0.1100425999462321,TRAIL
003800,2020-02-12,2020-03-06,-680490.4500000002,-0.14330777670195408,TRAIL
065680,2020-02-12,2020-03-09,96648.86000000034,0.020394169655715673,TRAIL
028260,2020-02-12,2020-03-09,-617664.0,-0.13015917770513277,TRAIL
054540,2020-02-12,2020-03-12,-780264.28375,-0.1643698812704456,TRAIL
006370,2020-02-12,2020-03-12,-537754.9859999996,-0.11323553256221092,TRAIL
082920,2020-02-12,2020-03-12,-517743.3211000003,-0.10907127926198713,REBAL
064480,2020-03-12,2020-03-13,-1305576.156,-0.30820924574978115,TRAIL
042420,2020-03-12,2020-03-13,-605957.04,-0.14345396991412096,TRAIL
058470,2020-02-12,2020-03-16,-433217.3328,-0.09129292600421654,TRAIL
036570,2020-03-12,2020-03-17,-518773.7999999998,-0.1306550417095982,TRAIL
007575,2020-03-12,2020-03-17,1028068.2300000004,0.24282323262132857,TRAIL
001790,2020-03-12,2020-03-18,-695428.4732499998,-0.16415140445630377,TRAIL
035720,2020-03-12,2020-03-18,-672844.3847999997,-0.15913066660890313,TRAIL
000100,2020-03-12,2020-03-19,-610931.3459999994,-0.14475653803855187,TRAIL
017390,2020-03-12,2020-03-23,-525764.6999999997,-0.12468204300097617,TRAIL
339950,2020-03-12,2020-04-10,-81940.0367499995,-0.019338729848429295,REBAL
335870,2020-03-12,2020-04-10,-40516.50239999965,-0.009561833233099217,REBAL
003120,2020-03-12,2020-04-10,240247.77534999978,0.05686140933131018,REBAL
004700,2020-03-12,2020-04-10,238845.40000000037,0.05687846731360985,REBAL
340440,2020-03-12,2020-04-10,-130978.29799999995,-0.0309081095202056,REBAL
340360,2020-03-12,2020-04-10,-59868.85599999968,-0.014127650915511403,REBAL
023450,2020-03-12,2020-04-10,44882.75999999978,0.010604410094442998,REBAL
000050,2020-04-10,2020-04-13,-847479.75,-0.2049155816490049,TRAIL
033540,2020-04-10,2020-04-20,-1336505.1855000001,-0.3227348148124012,TRAIL
005250,2020-04-10,2020-05-04,-546306.0750000002,-0.1325991239107285,TRAIL
016710,2020-03-12,2020-05-15,709875.0975000001,0.16781683207168904,REBAL
004370,2020-03-12,2020-05-15,1075645.1999999997,0.25728199926406464,REBAL
