snapshot_time,rank,code,name,price,change_pct
09:01:25,1,009415,태영건설우,7750,14.99
09:01:25,2,065440,이루온,4495,14.96
09:01:25,3,003280,흥아해운,3415,14.21
09:01:25,4,285800,진영,2240,14.05
09:01:25,5,900100,애머릿지,285,14.0
09:01:25,6,340440,세림B&G,2170,12.79
09:01:25,7,550043,N2 인버스 레버리지 WTI원유 선물 ETN(H),18,12.5
09:01:25,8,100590,머큐리,8290,12.18
09:01:25,9,010820,퍼스텍,8420,11.97
09:01:25,10,017900,광전자,9060,11.85
09:01:25,11,011000,진원생명과학,910,11.52
09:01:25,12,357880,SKAI,4275,11.18
09:01:25,13,278470,에이피알,369000,9.99
09:01:25,14,004380,삼익THK,14250,9.62
09:01:25,15,220180,핸디소프트,2115,9.53
09:01:25,16,095910,에스에너지,1976,9.11
09:01:25,17,084850,아이티엠반도체,16270,9.05
09:01:25,18,152550,한국ANKOR유전,243,8.97
09:01:25,19,131030,옵투스제약,9690,8.39
09:01:25,20,299900,위지윅스튜디오,450,8.17
09:02:30,1,215790,이노인스트루먼트,2635,28.85
09:02:30,2,079810,디이엔티,5550,19.23
09:02:30,3,017900,광전자,9540,17.78
09:02:30,4,082270,젬백스,35350,17.64
09:02:30,5,285800,진영,2300,17.11
09:02:30,6,009415,태영건설우,7750,14.99
09:02:30,7,340440,세림B&G,2205,14.6
09:02:30,8,900100,애머릿지,285,14.0
09:02:30,9,488280,에스투더블유,16300,13.99
09:02:30,10,380550,뉴로핏,21850,13.68
09:02:30,11,520093,미래에셋 인버스 2X 은 선물 ETN B,2140,13.05
09:02:30,12,049120,파인디앤씨,902,12.75
09:02:30,13,570119,한투 인버스2X은선물 ETN,42535,12.53
09:02:30,14,550043,N2 인버스 레버리지 WTI원유 선물 ETN(H),18,12.5
09:02:30,15,065440,이루온,4390,12.28
09:02:30,16,100590,머큐리,8290,12.18
09:02:30,17,095910,에스에너지,2030,12.09
09:02:30,18,530143,삼성 인버스 2X 은 선물 ETN,42490,11.76
09:02:30,19,011000,진원생명과학,910,11.52
09:02:30,20,357880,SKAI,4275,11.18
09:12:37,1,079810,디이엔티,5880,26.32
09:12:37,2,380550,뉴로핏,23800,23.83
09:12:37,3,017900,광전자,9950,22.84
09:12:37,4,570065,한투 레버리지베트남VN30선물 ETN(H),39500,22.8
09:12:37,5,010820,퍼스텍,8980,19.41
09:12:37,6,037230,한국팩키지,2555,16.4
09:12:37,7,042940,상지건설,11840,15.06
09:12:37,8,009415,태영건설우,7750,14.99
09:12:37,9,065440,이루온,4480,14.58
09:12:37,10,520093,미래에셋 인버스 2X 은 선물 ETN B,2150,13.58
09:12:37,11,278470,에이피알,381000,13.56
09:12:37,12,054620,APS,9340,13.21
09:12:37,13,100590,머큐리,8360,13.13
09:12:37,14,285800,진영,2220,13.03
09:12:37,15,393890,더블유씨피,16975,12.87
09:12:37,16,340440,세림B&G,2170,12.79
09:12:37,17,550043,N2 인버스 레버리지 WTI원유 선물 ETN(H),18,12.5
09:12:37,18,570119,한투 인버스2X은선물 ETN,42525,12.5
09:12:37,19,089230,THE E&M,2440,12.18
09:12:37,20,530143,삼성 인버스 2X 은 선물 ETN,42635,12.14
09:22:45,1,100590,머큐리,9320,26.12
09:22:45,2,079810,디이엔티,5770,23.95
09:22:45,3,270520,앱튼,179,23.45
09:22:45,4,380550,뉴로핏,23300,21.23
09:22:45,5,010820,퍼스텍,9090,20.88
09:22:45,6,042940,상지건설,12220,18.76
