date,equity,cash,n_positions,daily_pnl_pct,monthly_dd_pct,risk_mode,rebalance_executed,price_fail_count,reconcile_corrections,monitor_only,kospi_close,kosdaq_close,regime,kospi_ma200,breadth
2026-04-07,4987154.00,1171694.00,17,0.0055,-0.0073,NORMAL,N,0,1,N,,,,,
2026-04-07,4983724.00,1171694.00,17,0.0048,-0.0080,NORMAL,N,0,1,N,,,,,
2026-04-07,4983834.00,1171694.00,17,0.0048,-0.0080,NORMAL,N,0,1,N,,,,,
2026-04-07,4981924.00,1171694.00,17,0.0044,-0.0084,NORMAL,N,0,1,N,,,,,
2026-04-07,4971884.00,1171694.00,17,0.0024,-0.0104,NORMAL,N,0,1,N,,,,,
2026-04-07,4981474.00,1171694.00,17,0.0043,-0.0084,NORMAL,N,0,1,N,,,,,
2026-04-07,4964844.00,1171694.00,17,0.0010,-0.0118,NORMAL,N,0,1,N,,,,,
2026-04-07,4957574.00,1171694.00,17,-0.0005,-0.0132,NORMAL,N,0,1,N,,,,,
2026-04-07,4948694.00,1171694.00,17,-0.0023,-0.0150,NORMAL,N,0,1,N,,,,,
2026-04-07,4942214.00,1171694.00,17,-0.0036,-0.0163,NORMAL,N,0,1,N,,,,,
2026-04-07,4944404.00,1171694.00,17,-0.0032,-0.0158,NORMAL,N,0,1,N,,,,,
2026-04-07,4942994.00,1171694.00,17,-0.0034,-0.0161,NORMAL,N,0,1,N,,,,,
2026-04-07,4939544.00,1171694.00,17,-0.0041,-0.0168,NORMAL,N,0,1,N,,,,,
2026-04-07,4944354.00,1171694.00,17,-0.0032,-0.0158,NORMAL,N,0,1,N,,,,,
2026-04-07,4948824.00,1171694.00,17,-0.0023,-0.0149,NORMAL,N,0,1,N,,,,,
2026-04-07,4950794.00,1171694.00,17,-0.0019,-0.0146,NORMAL,N,0,1,N,,,,,
2026-04-07,4942074.00,1171694.00,17,-0.0036,-0.0163,NORMAL,N,0,1,N,,,,,
2026-04-07,4951304.00,1171694.00,17,-0.0018,-0.0145,NORMAL,N,0,1,N,,,,,
2026-04-07,4948519.00,1171694.00,17,-0.0023,-0.0150,NORMAL,N,0,1,N,,,,,
2026-04-07,4945344.00,1171694.00,17,-0.0030,-0.0156,NORMAL,N,0,1,N,,,,,
2026-04-07,4948214.00,1171694.00,17,-0.0024,-0.0151,NORMAL,N,0,1,N,,,,,
2026-04-07,4945744.00,1171694.00,17,-0.0029,-0.0156,NORMAL,N,0,1,N,,,,,
2026-04-07,4950694.00,1171694.00,17,-0.0019,-0.0146,NORMAL,N,0,1,N,,,,,
2026-04-07,4949014.00,1171694.00,17,-0.0022,-0.0149,NORMAL,N,0,1,N,,,,,
2026-04-07,4950294.00,1171694.00,17,-0.0020,-0.0147,NORMAL,N,0,1,N,,,,,
2026-04-07,4957564.00,1171694.00,17,-0.0005,-0.0132,NORMAL,N,0,1,N,,,,,
2026-04-07,4958684.00,1171694.00,17,-0.0003,-0.0130,NORMAL,N,0,1,N,,,,,
2026-04-07,4951494.00,1171694.00,17,-0.0017,-0.0144,NORMAL,N,0,1,N,,,,,
2026-04-07,4952744.00,1171694.00,17,-0.0015,-0.0142,NORMAL,N,0,1,N,,,,,
2026-04-07,4950094.00,1171694.00,17,-0.0020,-0.0147,NORMAL,N,0,1,N,,,,,
2026-04-07,4944574.00,1171694.00,17,-0.0031,-0.0158,NORMAL,N,0,1,N,,,,,
2026-04-07,4946514.00,1171694.00,17,-0.0027,-0.0154,NORMAL,N,0,1,N,,,,,
2026-04-07,4943364.00,1171694.00,17,-0.0034,-0.0160,NORMAL,N,0,1,N,,,,,
2026-04-07,4937034.00,1171694.00,17,-0.0046,-0.0173,NORMAL,N,0,1,N,,,,,
2026-04-07,4931194.00,1171694.00,17,-0.0058,-0.0185,NORMAL,N,0,1,N,,,,,
2026-04-07,4930254.00,1171694.00,17,-0.0060,-0.0186,NORMAL,N,0,1,N,,,,,
2026-04-07,4939036.00,1171836.00,17,-0.0042,-0.0169,NORMAL,N,0,1,N,,,,,
2026-04-07,4937263.00,1171833.00,17,-0.0046,-0.0172,NORMAL,N,0,1,N,,,,,
2026-04-07,4933860.00,1171850.00,17,-0.0053,-0.0179,NORMAL,N,0,1,N,,,,,
2026-04-07,4930850.00,1171850.00,17,-0.0059,-0.0185,NORMAL,N,0,1,N,,,,,
2026-04-07,4927090.00,1171850.00,17,-0.0067,-0.0193,NORMAL,N,0,1,N,,,,,
2026-04-07,4931970.00,1171850.00,17,-0.0057,-0.0183,NORMAL,N,0,1,N,,,,,
2026-04-07,4932020.00,1171850.00,17,-0.0057,-0.0183,NORMAL,N,0,1,N,,,,,
2026-04-07,4931520.00,1171850.00,17,-0.0058,-0.0184,NORMAL,N,0,1,N,,,,,
2026-04-07,4939480.00,1171850.00,17,-0.0042,-0.0168,NORMAL,N,0,1,N,,,,,
2026-04-07,4942640.00,1171850.00,17,-0.0035,-0.0162,NORMAL,N,0,1,N,,,,,
2026-04-07,4941390.00,1171850.00,17,-0.0038,-0.0164,NORMAL,N,0,1,N,,,,,
