ticker,stage,entry_date,entry_price,exit_date,exit_price,shares,pnl,pnl_pct,exit_reason,hold_days,sector
029460,B,2020-01-02,18850.0,2020-01-15,17608.75,383,-503596.47868749965,-0.06967442679645194,STOP_LOSS,13,의료·정밀기기
014680,B,2019-11-18,96300.0,2020-01-17,113000.0,71,1154169.2550000008,0.16861092609542652,MAX_HOLD,60,화학
097520,B,2019-11-20,26450.0,2020-01-20,37200.0,259,2747949.2074999996,0.400667493252325,MAX_HOLD,61,전기·전자
009420,B,2020-01-13,37550.0,2020-01-21,31940.0,193,-1109249.2615,-0.15288424969075176,STOP_LOSS,8,제약
090430,B,2020-01-14,234500.0,2020-01-21,219000.0,30,-492471.75,-0.06992268060174296,SOFT_STOP,7,화학
004170,B,2019-12-13,297000.0,2020-01-28,289440.0,23,-201374.15399999917,-0.029445592114522724,STOP_LOSS,46,유통
032350,B,2020-01-06,14550.0,2020-01-28,14164.5,491,-218012.72752499953,-0.030481631690566093,STOP_LOSS,22,일반서비스
035420,B,2020-01-13,187500.0,2020-01-28,184365.06,38,-147988.79322599992,-0.020746498470758618,STOP_LOSS,15,IT 서비스
011790,B,2020-01-14,52900.0,2020-01-28,51752.5,137,-186457.66787499934,-0.02569832735832045,STOP_LOSS,14,화학
028260,B,2020-01-23,113000.0,2020-01-28,111080.0,64,-152168.7039999999,-0.02101685716293518,STOP_LOSS,5,유통
000660,B,2020-01-23,101000.0,2020-01-28,99473.0,71,-137498.2698499998,-0.019152186371811007,STOP_LOSS,5,전기·전자
035150,B,2020-01-23,9720.0,2020-01-28,9545.4,744,-159169.07592000067,-0.021984689828919057,STOP_LOSS,5,화학
009150,B,2020-01-06,125000.0,2020-02-03,122885.0,57,-149411.86275000032,-0.020945998102182534,STOP_LOSS,28,전기·전자
030190,B,2020-02-06,17650.0,2020-02-21,16892.5,404,-334362.67149999924,-0.04683737639391743,STOP_LOSS,15,IT 서비스
013890,B,2020-02-06,77158.0,2020-02-21,73687.45,92,-347452.6903300006,-0.048890866893466334,STOP_LOSS,15,기타제조
195870,B,2020-02-06,19300.0,2020-02-21,18632.5,369,-274779.8628750006,-0.0385391450091463,STOP_LOSS,15,전기·전자
034120,B,2020-02-06,25600.0,2020-02-21,24262.5,278,-399906.9962500008,-0.056127421239012744,STOP_LOSS,15,오락·문화
003670,B,2020-02-10,55496.0,2020-02-21,53344.6,126,-298945.95821999945,-0.042703287248207086,STOP_LOSS,11,전기·전자
001630,B,2020-02-10,125500.0,2020-02-21,119400.0,55,-362810.5250000004,-0.05250181414878871,STOP_LOSS,11,제약
207940,B,2019-12-24,613078.0,2020-02-24,683623.0,11,746055.9969500005,0.11050040171059496,MAX_HOLD,62,제약
011790,B,2020-02-06,58000.0,2020-02-24,56359.0,123,-230496.96314999927,-0.032272525388906105,STOP_LOSS,18,화학
036570,B,2020-02-06,663000.0,2020-02-25,649290.0,10,-163878.5549999997,-0.024689338030495653,STOP_LOSS,19,IT 서비스
011070,B,2020-01-02,140000.0,2020-02-28,135965.0,51,-234451.93424999993,-0.03279868686724551,STOP_LOSS,57,전기·전자
006400,B,2020-02-06,300563.0,2020-02-28,293014.55,23,-201445.2785675004,-0.029106808483978043,STOP_LOSS,22,전기·전자
012510,B,2020-01-02,81100.0,2020-03-02,86500.0,89,449588.83999999985,0.06221649049339251,MAX_HOLD,60,IT 서비스
180640,B,2020-02-13,42850.0,2020-03-19,39617.5,165,-560777.1056249999,-0.0792239245754197,STOP_LOSS,35,기타금융
068270,B,2020-04-01,199857.0,2020-04-02,178495.2,24,-530836.7133599995,-0.11054298664478018,STOP_LOSS,1,제약
008350,B,2020-04-06,6440.0,2020-04-07,6078.35,751,-290627.3365074992,-0.06002214417705338,STOP_LOSS,1,금속
004370,B,2020-04-01,294500.0,2020-04-21,281700.0,16,-223515.04000000004,-0.04738079222476496,STOP_LOSS,20,음식료·담배
004370,B,2020-04-27,307000.0,2020-05-04,300580.0,15,-114896.41500000004,-0.024921701606670253,STOP_LOSS,7,음식료·담배
00499K,B,2020-05-04,69900.0,2020-05-06,67308.0,68,-195224.16479999945,-0.041024975784285725,STOP_LOSS,2,기타금융
001200,B,2020-05-04,3025.0,2020-05-15,2875.5,1577,-254624.74607499968,-0.05331438267479995,STOP_LOSS,11,증권
006280,B,2020-04-01,144500.0,2020-06-01,142000.0,33,-101807.47500000056,-0.021325475702941733,MAX_HOLD,61,제약
271560,B,2020-04-01,115000.0,2020-06-01,132000.0,41,675612.3499999996,0.14312540578334906,MAX_HOLD,61,음식료·담배
207940,B,2020-04-13,829074.0,2020-06-12,1045799.0,5,1063432.2892500004,0.25624027454511317,MAX_HOLD,60,제약
108670,B,2020-06-02,70700.0,2020-06-12,68780.0,95,-209399.56999999937,-0.031141076022828253,STOP_LOSS,10,화학
008490,B,2020-06-02,53600.0,2020-06-12,52236.5,125,-197404.70937499963,-0.02942954548165127,STOP_LOSS,10,화학
001120,B,2020-06-02,15650.0,2020-06-12,15306.5,429,-174453.5685750004,-0.025954285159925566,STOP_LOSS,10,유통
012510,B,2020-06-03,122000.0,2020-06-12,118355.0,54,-223260.15150000062,-0.033849984403182334,STOP_LOSS,9,IT 서비스
009240,B,2020-06-03,95900.0,2020-06-12,93515.0,69,-191209.64324999973,-0.0288630978441528,STOP_LOSS,9,유통
001200,B,2020-06-04,3400.0,2020-06-12,3288.85,1961,-244658.49280750006,-0.03665258702492135,STOP_LOSS,8,증권
001440,B,2020-06-08,6966.0,2020-06-12,6816.21,953,-169547.00968350004,-0.025510243968789904,STOP_LOSS,4,전기·전자
002700,B,2020-06-09,2400.0,2020-06-12,2332.2,2769,-214431.3323099995,-0.03222959846176889,STOP_LOSS,3,유통
094280,B,2020-06-11,20350.0,2020-06-12,19786.0,328,-211812.95359999966,-0.031696777207439894,STOP_LOSS,1,일반서비스
011200,B,2020-06-02,4925.0,2020-06-19,4590.9,1364,-481910.6184200002,-0.07165503934434794,STOP_LOSS,17,운송·창고
28513K,B,2020-06-16,55310.0,2020-06-19,43096.2,120,-1488544.8348000003,-0.22401539422937897,STOP_LOSS,3,화학
03473K,B,2020-06-16,449000.0,2020-06-19,378500.0,14,-1009860.9499999993,-0.16046785617475304,SOFT_STOP,3,기타금융
079550,B,2020-06-18,36300.0,2020-06-25,35358.0,181,-196937.24909999967,-0.029939429160597494,STOP_LOSS,7,금속
035720,B,2020-06-23,55999.0,2020-06-26,54780.04,114,-164725.43635199964,-0.025773677615694483,STOP_LOSS,3,IT 서비스
008490,B,2020-06-15,54900.0,2020-06-29,53356.5,120,-211684.40100000054,-0.03209490643137449,STOP_LOSS,14,화학
192080,B,2020-06-11,60886.0,2020-07-02,58970.47,109,-235386.78472850006,-0.035427375761575536,STOP_LOSS,21,IT 서비스
006120,B,2020-07-02,51300.0,2020-07-03,37740.0,126,-1730021.3279999997,-0.26734027797857024,STOP_LOSS,1,기타금융
012610,B,2020-07-02,10050.0,2020-07-24,8827.2,644,-811696.1445599999,-0.12526865149853786,STOP_LOSS,22,화학
271980,B,2020-07-24,68500.0,2020-07-27,59392.0,100,-936198.1399999997,-0.13651426990347956,STOP_LOSS,3,제약
079430,B,2020-07-02,19100.0,2020-08-18,18401.0,339,-262809.0550499996,-0.04054227429032523,STOP_LOSS,47,기타제조
068270,B,2020-07-10,280573.0,2020-08-18,274359.64,23,-168943.73742399924,-0.026149851925292514,STOP_LOSS,39,제약
094280,B,2020-08-03,27000.0,2020-08-18,26109.0,273,-272746.53314999957,-0.036960145832292804,STOP_LOSS,15,일반서비스
267260,B,2020-08-03,12100.0,2020-08-18,11554.6,609,-361381.25162999984,-0.048985077904211784,STOP_LOSS,15,전기·전자
017810,B,2020-07-03,18350.0,2020-08-18,18250.0,347,-60704.1799999997,-0.009522564037732583,SOFT_STOP,46,음식료·담배
035720,B,2020-08-19,77173.0,2020-08-20,75511.3,103,-203240.35035500024,-0.025539252111377454,STOP_LOSS,1,IT 서비스
285130,B,2020-06-23,68054.0,2020-08-24,266880.0,94,18608281.538599998,2.905531620386342,MAX_HOLD,62,화학
066970,B,2020-07-02,31383.0,2020-08-31,41019.0,206,1952654.1209999993,0.3016924858179654,MAX_HOLD,60,전기·전자
035420,B,2020-07-07,285000.0,2020-09-07,325500.0,22,862664.5499999998,0.13742801041959637,MAX_HOLD,62,IT 서비스
051910,B,2020-07-08,518000.0,2020-09-07,743000.0,12,2666549.4000000013,0.4284888015847415,MAX_HOLD,61,화학
051915,B,2020-07-10,283000.0,2020-09-08,365000.0,23,1853749.4000000004,0.28447073850937155,MAX_HOLD,60,화학
003670,B,2020-07-10,74603.0,2020-09-08,80881.0,88,523917.4687999999,0.07971219409221825,MAX_HOLD,60,전기·전자
011150,B,2020-09-01,5950.0,2020-09-08,5150.0,1410,-1159069.3500000006,-0.13799844464580024,SOFT_STOP,7,음식료·담배
