date,ticker,type,sl_mult,cvar_rank,old_sl,new_sl
2021-03-11,272450,HOLD_TIGHTEN,,0.8443496801705757,16834.985,17412.43
2021-04-05,017550,ENTRY_TIGHTEN,2.4,0.8581081081081081,,
2021-05-04,009070,ENTRY_TIGHTEN,2.4,0.9516994633273703,,
2021-05-10,009070,HOLD_TIGHTEN,,0.9516994633273703,8189.950000000001,8294.8
2021-05-11,011200,ENTRY_TIGHTEN,2.4,0.8211091234347048,,
2021-05-21,017550,HOLD_TIGHTEN,,0.9445438282647585,4305.5,4340.2
2021-05-25,017550,HOLD_TIGHTEN,,0.9445438282647585,4340.2,4346.2
2021-05-26,017550,HOLD_TIGHTEN,,0.9445438282647585,4346.2,4382.8
2021-05-27,017550,HOLD_TIGHTEN,,0.9445438282647585,4382.8,4411.0
2021-05-28,017550,HOLD_TIGHTEN,,0.9445438282647585,4411.0,4432.6
2021-05-31,017550,HOLD_TIGHTEN,,0.9445438282647585,4432.6,4484.8
2021-06-01,017550,HOLD_TIGHTEN,,0.9420560747663551,4484.8,4529.8
2021-06-03,017550,HOLD_TIGHTEN,,0.9420560747663551,4529.8,4580.2
2021-06-04,017550,HOLD_TIGHTEN,,0.9420560747663551,4580.2,4613.8
2021-06-24,011200,HOLD_TIGHTEN,,0.8392523364485981,37546.0,37570.0
2021-06-28,071970,ENTRY_TIGHTEN,2.4,0.8429906542056075,,
2021-06-29,011785,ENTRY_TIGHTEN,2.4,0.8803738317757009,,
2021-06-30,011200,HOLD_TIGHTEN,,0.8392523364485981,37570.0,37582.0
2021-06-30,011785,HOLD_TIGHTEN,,0.8803738317757009,112880.0,113420.0
2021-07-01,011810,HOLD_TIGHTEN,,0.8379446640316206,6088.55,7665.88
2021-07-01,011200,HOLD_TIGHTEN,,0.8280632411067194,37582.0,37600.0
2021-07-02,011200,HOLD_TIGHTEN,,0.8280632411067194,37600.0,37630.0
2021-07-05,011200,HOLD_TIGHTEN,,0.8280632411067194,37630.0,37714.0
2021-07-05,011785,HOLD_TIGHTEN,,0.8913043478260869,113420.0,113480.0
2021-07-06,011200,HOLD_TIGHTEN,,0.8280632411067194,37714.0,38182.0
2021-07-07,011200,HOLD_TIGHTEN,,0.8280632411067194,38182.0,38362.0
2021-07-07,011785,HOLD_TIGHTEN,,0.8913043478260869,113480.0,114020.0
2021-07-08,011200,HOLD_TIGHTEN,,0.8280632411067194,38362.0,38452.0
2021-07-08,011785,HOLD_TIGHTEN,,0.8913043478260869,114020.0,114260.0
2021-07-09,011200,HOLD_TIGHTEN,,0.8280632411067194,38452.0,41869.0
2021-07-09,071970,HOLD_TIGHTEN,,0.9090909090909091,6890.0,7294.4
2021-07-09,011785,HOLD_TIGHTEN,,0.8913043478260869,114260.0,121220.0
2021-09-01,020560,ENTRY_TIGHTEN,2.4,0.8459657701711492,,
2021-09-30,020560,HOLD_TIGHTEN,,0.8459657701711492,21316.0,22663.0
2021-10-01,020560,HOLD_TIGHTEN,,0.8472553699284009,22663.0,22664.5
2021-10-01,005010,HOLD_TIGHTEN,,0.766109785202864,2867.75,2964.79
2021-10-07,020560,HOLD_TIGHTEN,,0.8472553699284009,21949.5,22642.0
2021-10-14,020560,HOLD_TIGHTEN,,0.8472553699284009,21915.75,22628.5
2021-10-15,020560,HOLD_TIGHTEN,,0.8472553699284009,22628.5,22633.0
2021-10-18,020560,HOLD_TIGHTEN,,0.8472553699284009,22633.0,22648.0
2023-01-30,192820,ENTRY_TIGHTEN,2.4,0.76,,
2023-01-30,352820,ENTRY_TIGHTEN,2.4,0.94,,
2023-02-01,352820,HOLD_TIGHTEN,,0.9352750809061489,177488.0,178208.0
2023-02-01,007120,ENTRY_TIGHTEN,2.4,0.8770226537216829,,
2023-02-01,042660,ENTRY_TIGHTEN,2.4,0.8414239482200647,,
2023-02-02,352820,HOLD_TIGHTEN,,0.9352750809061489,178208.0,179144.0
2023-02-02,042660,HOLD_TIGHTEN,,0.8414239482200647,19012.08,19097.4
2023-02-07,352820,HOLD_TIGHTEN,,0.9352750809061489,179144.0,179420.0
2023-02-16,006740,ENTRY_TIGHTEN,2.4,0.9902912621359223,,
2023-02-17,006740,HOLD_TIGHTEN,,0.9902912621359223,6550.92,6572.64
2023-03-02,192820,HOLD_TIGHTEN,,0.7587301587301587,71528.5,73636.0
2023-03-03,192820,HOLD_TIGHTEN,,0.7587301587301587,73636.0,73780.0
2023-04-04,195870,ENTRY_TIGHTEN,2.4,0.75,,
2023-04-04,012450,ENTRY_TIGHTEN,2.4,0.7884615384615384,,
2023-04-05,195870,HOLD_TIGHTEN,,0.75,48252.0,48312.0
2023-04-06,195870,HOLD_TIGHTEN,,0.75,48312.0,48366.0
2023-04-11,195870,HOLD_TIGHTEN,,0.75,48366.0,48420.0
2023-04-13,195870,HOLD_TIGHTEN,,0.75,48420.0,48534.0
2023-04-14,195870,HOLD_TIGHTEN,,0.75,48534.0,48600.0
2023-04-18,052690,ENTRY_TIGHTEN,2.4,0.8173076923076923,,
2023-04-19,052690,HOLD_TIGHTEN,,0.8173076923076923,76248.0,76344.0
2023-05-02,352820,ENTRY_TIGHTEN,2.4,0.9116809116809117,,
2023-05-16,352820,HOLD_TIGHTEN,,0.9116809116809117,237716.0,237740.0
2023-05-17,352820,HOLD_TIGHTEN,,0.9116809116809117,237740.0,238100.0
2023-05-18,352820,HOLD_TIGHTEN,,0.9116809116809117,238100.0,238580.0
2023-05-22,352820,HOLD_TIGHTEN,,0.9116809116809117,238580.0,239120.0
2023-05-23,352820,HOLD_TIGHTEN,,0.9116809116809117,239120.0,240200.0
2023-05-24,006740,ENTRY_TIGHTEN,2.4,0.9857549857549858,,
2023-05-25,006740,HOLD_TIGHTEN,,0.9857549857549858,17932.8,17935.2
2023-05-26,006740,HOLD_TIGHTEN,,0.9857549857549858,17935.2,18145.2
2023-05-30,006740,HOLD_TIGHTEN,,0.9857549857549858,18145.2,18218.4
2023-05-31,352820,HOLD_TIGHTEN,,0.9116809116809117,240200.0,240320.0
2023-06-01,012450,HOLD_TIGHTEN,,0.7560240963855421,96135.96,96246.12
2023-06-01,352820,HOLD_TIGHTEN,,0.8885542168674698,240320.0,240980.0
2023-06-02,012450,HOLD_TIGHTEN,,0.7560240963855421,96246.12,96454.08
2023-06-02,352820,HOLD_TIGHTEN,,0.8885542168674698,240980.0,241460.0
2023-06-02,361610,ENTRY_TIGHTEN,2.4,0.8162650602409638,,
2023-06-05,012450,HOLD_TIGHTEN,,0.7560240963855421,96454.08,96564.0
2023-06-05,352820,HOLD_TIGHTEN,,0.8885542168674698,241460.0,242300.0
2023-06-05,361610,HOLD_TIGHTEN,,0.8162650602409638,82336.0,82360.0
2023-06-07,352820,HOLD_TIGHTEN,,0.8885542168674698,242300.0,243680.0
2023-06-08,352820,HOLD_TIGHTEN,,0.8885542168674698,243680.0,244160.0
2023-06-21,352820,HOLD_TIGHTEN,,0.8885542168674698,244160.0,245240.0
2023-06-29,352820,HOLD_TIGHTEN,,0.8885542168674698,245240.0,263735.0
2023-06-29,006740,HOLD_TIGHTEN,,0.9668674698795181,18218.4,19564.2
2023-06-29,361610,HOLD_TIGHTEN,,0.8162650602409638,82360.0,88906.0
2023-07-03,010690,HOLD_TIGHTEN,,0.7662721893491125,14880.0,16003.2
2023-07-03,003030,ENTRY_TIGHTEN,2.4,0.8402366863905325,,
2023-07-06,006740,HOLD_TIGHTEN,,0.893491124260355,19564.2,19677.0
2023-07-06,010690,HOLD_TIGHTEN,,0.7662721893491125,16003.2,17217.0
2023-07-06,003030,HOLD_TIGHTEN,,0.8402366863905325,187484.0,202409.0
2023-07-07,006740,HOLD_TIGHTEN,,0.893491124260355,19677.0,19713.0
2023-07-07,361610,HOLD_TIGHTEN,,0.878698224852071,88906.0,88963.0
2023-07-10,006740,HOLD_TIGHTEN,,0.893491124260355,19713.0,19726.5
2023-07-10,361610,HOLD_TIGHTEN,,0.878698224852071,88963.0,89062.0
2023-07-25,006740,ENTRY_TIGHTEN,2.4,0.893491124260355,,
2023-07-26,361610,HOLD_TIGHTEN,,0.878698224852071,86957.0,88573.0
2023-07-26,010690,HOLD_TIGHTEN,,0.7662721893491125,16726.5,16900.5
2023-07-26,006740,HOLD_TIGHTEN,,0.893491124260355,30858.0,33495.0
2023-12-01,009420,HOLD_TIGHTEN,,0.765625,30090.0,31986.0
2023-12-04,009420,HOLD_TIGHTEN,,0.765625,31986.0,32106.0
2023-12-05,009420,HOLD_TIGHTEN,,0.765625,32106.0,32112.0
2023-12-07,009420,HOLD_TIGHTEN,,0.765625,32112.0,35628.0
2023-12-13,180640,ENTRY_TIGHTEN,2.4,0.7625,,
2023-12-15,180640,HOLD_TIGHTEN,,0.7625,52106.0,52184.0
2024-01-16,000240,HOLD_TIGHTEN,,0.8535825545171339,13596.9,14022.9
2024-01-18,000240,HOLD_TIGHTEN,,0.8535825545171339,14177.1,14309.4
2024-01-19,000240,HOLD_TIGHTEN,,0.8535825545171339,14309.4,14367.0
2024-01-22,000240,HOLD_TIGHTEN,,0.8535825545171339,14367.0,14397.0
2024-01-23,000240,HOLD_TIGHTEN,,0.8535825545171339,14397.0,14420.7
2024-01-24,000240,HOLD_TIGHTEN,,0.8535825545171339,14420.7,14435.4
2024-01-25,000240,HOLD_TIGHTEN,,0.8535825545171339,14435.4,14463.9
2024-01-26,000240,HOLD_TIGHTEN,,0.8535825545171339,14463.9,14499.0
2024-01-29,000240,HOLD_TIGHTEN,,0.8535825545171339,14499.0,14500.2
2024-02-01,180640,HOLD_TIGHTEN,,0.8142414860681114,52636.5,54383.0
2024-02-02,180640,HOLD_TIGHTEN,,0.8142414860681114,52318.0,54422.0
2024-02-05,000240,ENTRY_TIGHTEN,2.4,0.8513931888544892,,
2024-04-08,267260,HOLD_TIGHTEN,,0.7515923566878981,84002.5,99893.0
2024-05-03,002240,ENTRY_TIGHTEN,2.4,0.9246575342465754,,
2024-05-07,002240,HOLD_TIGHTEN,,0.9246575342465754,21308.19,21678.2
2024-07-01,007660,ENTRY_TIGHTEN,2.4,0.9269005847953217,,
2024-07-02,007660,HOLD_TIGHTEN,,0.9269005847953217,49453.36,49593.4
2024-07-11,007660,HOLD_TIGHTEN,,0.9269005847953217,49593.4,49797.28
2024-07-15,007660,HOLD_TIGHTEN,,0.9269005847953217,49797.28,49919.68
2024-07-16,007660,HOLD_TIGHTEN,,0.9269005847953217,49919.68,50374.72
2024-07-17,012450,ENTRY_TIGHTEN,2.4,0.7543859649122807,,
2024-09-02,042660,ENTRY_TIGHTEN,2.4,0.7932203389830509,,
2024-09-02,009420,ENTRY_TIGHTEN,2.4,0.8271186440677967,,
2024-09-03,042660,HOLD_TIGHTEN,,0.7932203389830509,30928.0,31504.0
2024-09-03,009420,HOLD_TIGHTEN,,0.8271186440677967,35420.0,35822.0
2025-03-28,084690,ENTRY_TIGHTEN,2.4,0.8243243243243243,,
2025-05-09,278470,ENTRY_TIGHTEN,2.4,0.8363636363636364,,
2025-05-12,278470,HOLD_TIGHTEN,,0.8363636363636364,87216.0,87228.0
2025-05-29,278470,HOLD_TIGHTEN,,0.8363636363636364,81380.5,82632.0
2025-06-04,278470,HOLD_TIGHTEN,,0.8481848184818481,79207.0,81060.0
2025-06-09,278470,HOLD_TIGHTEN,,0.8481848184818481,77897.5,82320.0
2025-06-10,278470,HOLD_TIGHTEN,,0.8481848184818481,82320.0,82788.0
2025-06-16,278470,HOLD_TIGHTEN,,0.8481848184818481,79578.0,82092.0
2025-06-17,278470,HOLD_TIGHTEN,,0.8481848184818481,82092.0,82140.0
2025-06-24,278470,HOLD_TIGHTEN,,0.8481848184818481,78675.0,80868.0
2025-07-03,298040,ENTRY_TIGHTEN,2.4,0.8961748633879781,,
2025-08-06,062040,ENTRY_TIGHTEN,2.4,0.9040247678018576,,
2025-08-06,007660,ENTRY_TIGHTEN,2.4,0.9876160990712074,,
2025-08-07,007660,HOLD_TIGHTEN,,0.9876160990712074,57788.0,58076.0
2025-08-08,007660,HOLD_TIGHTEN,,0.9876160990712074,58076.0,58364.0
2025-08-11,042660,ENTRY_TIGHTEN,2.4,0.8111455108359134,,
2025-08-19,042660,HOLD_TIGHTEN,,0.8111455108359134,100644.0,110754.0
2025-09-15,298040,ENTRY_TIGHTEN,2.4,0.7833935018050542,,
2025-09-17,298040,HOLD_TIGHTEN,,0.7833935018050542,1297800.0,1302120.0
2025-09-18,298040,HOLD_TIGHTEN,,0.7833935018050542,1302120.0,1302240.0
2025-09-19,298040,HOLD_TIGHTEN,,0.7833935018050542,1302240.0,1305240.0
2025-09-22,298040,HOLD_TIGHTEN,,0.7833935018050542,1305240.0,1305480.0
2025-10-02,267260,ENTRY_TIGHTEN,2.4,0.8442906574394464,,
2025-10-10,267260,HOLD_TIGHTEN,,0.8442906574394464,544035.0,553720.0
2025-10-13,267260,HOLD_TIGHTEN,,0.8442906574394464,553720.0,595540.0
2025-10-16,298040,ENTRY_TIGHTEN,2.4,0.7923875432525952,,
2025-10-17,298040,HOLD_TIGHTEN,,0.7923875432525952,1498200.0,1499640.0
2025-10-20,298040,HOLD_TIGHTEN,,0.7923875432525952,1465815.0,1490640.0
2025-10-22,267260,HOLD_TIGHTEN,,0.8442906574394464,547040.0,552640.0
2025-10-22,298040,HOLD_TIGHTEN,,0.7923875432525952,1455865.0,1486080.0
2025-10-24,267260,HOLD_TIGHTEN,,0.8442906574394464,538515.0,542200.0
2025-10-24,298040,HOLD_TIGHTEN,,0.7923875432525952,1446930.0,1465080.0
2025-10-27,267260,HOLD_TIGHTEN,,0.8442906574394464,527250.0,538240.0
2025-10-27,298040,HOLD_TIGHTEN,,0.7923875432525952,1425455.0,1462800.0
2025-10-28,267260,HOLD_TIGHTEN,,0.8442906574394464,538240.0,539860.0
2025-10-28,298040,HOLD_TIGHTEN,,0.7923875432525952,1462800.0,1465920.0
2025-10-29,267260,HOLD_TIGHTEN,,0.8442906574394464,524722.5,537340.0
2025-10-29,298040,HOLD_TIGHTEN,,0.7923875432525952,1425495.0,1458960.0
2025-11-03,267260,HOLD_TIGHTEN,,0.8285714285714285,518427.5,519220.0
2025-11-03,009420,ENTRY_TIGHTEN,2.4,0.7936507936507937,,
2025-11-06,009420,ENTRY_TIGHTEN,2.4,0.7936507936507937,,
2025-11-10,009420,HOLD_TIGHTEN,,0.7936507936507937,36905.375,37873.0
2025-12-01,010130,ENTRY_TIGHTEN,2.4,0.9936305732484076,,
2025-12-02,010130,HOLD_TIGHTEN,,0.9936305732484076,1162940.0,1192280.0
2025-12-05,010130,HOLD_TIGHTEN,,0.9936305732484076,1156830.0,1184840.0
2025-12-12,010130,HOLD_TIGHTEN,,0.9936305732484076,1184840.0,1185200.0
2025-12-23,000990,ENTRY_TIGHTEN,2.4,0.7834394904458599,,
2025-12-29,000990,HOLD_TIGHTEN,,0.7834394904458599,60787.25,62162.0
2025-12-30,000990,HOLD_TIGHTEN,,0.7834394904458599,62162.0,66834.5
2026-01-02,000660,ENTRY_TIGHTEN,2.4,0.7980769230769231,,
2026-01-05,000660,HOLD_TIGHTEN,,0.7980769230769231,579750.0,591240.0
2026-01-05,402340,ENTRY_TIGHTEN,2.4,0.907051282051282,,
2026-01-06,000660,HOLD_TIGHTEN,,0.7980769230769231,577890.0,586920.0
2026-01-06,402340,HOLD_TIGHTEN,,0.907051282051282,353247.5,361360.0
2026-01-15,000660,HOLD_TIGHTEN,,0.7980769230769231,572595.0,582240.0
2026-01-15,402340,HOLD_TIGHTEN,,0.907051282051282,351360.0,359500.0
2026-01-15,010120,ENTRY_TIGHTEN,2.4,0.8846153846153846,,
2026-01-16,000660,HOLD_TIGHTEN,,0.7980769230769231,582240.0,583200.0
2026-01-16,010120,HOLD_TIGHTEN,,0.8846153846153846,476720.0,477740.0
2026-01-19,000660,HOLD_TIGHTEN,,0.7980769230769231,583200.0,583800.0
2026-01-26,010060,ENTRY_TIGHTEN,2.4,0.7532051282051282,,
2026-01-27,000660,HOLD_TIGHTEN,,0.7980769230769231,567325.0,571920.0
2026-01-27,402340,HOLD_TIGHTEN,,0.907051282051282,347625.0,350500.0
2026-01-27,010120,HOLD_TIGHTEN,,0.8846153846153846,462940.0,464960.0
2026-01-27,010060,HOLD_TIGHTEN,,0.7532051282051282,106938.0,110268.0
2026-01-28,000660,HOLD_TIGHTEN,,0.7980769230769231,555120.0,570360.0
2026-01-28,402340,HOLD_TIGHTEN,,0.907051282051282,338162.5,348280.0
2026-01-28,010120,HOLD_TIGHTEN,,0.8846153846153846,449660.0,462560.0
2026-01-28,010060,HOLD_TIGHTEN,,0.7532051282051282,107140.5,110088.0
2026-02-20,000660,HOLD_TIGHTEN,,0.7938718662952646,533785.0,534360.0
2026-02-20,402340,HOLD_TIGHTEN,,0.9164345403899722,314340.0,314380.0
2026-02-20,010120,HOLD_TIGHTEN,,0.8997214484679665,430360.0,437120.0
2026-02-24,000660,HOLD_TIGHTEN,,0.7938718662952646,509135.0,529920.0
2026-02-24,402340,HOLD_TIGHTEN,,0.9164345403899722,294117.5,310240.0
2026-02-24,010120,HOLD_TIGHTEN,,0.8997214484679665,415607.5,432740.0
2026-02-25,000660,HOLD_TIGHTEN,,0.7938718662952646,504645.0,529680.0
2026-02-25,402340,HOLD_TIGHTEN,,0.9164345403899722,289327.5,307120.0
2026-02-25,010120,HOLD_TIGHTEN,,0.8997214484679665,410977.5,431540.0
2026-02-26,000660,HOLD_TIGHTEN,,0.7938718662952646,503155.0,523680.0
2026-02-26,402340,HOLD_TIGHTEN,,0.9164345403899722,285657.5,304480.0
2026-02-26,010120,HOLD_TIGHTEN,,0.8997214484679665,408477.5,425300.0
2026-02-27,000660,HOLD_TIGHTEN,,0.7938718662952646,523680.0,525600.0
2026-02-27,402340,HOLD_TIGHTEN,,0.9164345403899722,304480.0,304960.0
2026-02-27,010120,HOLD_TIGHTEN,,0.8997214484679665,425300.0,430160.0
