date,ticker,stage,reason
2025-05-15,034020,B,TOTAL_EXP (97.7%>95%)
2025-05-16,012630,B,TOTAL_EXP (97.9%>95%)
2025-05-16,034020,B,TOTAL_EXP (97.9%>95%)
2025-05-19,006040,B,TOTAL_EXP (97.8%>95%)
2025-05-19,034020,B,TOTAL_EXP (97.8%>95%)
2025-05-20,006040,B,TOTAL_EXP (97.8%>95%)
2025-05-20,034020,B,TOTAL_EXP (97.8%>95%)
2025-05-21,034020,B,TOTAL_EXP (98.0%>95%)
2025-05-22,012630,B,TOTAL_EXP (97.9%>95%)
2025-05-22,034020,B,TOTAL_EXP (97.9%>95%)
2025-05-23,012630,B,TOTAL_EXP (98.0%>95%)
2025-05-26,012630,B,TOTAL_EXP (98.2%>95%)
2025-05-26,294870,B,TOTAL_EXP (98.2%>95%)
2025-05-26,034020,B,TOTAL_EXP (98.2%>95%)
2025-05-27,034020,B,TOTAL_EXP (98.4%>95%)
2025-05-28,012450,B,TOTAL_EXP (98.2%>95%)
2025-05-28,034020,B,TOTAL_EXP (98.3%>95%)
2025-05-30,006040,B,TOTAL_EXP (98.6%>95%)
2025-06-02,036530,B,TOTAL_EXP (98.8%>95%)
2025-06-02,487570,B,TOTAL_EXP (98.8%>95%)
2025-06-02,004690,B,TOTAL_EXP (98.8%>95%)
2025-06-02,267250,B,TOTAL_EXP (98.8%>95%)
2025-06-02,285130,B,SECTOR_EXP (30.3%>30%)
2025-06-02,003240,B,TOTAL_EXP (98.3%>95%)
2025-06-02,071090,B,TOTAL_EXP (98.8%>95%)
2025-06-02,003540,B,TOTAL_EXP (98.8%>95%)
2025-06-02,402340,B,TOTAL_EXP (98.7%>95%)
2025-06-02,039490,B,TOTAL_EXP (98.7%>95%)
2025-06-04,036530,B,TOTAL_EXP (99.1%>95%)
2025-06-04,487570,B,TOTAL_EXP (99.2%>95%)
2025-06-04,004690,B,TOTAL_EXP (99.1%>95%)
2025-06-04,267250,B,TOTAL_EXP (99.1%>95%)
2025-06-04,285130,B,SECTOR_EXP (31.2%>30%)
2025-06-04,003540,B,TOTAL_EXP (99.2%>95%)
2025-06-05,036530,B,TOTAL_EXP (99.1%>95%)
2025-06-05,487570,B,TOTAL_EXP (99.1%>95%)
2025-06-05,004690,B,TOTAL_EXP (99.1%>95%)
2025-06-05,071320,B,TOTAL_EXP (99.1%>95%)
2025-06-05,267250,B,TOTAL_EXP (99.1%>95%)
2025-06-05,071050,B,TOTAL_EXP (99.1%>95%)
2025-06-05,285130,B,SECTOR_EXP (30.6%>30%)
2025-06-05,071055,B,TOTAL_EXP (99.1%>95%)
2025-06-05,005440,B,TOTAL_EXP (99.1%>95%)
2025-06-05,004990,B,TOTAL_EXP (99.1%>95%)
2025-06-05,071090,B,TOTAL_EXP (99.1%>95%)
2025-06-05,003540,B,TOTAL_EXP (99.1%>95%)
2025-06-05,00680K,B,TOTAL_EXP (99.1%>95%)
2025-06-05,402340,B,TOTAL_EXP (99.1%>95%)
2025-06-05,039490,B,TOTAL_EXP (99.1%>95%)
2025-06-09,071050,B,TOTAL_EXP (99.0%>95%)
2025-06-09,006260,B,TOTAL_EXP (99.1%>95%)
2025-06-09,298040,B,TOTAL_EXP (99.0%>95%)
2025-06-09,003540,B,TOTAL_EXP (99.1%>95%)
2025-06-09,00680K,B,TOTAL_EXP (99.1%>95%)
2025-06-09,402340,B,TOTAL_EXP (99.0%>95%)
2025-06-09,039490,B,TOTAL_EXP (99.0%>95%)
2025-06-10,036530,B,TOTAL_EXP (99.2%>95%)
2025-06-10,487570,B,TOTAL_EXP (99.3%>95%)
2025-06-10,071320,B,TOTAL_EXP (99.3%>95%)
2025-06-10,071050,B,TOTAL_EXP (99.2%>95%)
2025-06-10,071055,B,TOTAL_EXP (99.3%>95%)
2025-06-10,298040,B,TOTAL_EXP (99.0%>95%)
2025-06-10,003540,B,TOTAL_EXP (99.3%>95%)
2025-06-10,00680K,B,TOTAL_EXP (99.3%>95%)
2025-06-10,039490,B,TOTAL_EXP (99.2%>95%)
2025-06-11,079550,B,TOTAL_EXP (99.2%>95%)
2025-06-11,267250,B,TOTAL_EXP (99.3%>95%)
2025-06-11,071050,B,TOTAL_EXP (99.3%>95%)
2025-06-11,071055,B,TOTAL_EXP (99.3%>95%)
2025-06-11,298040,B,TOTAL_EXP (99.1%>95%)
2025-06-11,00680K,B,TOTAL_EXP (99.3%>95%)
2025-06-12,267250,B,TOTAL_EXP (99.4%>95%)
2025-06-12,071050,B,TOTAL_EXP (99.4%>95%)
2025-06-12,071055,B,TOTAL_EXP (99.4%>95%)
2025-06-12,00680K,B,TOTAL_EXP (99.4%>95%)
2025-06-12,402340,B,TOTAL_EXP (99.4%>95%)
2025-06-13,064350,B,TOTAL_EXP (99.3%>95%)
2025-06-13,079550,B,TOTAL_EXP (99.4%>95%)
2025-06-13,071055,B,TOTAL_EXP (99.4%>95%)
2025-06-13,00680K,B,TOTAL_EXP (99.4%>95%)
2025-06-13,402340,B,TOTAL_EXP (99.4%>95%)
2025-06-13,039490,B,TOTAL_EXP (99.3%>95%)
2025-06-16,064350,B,TOTAL_EXP (99.7%>95%)
2025-06-16,079550,B,TOTAL_EXP (99.7%>95%)
2025-06-16,071970,B,TOTAL_EXP (99.8%>95%)
2025-06-16,00680K,B,TOTAL_EXP (99.8%>95%)
2025-06-17,064350,B,TOTAL_EXP (99.7%>95%)
2025-06-17,079550,B,TOTAL_EXP (99.6%>95%)
2025-06-17,004690,B,TOTAL_EXP (99.7%>95%)
2025-06-17,267250,B,TOTAL_EXP (99.7%>95%)
2025-06-17,071970,B,TOTAL_EXP (99.7%>95%)
2025-06-17,071050,B,TOTAL_EXP (99.7%>95%)
2025-06-17,071055,B,TOTAL_EXP (99.8%>95%)
2025-06-17,298040,B,TOTAL_EXP (99.6%>95%)
2025-06-17,00680K,B,TOTAL_EXP (99.8%>95%)
2025-06-17,402340,B,TOTAL_EXP (99.7%>95%)
2025-06-17,039490,B,TOTAL_EXP (99.7%>95%)
2025-06-18,079550,B,TOTAL_EXP (99.5%>95%)
2025-06-18,004690,B,TOTAL_EXP (99.7%>95%)
2025-06-18,071050,B,TOTAL_EXP (99.7%>95%)
2025-06-18,071055,B,TOTAL_EXP (99.7%>95%)
2025-06-18,003240,B,TOTAL_EXP (99.6%>95%)
2025-06-18,272210,B,TOTAL_EXP (99.7%>95%)
2025-06-18,402340,B,TOTAL_EXP (99.7%>95%)
2025-06-19,079550,B,TOTAL_EXP (99.7%>95%)
2025-06-19,298040,B,TOTAL_EXP (99.7%>95%)
2025-06-19,272210,B,TOTAL_EXP (99.9%>95%)
2025-06-20,064350,B,TOTAL_EXP (99.8%>95%)
2025-06-20,079550,B,TOTAL_EXP (99.7%>95%)
2025-06-20,071970,B,TOTAL_EXP (99.9%>95%)
2025-06-20,003570,B,TOTAL_EXP (99.9%>95%)
2025-06-20,298040,B,TOTAL_EXP (99.6%>95%)
2025-06-23,064350,B,TOTAL_EXP (99.9%>95%)
2025-06-23,079550,B,TOTAL_EXP (99.7%>95%)
2025-06-23,071050,B,TOTAL_EXP (100.0%>95%)
2025-06-23,285130,B,TOTAL_EXP (100.0%>95%)
2025-06-23,071055,B,TOTAL_EXP (100.0%>95%)
2025-06-23,003570,B,TOTAL_EXP (100.0%>95%)
2025-06-23,402340,B,TOTAL_EXP (100.0%>95%)
2025-06-23,039490,B,TOTAL_EXP (99.9%>95%)
2025-06-24,064350,B,TOTAL_EXP (99.9%>95%)
2025-06-24,079550,B,TOTAL_EXP (99.8%>95%)
2025-06-24,071050,B,TOTAL_EXP (100.0%>95%)
2025-06-24,285130,B,TOTAL_EXP (100.0%>95%)
2025-06-24,071055,B,TOTAL_EXP (100.0%>95%)
2025-06-24,402340,B,TOTAL_EXP (100.0%>95%)
2025-06-24,039490,B,TOTAL_EXP (99.9%>95%)
2025-06-25,071320,B,TOTAL_EXP (100.0%>95%)
2025-06-25,071970,B,TOTAL_EXP (100.0%>95%)
2025-06-25,071050,B,TOTAL_EXP (100.0%>95%)
2025-06-25,071055,B,TOTAL_EXP (100.0%>95%)
2025-06-25,402340,B,TOTAL_EXP (99.9%>95%)
2025-06-25,039490,B,TOTAL_EXP (100.0%>95%)
2025-06-26,071320,B,TOTAL_EXP (100.0%>95%)
2025-06-26,298040,B,TOTAL_EXP (99.9%>95%)
2025-06-26,402340,B,TOTAL_EXP (99.9%>95%)
2025-06-26,039490,B,TOTAL_EXP (100.0%>95%)
2025-06-27,071320,B,TOTAL_EXP (99.9%>95%)
2025-06-27,285130,B,TOTAL_EXP (99.9%>95%)
2025-06-27,006260,B,TOTAL_EXP (100.0%>95%)
2025-06-27,298040,B,TOTAL_EXP (99.7%>95%)
2025-06-30,006260,B,TOTAL_EXP (99.9%>95%)
2025-07-01,298040,B,TOTAL_EXP (99.9%>95%)
2025-07-01,136490,B,TOTAL_EXP (100.0%>95%)
2025-07-01,014710,B,TOTAL_EXP (100.0%>95%)
2025-07-01,001430,B,TOTAL_EXP (100.0%>95%)
2025-07-01,006260,B,TOTAL_EXP (100.0%>95%)
2025-07-01,005440,B,TOTAL_EXP (100.0%>95%)
2025-07-01,103590,B,TOTAL_EXP (100.0%>95%)
2025-07-01,267260,B,TOTAL_EXP (99.9%>95%)
2025-10-10,000660,B,SECTOR_EXP (30.6%>30%)
2025-10-10,005930,B,SECTOR_EXP (30.8%>30%)
2025-10-16,005930,B,SECTOR_CAP (전기·전자)
2025-10-17,005930,B,SECTOR_CAP (전기·전자)
2025-10-20,005930,B,SECTOR_CAP (전기·전자)
2025-10-21,005930,B,SECTOR_CAP (전기·전자)
2025-10-21,009150,B,SECTOR_CAP (전기·전자)
2025-10-22,009150,B,SECTOR_CAP (전기·전자)
2025-10-22,009155,B,SECTOR_CAP (전기·전자)
2025-10-23,005930,B,SECTOR_CAP (전기·전자)
2025-10-24,009150,B,SECTOR_CAP (전기·전자)
2025-10-24,009155,B,SECTOR_CAP (전기·전자)
2025-10-27,000660,B,SECTOR_CAP (전기·전자)
2025-10-27,005930,B,SECTOR_CAP (전기·전자)
2025-10-27,009150,B,SECTOR_CAP (전기·전자)
2025-10-28,000660,B,SECTOR_CAP (전기·전자)
2025-10-28,005930,B,SECTOR_CAP (전기·전자)
2025-10-28,009150,B,SECTOR_CAP (전기·전자)
2025-10-28,009155,B,SECTOR_CAP (전기·전자)
2025-10-29,009150,B,SECTOR_CAP (전기·전자)
2025-10-29,009155,B,SECTOR_CAP (전기·전자)
2025-10-30,000660,B,SECTOR_CAP (전기·전자)
2025-10-30,009150,B,SECTOR_CAP (전기·전자)
2025-10-30,009155,B,SECTOR_CAP (전기·전자)
2025-10-31,000660,B,SECTOR_CAP (전기·전자)
2025-10-31,005930,B,SECTOR_CAP (전기·전자)
2025-11-03,009150,B,SECTOR_CAP (전기·전자)
2025-11-03,009155,B,SECTOR_CAP (전기·전자)
2025-11-03,005930,B,SECTOR_CAP (전기·전자)
2025-11-03,011070,B,SECTOR_CAP (전기·전자)
2025-11-03,005380,B,TOTAL_EXP (96.8%>95%)
2025-11-03,307950,B,TOTAL_EXP (96.7%>95%)
2025-11-03,000500,B,SECTOR_CAP (전기·전자)
2025-11-03,005385,B,TOTAL_EXP (96.8%>95%)
2025-11-03,005387,B,TOTAL_EXP (96.8%>95%)
2025-11-03,005389,B,TOTAL_EXP (96.8%>95%)
2025-11-07,011070,B,SECTOR_CAP (전기·전자)
2026-01-19,011070,B,SECTOR_CAP (전기·전자)
2026-01-29,103590,B,SECTOR_CAP (전기·전자)
2026-02-04,000990,B,SECTOR_CAP (전기·전자)
2026-02-04,120110,B,TOTAL_EXP (98.0%>95%)
2026-02-04,017670,B,TOTAL_EXP (98.0%>95%)
2026-02-04,028260,B,TOTAL_EXP (98.0%>95%)
2026-02-04,016610,B,TOTAL_EXP (98.0%>95%)
2026-02-04,005940,B,TOTAL_EXP (98.0%>95%)
2026-02-10,078930,B,SECTOR_EXP (30.0%>30%)
2026-02-11,028260,B,TOTAL_EXP (98.4%>95%)
2026-02-11,005940,B,TOTAL_EXP (98.5%>95%)
2026-02-12,010950,B,TOTAL_EXP (98.6%>95%)
2026-02-12,034730,B,SECTOR_EXP (30.6%>30%)
2026-02-12,005940,B,TOTAL_EXP (98.6%>95%)
2026-02-13,010950,B,TOTAL_EXP (98.6%>95%)
2026-02-13,034730,B,SECTOR_EXP (30.1%>30%)
2026-02-13,017670,B,TOTAL_EXP (98.6%>95%)
2026-02-13,028260,B,TOTAL_EXP (98.5%>95%)
2026-02-13,016610,B,TOTAL_EXP (98.6%>95%)
2026-02-13,005940,B,TOTAL_EXP (98.6%>95%)
2026-02-19,047810,B,TOTAL_EXP (98.6%>95%)
2026-02-19,034730,B,TOTAL_EXP (98.6%>95%)
2026-02-19,017670,B,TOTAL_EXP (98.6%>95%)
2026-02-19,016610,B,TOTAL_EXP (98.6%>95%)
2026-02-19,005940,B,TOTAL_EXP (98.6%>95%)
2026-02-20,010950,B,TOTAL_EXP (98.7%>95%)
2026-02-20,034730,B,TOTAL_EXP (98.7%>95%)
2026-02-20,016610,B,TOTAL_EXP (98.7%>95%)
2026-02-20,078930,B,TOTAL_EXP (98.7%>95%)
2026-02-20,005940,B,TOTAL_EXP (98.7%>95%)
2026-02-23,047810,B,TOTAL_EXP (98.8%>95%)
2026-02-23,086280,B,TOTAL_EXP (98.8%>95%)
2026-02-23,010950,B,TOTAL_EXP (98.8%>95%)
2026-02-23,034730,B,TOTAL_EXP (98.8%>95%)
2026-02-23,016610,B,TOTAL_EXP (98.8%>95%)
2026-02-23,078930,B,TOTAL_EXP (98.8%>95%)
2026-02-23,005940,B,TOTAL_EXP (98.8%>95%)
2026-02-24,000270,B,TOTAL_EXP (99.0%>95%)
2026-02-25,047810,B,TOTAL_EXP (99.2%>95%)
2026-02-25,034730,B,SECTOR_EXP (30.5%>30%)
2026-02-25,028260,B,TOTAL_EXP (99.2%>95%)
2026-02-25,000270,B,TOTAL_EXP (99.2%>95%)
2026-02-26,298020,B,TOTAL_EXP (99.3%>95%)
2026-02-26,000720,B,TOTAL_EXP (99.4%>95%)
2026-02-26,005850,B,TOTAL_EXP (99.4%>95%)
2026-02-26,086280,B,TOTAL_EXP (99.3%>95%)
2026-02-26,012330,B,TOTAL_EXP (99.3%>95%)
2026-02-26,005387,B,TOTAL_EXP (99.3%>95%)
2026-02-26,034730,B,TOTAL_EXP (99.4%>95%)
2026-02-26,028260,B,TOTAL_EXP (99.3%>95%)
2026-02-26,005385,B,TOTAL_EXP (99.3%>95%)
2026-02-26,000270,B,TOTAL_EXP (99.4%>95%)
2026-02-27,298020,B,TOTAL_EXP (99.4%>95%)
2026-02-27,047810,B,TOTAL_EXP (99.4%>95%)
2026-02-27,000720,B,TOTAL_EXP (99.5%>95%)
2026-02-27,086280,B,TOTAL_EXP (99.4%>95%)
2026-02-27,034730,B,TOTAL_EXP (99.4%>95%)
2026-02-27,028260,B,TOTAL_EXP (99.4%>95%)
2026-02-27,012330,B,TOTAL_EXP (99.4%>95%)
2026-02-27,005387,B,TOTAL_EXP (99.4%>95%)
2026-02-27,005385,B,TOTAL_EXP (99.4%>95%)
2026-02-27,000270,B,TOTAL_EXP (99.4%>95%)
