config,period,cagr,mdd,sharpe,calmar,sortino,win_rate,n_trades,avg_hold,profit_factor,total_return,kospi_return
Baseline,IS,-0.01769108177547285,-0.2392268227707404,-0.0539340025207231,0.07395107944240369,-0.05415589817487453,0.40040241448692154,497,31.09456740442656,0.9727954069905648,-0.0834998929962999,0.32103484044620645
Baseline,OOS,0.228015037678595,-0.1843931613778309,1.1489978285926745,1.236569924691408,1.695584353123244,0.5050847457627119,295,31.477966101694914,1.929888986591284,0.5503965304143004,1.0563522795669384
Baseline,FULL,0.04471514529715526,-0.2392268227707404,0.35506378846587594,0.18691526635375405,0.4085980348780881,0.45006485084306097,771,31.705577172503244,1.2314359427151378,0.3594466770442013,1.731378109452736
Regime+Exposure,IS,0.009194476624195591,-0.147833338860107,0.15300188238783802,0.06219487901099372,0.12397310599385175,0.444,250,30.692,1.1272608903793555,0.0457235769053006,0.32103484044620645
Regime+Exposure,OOS,0.1185447745479753,-0.1206964457457791,0.8970208469422967,0.9821728702572085,1.1029965046282355,0.5060240963855421,166,34.6566265060241,2.1843511458520273,0.2701970231041002,1.0563522795669384
Regime+Exposure,FULL,0.04439746706954506,-0.1569132038708862,0.47681731417037204,0.2829428370226695,0.4657932956769184,0.49191685912240185,433,30.364896073903,1.4377163070182457,0.35654745446840064,1.731378109452736
R+E+DipBuy,IS,0.009184435005617386,-0.147833338860107,0.15287945295832214,0.062126953746938725,0.1238773924273555,0.444,250,30.692,1.1272611926869793,0.04567274985880054,0.32103484044620645
R+E+DipBuy,OOS,0.11857383522638609,-0.12069079967710981,0.8972028262252737,0.9824596037445493,1.1034540728639488,0.5060240963855421,166,34.6566265060241,2.1843513808108512,0.27026747806910034,1.0563522795669384
R+E+DipBuy,FULL,0.04440180473347799,-0.15695782222775329,0.4768469226560998,0.282890040797386,0.4658492152597831,0.49191685912240185,433,30.364896073903,1.437716640970254,0.3565870054989009,1.731378109452736
