date,open,high,low,close,volume
20220103,79400,79800,78200,78600,13502112
20220104,78800,79200,78300,78700,12427416
20220105,78800,79000,76400,77400,25470640
20220106,76700,77600,76600,76900,12931954
20220107,78100,78400,77400,78300,15163757
20220110,78100,78100,77100,78000,9947422
20220111,78400,79000,78000,78900,13221123
20220112,79500,79600,78600,78900,11000502
20220113,79300,79300,77900,77900,13889401
20220114,77700,78100,77100,77300,10096725
20220117,77600,77800,76900,77500,8785122
20220118,77600,77800,76600,77000,9592788
20220119,76500,76900,76100,76300,10598290
20220120,76200,76700,75900,76500,9708168
20220121,75800,75800,74700,75600,15774888
20220124,75400,75800,74700,75100,13691134
20220125,74800,75000,73200,74000,17766704
20220126,73900,74400,73100,73300,12976730
20220127,73800,74000,71300,71300,22274777
20220128,71300,73700,71200,73300,21367447
20220203,74900,74900,73300,73300,17744721
20220204,74300,74600,73400,74000,12730034
20220207,73500,73600,72400,73000,14240838
20220208,73800,74200,73000,73500,11736666
20220209,74300,74700,74000,74700,9699122
20220210,75600,75800,74700,75400,17746033
20220211,75000,75500,74600,74900,12205407
20220214,74400,74500,73100,73700,13993255
20220215,74100,74200,73100,73700,9320365
20220216,74600,74900,74200,74800,10767386
20220217,75000,75600,74500,75000,13605382
20220218,74600,74800,73700,74300,10122226
20220221,73200,74300,72600,74200,10489717
20220222,73000,73400,72800,73400,11692469
20220223,73800,73800,72800,73000,10397964
20220224,72300,72300,71300,71500,15759283
20220225,72100,72600,71900,71900,13168484
20220228,71100,72100,71000,72100,17781783
20220302,72300,72400,71500,71700,12481430
20220303,72300,73100,72200,72900,13232638
20220304,72700,72700,71200,71500,13409634
20220307,70000,70600,69900,70100,18617138
20220308,68800,70000,68700,69500,15828269
20220310,70800,71200,70500,71200,21159248
20220311,70500,70700,69700,70000,15787655
20220314,70000,70200,69600,70200,9040993
20220315,69800,70100,69500,69500,10258562
20220316,70200,70500,69700,70400,10175750
20220317,71200,71800,70900,71200,17646315
20220318,70600,70900,70200,70700,14410038
20220321,70900,71000,69900,69900,11169002
20220322,69900,70500,69900,70300,9402666
20220323,70600,71200,70300,70500,12398025
20220324,69600,70300,69600,69800,37943357
20220325,70100,70200,69600,69800,12986010
20220328,69500,69900,69200,69700,12619289
20220329,70000,70300,69800,70200,13686208
20220330,70300,70500,69800,69900,12670187
20220331,69900,70200,69600,69600,12510366
20220401,69500,69500,69000,69100,15916846
20220404,68900,69300,68600,69300,11107905
20220405,69400,69600,69100,69200,8467248
20220406,68600,68800,68500,68500,15517308
20220407,68500,68500,68000,68000,20683327
20220408,68100,68300,67700,67800,15453191
20220411,67800,68100,67400,67900,12263735
20220412,67600,67700,67000,67000,13924389
20220413,67300,69000,67200,68700,17378619
20220414,68700,68700,67500,67500,16409494
20220415,67200,67300,66500,66600,13176415
20220418,66500,67100,66100,66700,10119203
20220419,67100,68000,67000,67300,12959434
20220420,67000,67400,66500,67400,16693293
20220421,67600,68300,67500,67700,12847448
20220422,67200,67300,66700,67000,11791478
20220425,66500,66700,66300,66300,11016474
20220426,66400,66700,66100,66100,12946923
20220427,65400,65500,64900,65000,18122084
20220428,65400,65500,64500,64800,16895527
20220429,65100,67600,65000,67400,26190390
20220502,66600,67600,66500,67300,14106184
20220503,67400,68400,67300,67500,14168875
20220504,68000,68400,67500,67900,11505248
20220506,67000,67100,66500,66500,14356156
20220509,66300,66900,66100,66100,11858736
20220510,65900,66300,65300,65700,17235605
20220511,65500,66300,65200,65700,12330920
20220512,65200,65500,64900,64900,16414188
20220513,65300,66700,65200,66500,14551536
20220516,67100,67400,66100,66300,11937555
20220517,66600,67900,66600,67600,15680447
20220518,68300,68700,67600,68100,16486319
20220519,66500,67600,66500,67500,17073727
20220520,67800,68400,67700,68000,12109671
20220523,68800,68800,67600,67900,13684088
20220524,67500,67700,66500,66500,15482576
20220525,66700,67100,65900,66400,15150490
20220526,66300,67200,65500,65900,15970890
20220527,66700,66900,66200,66500,11405555
20220530,67500,67800,66900,67700,14255484
20220531,67500,67500,66700,67400,24365002
20220602,66600,67000,66400,66700,14959443
20220603,67200,67300,66800,66800,8222883
20220607,66200,66400,65400,65500,19355755
20220608,65400,65700,65300,65300,12483180
20220609,65100,65200,64500,65200,25790725
20220610,64000,64400,63800,63800,22193552
20220613,62400,62800,62100,62100,22157816
20220614,61200,62200,61100,61900,24606419
20220615,61300,61500,60200,60700,26811224
20220616,61300,61800,60500,60900,23394895
20220617,59400,59900,59400,59800,29053450
20220620,59800,59900,58100,58700,34111306
20220621,58700,59200,58200,58500,25148109
20220622,59000,59100,57600,57600,23334687
20220623,57700,58000,56800,57400,28338608
20220624,57900,59100,57700,58400,23256103
20220627,59000,59900,58300,58800,18122236
20220628,59200,59500,58700,59400,13540538
20220629,58500,58800,58000,58000,14677138
20220630,57200,57600,57000,57000,18915142
20220701,56900,57500,55900,56200,24982097
20220704,56100,57400,55700,57100,17807126
20220705,57600,58200,57200,57200,14216539
20220706,57300,57300,56400,56400,16820461
20220707,56400,58700,56300,58200,21322833
20220708,58600,59300,58200,58700,15339271
20220711,59300,59600,58700,58800,13042624
20220712,58600,58700,58100,58100,9336061
20220713,58300,58600,58000,58000,10841315
20220714,57500,58200,57400,57500,15067012
20220715,58400,60000,58100,60000,18685583
20220718,60600,62000,60500,61900,20832517
20220719,61400,61500,60200,60900,15248261
20220720,61800,62100,60500,60500,16782238
20220721,61100,61900,60700,61800,12291374
20220722,61800,62200,61200,61300,10261310
20220725,60900,61900,60800,61100,9193681
20220726,60800,61900,60800,61700,6597211
20220727,61300,61900,61200,61800,7320997
20220728,62300,62600,61600,61900,10745302
20220729,62400,62600,61300,61400,15093120
20220801,61000,61700,60300,61300,13154816
20220802,61200,61900,61000,61700,13614895
20220803,61600,61600,61000,61300,10053861
20220804,61700,61800,61200,61500,9125439
20220805,61700,61900,61200,61500,9567620
20220808,61400,61400,60600,60800,11313150
20220809,60600,60700,59600,60000,18251170
20220810,58900,59200,58600,59100,18084349
20220811,59600,60000,59300,59900,15141941
20220812,59500,60700,59400,60200,10786658
20220816,60500,61600,60300,61000,15036727
20220817,61100,61200,60300,60400,9061518
20220818,60300,61900,60000,61500,16372754
20220819,61400,61600,60600,60900,6923679
20220822,60300,60400,59800,60000,8259865
20220823,59000,59600,59000,59100,9041629
20220824,59200,59500,59000,59000,8888486
20220825,59200,59700,59000,59700,5767902
20220826,60300,60900,59900,60000,9499995
20220829,58700,58900,58600,58600,9841329
20220830,58700,59000,58300,58800,9690044
20220831,58200,59900,58200,59700,14203512
20220901,58700,58900,58300,58400,14905777
20220902,58300,58600,57500,57500,15040310
20220905,57400,57800,56800,57100,11425977
20220906,57200,57600,56900,57100,7503086
