code,open,high,low,close,volume,amount,market_cap
005930,59900.0,60000.0,59400.0,59500.0,9036472,0.0,0.0
000660,80100.0,81300.0,79500.0,81100.0,1242007,0.0,0.0
005935,54300.0,54400.0,54000.0,54300.0,381184,0.0,0.0
207940,1217132.0,1220076.0,1192113.0,1199471.0,25257,0.0,0.0
005380,162000.0,163500.0,162000.0,163500.0,232963,0.0,0.0
000270,65100.0,65600.0,65000.0,65100.0,687218,0.0,0.0
068270,158622.0,159951.0,156408.0,156408.0,189730,0.0,0.0
105560,52500.0,53800.0,52200.0,53300.0,1370674,0.0,0.0
035420,192500.0,196500.0,190500.0,193000.0,652814,0.0,0.0
012330,208500.0,210000.0,207000.0,208000.0,115647,0.0,0.0
055550,38000.0,38750.0,37850.0,38500.0,994927,0.0,0.0
066570,89800.0,91300.0,89500.0,89800.0,431521,0.0,0.0
028260,118000.0,118500.0,116500.0,117500.0,164032,0.0,0.0
096770,163335.0,167762.0,163335.0,165303.0,255192,0.0,0.0
003550,80900.0,81000.0,80000.0,80500.0,102793,0.0,0.0
032830,73900.0,74200.0,72900.0,74000.0,273268,0.0,0.0
051910,621000.0,636000.0,620000.0,628000.0,189748,0.0,0.0
086790,45700.0,47300.0,45700.0,47200.0,1053334,0.0,0.0
017670,50200.0,50200.0,49850.0,49900.0,302592,0.0,0.0
003490,25900.0,26050.0,25350.0,25600.0,1097222,0.0,0.0
034730,203000.0,204000.0,199500.0,201500.0,135261,0.0,0.0
011200,21750.0,22050.0,21600.0,21700.0,841442,0.0,0.0
009150,137500.0,140000.0,136500.0,138000.0,265209,0.0,0.0
018260,128000.0,128000.0,127000.0,127000.0,34274,0.0,0.0
015760,20700.0,20950.0,20550.0,20650.0,1095848,0.0,0.0
011170,177642.0,182405.0,177642.0,181453.0,126724,0.0,0.0
030200,37700.0,38000.0,37500.0,37950.0,698865,0.0,0.0
316140,12850.0,12950.0,12800.0,12850.0,1892067,0.0,0.0
010950,83900.0,86500.0,83600.0,86400.0,304604,0.0,0.0
003670,185138.0,186592.0,178838.0,183685.0,908908,0.0,0.0
033780,98600.0,99500.0,98500.0,99200.0,302504,0.0,0.0
009830,57638.0,59385.0,57264.0,59323.0,601485,0.0,0.0
010130,607000.0,612000.0,599000.0,609000.0,34210,0.0,0.0
000810,207000.0,210000.0,205000.0,209500.0,54265,0.0,0.0
042700,12750.0,12750.0,12500.0,12600.0,262898,0.0,0.0
008770,79000.0,79900.0,77200.0,77900.0,265192,0.0,0.0
161390,33500.0,33500.0,32750.0,33050.0,149794,0.0,0.0
090430,140000.0,140500.0,131500.0,132000.0,399222,0.0,0.0
004020,33000.0,33400.0,32200.0,32350.0,484039,0.0,0.0
006400,624622.0,643224.0,618748.0,636371.0,315352,0.0,0.0
018880,8096.0,8142.0,7789.0,7808.0,515279,0.0,0.0
034020,15900.0,16200.0,15750.0,16050.0,2525210,0.0,0.0
024110,11000.0,11200.0,10900.0,11050.0,1185313,0.0,0.0
011780,143000.0,143000.0,141500.0,142000.0,29599,0.0,0.0
000100,53556.0,53831.0,52916.0,53008.0,69031,0.0,0.0
001040,80000.0,81100.0,79200.0,79200.0,28964,0.0,0.0
047050,23000.0,23100.0,22450.0,22700.0,359593,0.0,0.0
097950,378000.0,380000.0,375500.0,376500.0,21997,0.0,0.0
071050,58600.0,58600.0,57600.0,58000.0,95736,0.0,0.0
006800,6420.0,6510.0,6400.0,6440.0,300258,0.0,0.0
029780,32500.0,32800.0,32450.0,32550.0,53820,0.0,0.0
010140,5140.0,5160.0,5100.0,5120.0,1555430,0.0,0.0
001800,15850.0,15900.0,15650.0,15850.0,43748,0.0,0.0
032640,12050.0,12100.0,11950.0,11950.0,242734,0.0,0.0
001450,29250.0,29600.0,29100.0,29250.0,454184,0.0,0.0
004370,337000.0,342500.0,337000.0,340500.0,26683,0.0,0.0
002380,231500.0,232500.0,229000.0,229000.0,9585,0.0,0.0
000720,38150.0,38300.0,36400.0,36800.0,1073946,0.0,0.0
016360,34950.0,35250.0,34850.0,35000.0,134854,0.0,0.0
005490,280500.0,286500.0,278000.0,283000.0,241773,0.0,0.0
139480,100000.0,104500.0,99700.0,104500.0,278127,0.0,0.0
267250,64200.0,65000.0,63800.0,64900.0,193983,0.0,0.0
011070,284000.0,284000.0,278500.0,282000.0,136866,0.0,0.0
004490,47600.0,47600.0,45650.0,45800.0,65467,0.0,0.0
000080,26650.0,26800.0,26250.0,26250.0,149631,0.0,0.0
