code,open,high,low,close,volume,amount,market_cap
005930,105000.0,108600.0,103300.0,107500.0,54824564,0.0,0.0
000660,557000.0,566000.0,552000.0,559000.0,3351809,0.0,0.0
005935,82900.0,84900.0,82100.0,84400.0,6146791,0.0,0.0
207940,1797000.0,1797000.0,1797000.0,1797000.0,0,0.0,0.0
005380,273500.0,294000.0,270500.0,290000.0,3631736,0.0,0.0
000270,117000.0,122600.0,116000.0,119900.0,3039559,0.0,0.0
068270,176500.0,177300.0,175000.0,175600.0,510222,0.0,0.0
105560,115300.0,118100.0,114800.0,116600.0,1236699,0.0,0.0
035420,263000.0,273500.0,261000.0,267500.0,2861914,0.0,0.0
012330,308000.0,322000.0,306000.0,316000.0,400660,0.0,0.0
055550,73400.0,74300.0,72500.0,73300.0,1355094,0.0,0.0
066570,86800.0,88500.0,86300.0,87600.0,1104075,0.0,0.0
028260,226500.0,227500.0,223000.0,226000.0,324733,0.0,0.0
096770,132700.0,137200.0,128500.0,128900.0,700849,0.0,0.0
003550,82000.0,82000.0,79900.0,80300.0,445058,0.0,0.0
032830,154000.0,154600.0,151200.0,154300.0,1670865,0.0,0.0
051910,393500.0,400500.0,389000.0,397500.0,501518,0.0,0.0
086790,86000.0,86900.0,85000.0,85500.0,1215810,0.0,0.0
017670,52100.0,52300.0,51400.0,52300.0,1485546,0.0,0.0
003490,22350.0,22350.0,22100.0,22150.0,1468888,0.0,0.0
034730,244500.0,250000.0,243500.0,248500.0,165521,0.0,0.0
011200,20600.0,20850.0,20450.0,20550.0,1405454,0.0,0.0
009150,226000.0,248000.0,225000.0,245000.0,908689,0.0,0.0
018260,170000.0,189400.0,169500.0,183000.0,678492,0.0,0.0
015760,43050.0,43350.0,42500.0,42550.0,1662728,0.0,0.0
011170,71300.0,71400.0,69800.0,70700.0,118819,0.0,0.0
030200,49500.0,49550.0,49000.0,49150.0,353462,0.0,0.0
316140,25700.0,25750.0,25350.0,25400.0,2130997,0.0,0.0
010950,72300.0,72800.0,70900.0,71800.0,242597,0.0,0.0
003670,214000.0,223500.0,214000.0,216500.0,477882,0.0,0.0
033780,133900.0,135100.0,133500.0,134200.0,168404,0.0,0.0
009830,30200.0,31250.0,29800.0,30600.0,1272107,0.0,0.0
010130,1083000.0,1095000.0,1033000.0,1033000.0,67226,0.0,0.0
000810,450500.0,451000.0,441500.0,441500.0,75125,0.0,0.0
042700,140200.0,144800.0,139600.0,143700.0,999434,0.0,0.0
008770,49200.0,49400.0,48650.0,48700.0,172950,0.0,0.0
161390,46100.0,47050.0,45650.0,46350.0,349995,0.0,0.0
090430,122500.0,123000.0,120200.0,120900.0,175535,0.0,0.0
004020,33450.0,33600.0,32600.0,33000.0,583358,0.0,0.0
006400,316000.0,329000.0,315500.0,322000.0,1007311,0.0,0.0
018880,3941.0,4113.0,3918.0,4057.0,4294544,0.0,0.0
034020,90600.0,91200.0,88200.0,88700.0,5182993,0.0,0.0
024110,19250.0,19370.0,19100.0,19330.0,937479,0.0,0.0
011780,115000.0,116200.0,114100.0,116000.0,70895,0.0,0.0
000100,116600.0,120000.0,116550.0,118000.0,469865,0.0,0.0
001040,171100.0,172900.0,169600.0,170700.0,104329,0.0,0.0
047050,55300.0,56300.0,54800.0,55000.0,476341,0.0,0.0
