code,open,high,low,close,volume,amount,market_cap
005930,78100.0,78700.0,77300.0,77700.0,19521506,0.0,0.0
000660,191900.0,197700.0,190900.0,197700.0,3949439,0.0,0.0
005935,64400.0,65000.0,63700.0,64200.0,870866,0.0,0.0
207940,1149432.0,1158262.0,1142073.0,1143545.0,27961,0.0,0.0
005380,253000.0,277500.0,251000.0,277000.0,3336634,0.0,0.0
000270,113600.0,119700.0,113400.0,118900.0,2260904,0.0,0.0
068270,171570.0,172950.0,169454.0,170007.0,337578,0.0,0.0
105560,81600.0,82200.0,79100.0,79100.0,917205,0.0,0.0
035420,182800.0,183300.0,182300.0,182600.0,316154,0.0,0.0
012330,222500.0,231500.0,221500.0,230000.0,203632,0.0,0.0
055550,49100.0,49100.0,47750.0,47850.0,942514,0.0,0.0
066570,96700.0,96900.0,95100.0,95300.0,385832,0.0,0.0
028260,147200.0,147900.0,145600.0,147000.0,231359,0.0,0.0
096770,106400.0,106400.0,104100.0,105400.0,253684,0.0,0.0
003550,79800.0,81700.0,79700.0,81000.0,247895,0.0,0.0
032830,91200.0,91400.0,86600.0,87000.0,396133,0.0,0.0
051910,388000.0,388000.0,382000.0,383000.0,153439,0.0,0.0
086790,64000.0,64000.0,62000.0,62300.0,744625,0.0,0.0
017670,52000.0,52300.0,51700.0,52200.0,313496,0.0,0.0
003490,21300.0,21350.0,21000.0,21150.0,689785,0.0,0.0
034730,151500.0,152800.0,150600.0,151500.0,115261,0.0,0.0
011200,17320.0,17450.0,16740.0,16800.0,2689977,0.0,0.0
009150,160000.0,160800.0,155800.0,156200.0,503171,0.0,0.0
018260,164600.0,168000.0,164200.0,165500.0,109998,0.0,0.0
015760,20050.0,20250.0,19950.0,20100.0,1431445,0.0,0.0
011170,117400.0,122500.0,117000.0,120500.0,118401,0.0,0.0
030200,37150.0,38100.0,37000.0,37050.0,344675,0.0,0.0
316140,14950.0,14960.0,14750.0,14820.0,1587000,0.0,0.0
010950,69300.0,69400.0,68300.0,68700.0,211194,0.0,0.0
003670,257837.0,261229.0,252990.0,253960.0,188816,0.0,0.0
033780,87700.0,88400.0,87100.0,88000.0,138716,0.0,0.0
009830,29100.0,30100.0,28500.0,28800.0,3144895,0.0,0.0
010130,536000.0,538000.0,525000.0,529000.0,50869,0.0,0.0
000810,367000.0,368500.0,343500.0,344000.0,182467,0.0,0.0
042700,139600.0,149700.0,139000.0,147300.0,2728796,0.0,0.0
008770,57600.0,57600.0,56800.0,57000.0,315308,0.0,0.0
161390,44300.0,44950.0,43850.0,44850.0,471246,0.0,0.0
090430,184800.0,190700.0,183800.0,188600.0,333982,0.0,0.0
004020,31500.0,31900.0,31300.0,31700.0,203384,0.0,0.0
006400,407277.0,409725.0,399935.0,399935.0,209478,0.0,0.0
018880,4805.0,4908.0,4768.0,4870.0,1629670,0.0,0.0
034020,17750.0,18380.0,17710.0,18060.0,7405159,0.0,0.0
024110,14120.0,14130.0,13930.0,13950.0,715760,0.0,0.0
011780,153000.0,155600.0,152400.0,153500.0,44902,0.0,0.0
000100,77500.0,78400.0,69800.0,72900.0,1336386,0.0,0.0
001040,136000.0,140500.0,134000.0,137800.0,193334,0.0,0.0
047050,47500.0,47750.0,46000.0,46000.0,363520,0.0,0.0
097950,339000.0,356000.0,338000.0,354000.0,107402,0.0,0.0
071050,69200.0,70300.0,68400.0,69600.0,68719,0.0,0.0
006800,7680.0,7760.0,7540.0,7690.0,604848,0.0,0.0
029780,39850.0,40150.0,38500.0,38750.0,66020,0.0,0.0
010140,9800.0,9800.0,9270.0,9380.0,10965643,0.0,0.0
001800,15180.0,15310.0,15070.0,15200.0,32818,0.0,0.0
032640,9830.0,9900.0,9800.0,9840.0,452994,0.0,0.0
001450,34050.0,34050.0,32300.0,32600.0,860578,0.0,0.0
004370,415000.0,418000.0,407000.0,415000.0,29411,0.0,0.0
002380,317500.0,326500.0,317000.0,320500.0,25136,0.0,0.0
000720,33800.0,34100.0,33500.0,33750.0,186958,0.0,0.0
016360,38250.0,38800.0,38100.0,38550.0,222214,0.0,0.0
005490,394000.0,396000.0,390500.0,390500.0,227064,0.0,0.0
139480,62600.0,63400.0,61800.0,62900.0,146071,0.0,0.0
267250,68200.0,68200.0,66300.0,67100.0,217510,0.0,0.0
011070,236000.0,237000.0,233000.0,234500.0,117162,0.0,0.0
004490,101700.0,102800.0,99000.0,101200.0,119061,0.0,0.0
000080,20000.0,20300.0,19980.0,20100.0,112307,0.0,0.0
021240,58900.0,60100.0,57700.0,59500.0,98286,0.0,0.0
007070,17147.0,17404.0,17036.0,17105.0,155717,0.0,0.0
138930,8550.0,8610.0,8480.0,8510.0,431945,0.0,0.0
069960,49650.0,50300.0,49500.0,49700.0,61518,0.0,0.0
002350,8150.0,8250.0,8080.0,8170.0,53663,0.0,0.0
011210,55600.0,57000.0,55500.0,56800.0,83573,0.0,0.0
001120,33700.0,34100.0,32800.0,33350.0,976178,0.0,0.0
023530,67100.0,68000.0,66700.0,67400.0,42843,0.0,0.0
004000,47700.0,49350.0,47550.0,48450.0,145802,0.0,0.0
009540,131200.0,131800.0,127400.0,128300.0,285728,0.0,0.0
006260,184000.0,184700.0,174400.0,175800.0,810055,0.0,0.0
004170,172200.0,173600.0,171500.0,173400.0,21249,0.0,0.0
005940,12570.0,12700.0,12480.0,12590.0,474292,0.0,0.0
001630,60200.0,60300.0,58800.0,58900.0,4889,0.0,0.0
006120,42750.0,42900.0,42100.0,42300.0,27647,0.0,0.0
000880,26200.0,26250.0,25900.0,25950.0,146427,0.0,0.0
014820,40750.0,41400.0,40000.0,40500.0,33665,0.0,0.0
002760,1162.0,1162.0,1150.0,1150.0,41248,0.0,0.0
005010,4530.0,4530.0,4455.0,4455.0,220796,0.0,0.0
006650,154300.0,160900.0,153300.0,156400.0,46082,0.0,0.0
000150,166300.0,186600.0,163100.0,177400.0,359396,0.0,0.0
001740,5050.0,5060.0,4980.0,5020.0,384499,0.0,0.0
005850,34300.0,35450.0,33700.0,35200.0,244853,0.0,0.0
001430,23300.0,24050.0,23050.0,23500.0,143081,0.0,0.0
007310,450000.0,458000.0,448500.0,450000.0,6739,0.0,0.0
000990,42200.0,44250.0,41900.0,43900.0,430482,0.0,0.0
002600,173200.0,174800.0,173200.0,174700.0,45,0.0,0.0
001060,30150.0,30150.0,29100.0,29300.0,101919,0.0,0.0
000070,46444.0,46911.0,46177.0,46310.0,20534,0.0,0.0
004140,2285.0,2295.0,2240.0,2240.0,311733,0.0,0.0
007160,37550.0,37850.0,37000.0,37300.0,6964,0.0,0.0
002320,19840.0,20000.0,19700.0,19830.0,21532,0.0,0.0
000210,57800.0,60500.0,57800.0,59200.0,74072,0.0,0.0
001530,22740.0,23105.0,22467.0,22558.0,41337,0.0,0.0
007860,8990.0,9550.0,8930.0,9500.0,188240,0.0,0.0
002240,21394.0,21486.0,20745.0,21070.0,65463,0.0,0.0
006490,1174.0,1205.0,1150.0,1205.0,282691,0.0,0.0
003460,2235.0,2250.0,2230.0,2250.0,1181,0.0,0.0
004830,8450.0,8490.0,8050.0,8080.0,356645,0.0,0.0
001390,5300.0,5360.0,5270.0,5290.0,204702,0.0,0.0
004560,20650.0,20850.0,19900.0,20700.0,100944,0.0,0.0
002310,8250.0,8310.0,8180.0,8280.0,108288,0.0,0.0
000950,21500.0,21500.0,20600.0,20600.0,2326,0.0,0.0
003080,2995.0,3020.0,2980.0,3020.0,13642,0.0,0.0
005960,5010.0,5050.0,4990.0,5010.0,17571,0.0,0.0
002200,2580.0,2610.0,2565.0,2580.0,46824,0.0,0.0
001270,24700.0,24950.0,24450.0,24650.0,998,0.0,0.0
001680,22900.0,24400.0,22750.0,24000.0,1011139,0.0,0.0
007570,13630.0,13650.0,13590.0,13650.0,19888,0.0,0.0
002450,1343.0,1343.0,1296.0,1313.0,157876,0.0,0.0
003410,7000.0,7010.0,7000.0,7000.0,227666,0.0,0.0
006110,74000.0,74500.0,70000.0,71000.0,145287,0.0,0.0
001290,662.0,663.0,653.0,658.0,54264,0.0,0.0
000230,8320.0,8850.0,8320.0,8470.0,50965,0.0,0.0
004890,43400.0,43400.0,42950.0,43100.0,3061,0.0,0.0
002030,269500.0,269500.0,261500.0,266500.0,2446,0.0,0.0
000400,3375.0,3475.0,3360.0,3400.0,509350,0.0,0.0
001940,21800.0,21800.0,21450.0,21450.0,6955,0.0,0.0
002630,533.0,537.0,527.0,530.0,90171,0.0,0.0
005250,15020.0,15200.0,15000.0,15060.0,23668,0.0,0.0
006740,1810.0,1818.0,1800.0,1801.0,292592,0.0,0.0
001550,13010.0,13190.0,12840.0,12850.0,12601,0.0,0.0
003230,493500.0,527000.0,492000.0,495000.0,192817,0.0,0.0
007700,15060.0,15750.0,15060.0,15080.0,10735,0.0,0.0
002990,4110.0,4175.0,4110.0,4145.0,18698,0.0,0.0
001140,0.0,0.0,0.0,2110.0,0,0.0,0.0
006040,33144.0,33462.0,33099.0,33099.0,21752,0.0,0.0
003560,0.0,0.0,0.0,10760.0,0,0.0,0.0
001810,1749.0,1749.0,1728.0,1741.0,8623,0.0,0.0
006360,15420.0,15630.0,15340.0,15470.0,243886,0.0,0.0
007690,37450.0,38250.0,37300.0,37600.0,11923,0.0,0.0
004060,399.0,404.0,399.0,404.0,406295,0.0,0.0
003580,4285.0,4410.0,4165.0,4345.0,600657,0.0,0.0
006200,950.0,950.0,930.0,938.0,62454,0.0,0.0
