code,open,high,low,close,volume,amount,market_cap
005930,55300.0,55600.0,54900.0,55300.0,5848342,0.0,0.0
000660,174000.0,175500.0,172800.0,175000.0,1305152,0.0,0.0
005935,45600.0,45750.0,45300.0,45700.0,477814,0.0,0.0
207940,1561520.0,1562992.0,1539444.0,1543859.0,19425,0.0,0.0
005380,182800.0,188300.0,181200.0,187200.0,664774,0.0,0.0
000270,85300.0,87600.0,84600.0,87300.0,569432,0.0,0.0
068270,152861.0,153342.0,150645.0,151609.0,427357,0.0,0.0
105560,79900.0,82600.0,79700.0,82400.0,1199689,0.0,0.0
035420,184700.0,187900.0,184000.0,187500.0,287707,0.0,0.0
012330,239000.0,245500.0,237500.0,243500.0,98734,0.0,0.0
055550,47150.0,47800.0,47100.0,47650.0,952557,0.0,0.0
066570,69800.0,70200.0,69400.0,70100.0,174771,0.0,0.0
028260,114200.0,114700.0,113300.0,114400.0,69710,0.0,0.0
096770,94200.0,94200.0,93000.0,93600.0,203280,0.0,0.0
003550,62800.0,63300.0,62500.0,63200.0,65217,0.0,0.0
032830,79500.0,80000.0,79100.0,79600.0,56370,0.0,0.0
051910,222000.0,222500.0,218000.0,220500.0,121724,0.0,0.0
086790,57700.0,59000.0,57600.0,58800.0,301918,0.0,0.0
017670,58000.0,58200.0,57600.0,57700.0,225417,0.0,0.0
003490,20400.0,20550.0,20200.0,20550.0,571132,0.0,0.0
034730,121000.0,126500.0,120700.0,125200.0,92631,0.0,0.0
011200,20850.0,20850.0,19320.0,19350.0,4330697,0.0,0.0
009150,121500.0,121900.0,120400.0,121000.0,149144,0.0,0.0
018260,115900.0,116700.0,115400.0,116400.0,41471,0.0,0.0
015760,24100.0,24350.0,23800.0,24300.0,1072781,0.0,0.0
011170,59700.0,60700.0,59400.0,60400.0,44980,0.0,0.0
030200,48950.0,49800.0,48800.0,49200.0,164080,0.0,0.0
316140,16520.0,16820.0,16480.0,16780.0,924766,0.0,0.0
010950,52200.0,52400.0,51400.0,52300.0,76432,0.0,0.0
003670,121939.0,123296.0,120582.0,122715.0,114084,0.0,0.0
033780,109500.0,110700.0,109200.0,109600.0,101635,0.0,0.0
009830,22100.0,22350.0,21700.0,22250.0,1480575,0.0,0.0
010130,688000.0,690000.0,677000.0,679000.0,9254,0.0,0.0
000810,351500.0,354500.0,350000.0,352000.0,16801,0.0,0.0
042700,69400.0,73500.0,67200.0,73200.0,2389382,0.0,0.0
008770,38350.0,38700.0,38000.0,38600.0,51560,0.0,0.0
161390,38850.0,38900.0,38200.0,38800.0,74662,0.0,0.0
090430,116800.0,117400.0,114200.0,115400.0,159918,0.0,0.0
004020,22950.0,23100.0,22550.0,22950.0,295281,0.0,0.0
006400,182100.0,182100.0,178500.0,180000.0,146661,0.0,0.0
018880,3151.0,3202.0,3127.0,3183.0,246097,0.0,0.0
034020,25250.0,26200.0,25000.0,25950.0,9342636,0.0,0.0
024110,14460.0,14610.0,14410.0,14580.0,433362,0.0,0.0
011780,115500.0,117900.0,114300.0,115700.0,44488,0.0,0.0
000100,115900.0,116400.0,114600.0,115400.0,265138,0.0,0.0
001040,119800.0,122000.0,118700.0,121000.0,93251,0.0,0.0
047050,52800.0,52800.0,50800.0,51400.0,494031,0.0,0.0
097950,243500.0,244500.0,237000.0,239000.0,55167,0.0,0.0
071050,70400.0,71600.0,70300.0,70900.0,68375,0.0,0.0
006800,9330.0,9490.0,9310.0,9400.0,171332,0.0,0.0
029780,40100.0,40800.0,40050.0,40600.0,28425,0.0,0.0
010140,15010.0,15150.0,14370.0,14520.0,7886520,0.0,0.0
001800,16550.0,16700.0,16500.0,16590.0,57379,0.0,0.0
032640,11110.0,11480.0,11100.0,11310.0,1326279,0.0,0.0
001450,20550.0,21150.0,20550.0,21050.0,143844,0.0,0.0
004370,410000.0,411500.0,405000.0,406500.0,13818,0.0,0.0
002380,242500.0,244000.0,240000.0,242500.0,8115,0.0,0.0
000720,39300.0,39850.0,38650.0,39350.0,443409,0.0,0.0
016360,44650.0,45100.0,44450.0,44900.0,93674,0.0,0.0
005490,254000.0,255000.0,250500.0,253000.0,135988,0.0,0.0
139480,87000.0,88500.0,86400.0,87600.0,94206,0.0,0.0
267250,71300.0,72000.0,70900.0,71600.0,58122,0.0,0.0
011070,139300.0,140500.0,138100.0,139000.0,55356,0.0,0.0
004490,66300.0,66900.0,65500.0,66700.0,19648,0.0,0.0
