ticker,source_name,fetched_at,effective_date
A,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AA,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AAL,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AAMI,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AAON,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AAPL,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AARD,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AAUC,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AAUM,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ABBV,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ABCB,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ABCS,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ABG,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ABLG,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ABNB,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ABNG,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ABOS,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ABSI,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ABT,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ABTC,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ABUF,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ABVEW,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACA,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACDC,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACGCU,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACGL,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACHC,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACHV,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACI,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACII,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACKY,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACLC,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACLX,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACM,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACN,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACNT,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACOG,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACRS,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACSI,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACTU,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ACXP,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AD,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ADAMN,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ADBE,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ADC,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ADI,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ADM,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ADNT,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ADP,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ADSK,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ADT,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ADTN,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ADX,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AEBI,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AEC,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AEE,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AENTW,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AEP,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AERT,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AES,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AESI,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AEXA,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AFG,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AFIX,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AFJK,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AFL,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AFRM,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AFYA,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AGCO,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AGEM,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AGL,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AGM,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AGMB,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AGNC,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AGNCM,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AGNCN,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AGNCP,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AGNG,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AGO,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AGOX,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AIBU,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AIG,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AII,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AIIA,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AIMD,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AIN,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AIOO,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AIOT,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AIP,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AIPO,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AIRG,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AIRJW,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AIRR,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AIT,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AIVL,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AIZ,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AJG,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AKAM,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AKTX,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AL,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALAB,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALB,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALCO,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALDFU,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALEC,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALFUU,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALG,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALGM,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALGN,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALIL,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALK,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALL,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALLE,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALLR,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALLT,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALLY,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALNY,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALOVU,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALPS,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALRS,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALSN,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALTO,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALVO,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
ALXO,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
AM,alpaca_expansion,2026-04-21T09:48:51.773876,20260421
