sim_time,strategy,rank,code,name,entry_price,exit_price,qty,pnl,pnl_pct,exit_reason,source,params_hash
2026-04-07 19:20:35,B,,046890,서울반도체,0,0,97,-4947,-0.5,,실시간순위,20260407_192035
2026-04-07 19:20:35,B,,004650,창해에탄올,0,0,82,19762,2.0,,실시간순위,20260407_192035
2026-04-07 19:20:35,B,,005810,풍산홀딩스,0,0,18,19656,2.0,,실시간순위,20260407_192035
2026-04-07 19:20:35,B,,033640,네패스,0,0,45,19710,2.0,,실시간순위,20260407_192035
2026-04-07 19:20:35,B,,493330,지에프아이,0,0,70,19670,2.0,,실시간순위,20260407_192035
2026-04-07 19:20:35,B,,077360,덕산하이메탈,0,0,84,19740,2.0,,실시간순위,20260407_192035
2026-04-07 19:20:35,B,,393890,더블유씨피,0,0,63,19719,2.0,,실시간순위,20260407_192035
2026-04-07 19:20:35,B,,394420,리센스메디컬,0,0,42,19572,2.0,,실시간순위,20260407_192035
2026-04-07 19:20:35,B,,079000,와토스코리아,0,0,113,19888,2.0,,실시간순위,20260407_192035
2026-04-07 19:20:35,C,,0007C0,아크릴,0,0,53,0.0,0.0,,실시간순위,20260407_192035
2026-04-07 19:20:35,C,,046890,서울반도체,0,0,194,0.0,0.0,,실시간순위,20260407_192035
2026-04-07 19:20:35,C,,004650,창해에탄올,0,0,165,0.0,0.0,,실시간순위,20260407_192035
2026-04-07 19:20:35,C,,005810,풍산홀딩스,0,0,36,0.0,0.0,,실시간순위,20260407_192035
2026-04-07 19:20:35,C,,033640,네패스,0,0,91,0.0,0.0,,실시간순위,20260407_192035
2026-04-07 19:20:35,C,,0007C0,아크릴,0,0,53,29680,1.5,,실시간순위,20260407_192035
2026-04-07 19:20:35,C,,046890,서울반도체,0,0,194,29876,1.5,,실시간순위,20260407_192035
2026-04-07 19:20:35,C,,004650,창해에탄올,0,0,165,29865,1.5,,실시간순위,20260407_192035
2026-04-07 19:20:35,C,,005810,풍산홀딩스,0,0,36,29448,1.5,,실시간순위,20260407_192035
2026-04-07 19:20:35,C,,033640,네패스,0,0,91,29848,1.5,,실시간순위,20260407_192035
2026-04-07 19:20:43,A,,0007C0,아크릴,0,0,53,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,A,,046890,서울반도체,0,0,194,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,A,,004650,창해에탄올,0,0,165,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,A,,005810,풍산홀딩스,0,0,36,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,A,,033640,네패스,0,0,91,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,A,,0007C0,아크릴,0,0,53,265,0.01,,실시간순위,20260407_192043
2026-04-07 19:20:43,A,,046890,서울반도체,0,0,194,19788,1.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,A,,004650,창해에탄올,0,0,165,19800,1.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,A,,005810,풍산홀딩스,0,0,36,19656,1.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,A,,033640,네패스,0,0,91,19929,1.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,0007C0,아크릴,0,0,26,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,046890,서울반도체,0,0,97,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,004650,창해에탄올,0,0,82,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,005810,풍산홀딩스,0,0,18,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,033640,네패스,0,0,45,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,493330,지에프아이,0,0,70,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,077360,덕산하이메탈,0,0,84,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,393890,더블유씨피,0,0,63,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,394420,리센스메디컬,0,0,42,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,079000,와토스코리아,0,0,113,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,0007C0,아크릴,0,0,26,19448,2.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,046890,서울반도체,0,0,97,19885,2.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,004650,창해에탄올,0,0,82,19762,2.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,005810,풍산홀딩스,0,0,18,19656,2.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,033640,네패스,0,0,45,19710,2.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,493330,지에프아이,0,0,70,19670,2.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,077360,덕산하이메탈,0,0,84,19740,2.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,393890,더블유씨피,0,0,63,19719,2.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,394420,리센스메디컬,0,0,42,19572,2.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,B,,079000,와토스코리아,0,0,113,19888,2.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,C,,0007C0,아크릴,0,0,53,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,C,,046890,서울반도체,0,0,194,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,C,,004650,창해에탄올,0,0,165,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,C,,005810,풍산홀딩스,0,0,36,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,C,,033640,네패스,0,0,91,0.0,0.0,,실시간순위,20260407_192043
2026-04-07 19:20:43,C,,0007C0,아크릴,0,0,53,29680,1.5,,실시간순위,20260407_192043
2026-04-07 19:20:43,C,,046890,서울반도체,0,0,194,29876,1.5,,실시간순위,20260407_192043
2026-04-07 19:20:43,C,,004650,창해에탄올,0,0,165,29865,1.5,,실시간순위,20260407_192043
2026-04-07 19:20:43,C,,005810,풍산홀딩스,0,0,36,29448,1.5,,실시간순위,20260407_192043
2026-04-07 19:20:43,C,,033640,네패스,0,0,91,29848,1.5,,실시간순위,20260407_192043
2026-04-07 19:20:52,A,,0007C0,아크릴,0,0,53,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,A,,046890,서울반도체,0,0,194,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,A,,004650,창해에탄올,0,0,165,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,A,,005810,풍산홀딩스,0,0,36,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,A,,033640,네패스,0,0,91,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,A,,0007C0,아크릴,0,0,53,19822,1.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,A,,046890,서울반도체,0,0,194,19788,1.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,A,,004650,창해에탄올,0,0,165,19800,1.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,A,,005810,풍산홀딩스,0,0,36,19656,1.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,A,,033640,네패스,0,0,91,19929,1.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,0007C0,아크릴,0,0,26,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,046890,서울반도체,0,0,97,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,004650,창해에탄올,0,0,82,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,005810,풍산홀딩스,0,0,18,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,033640,네패스,0,0,45,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,493330,지에프아이,0,0,70,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,077360,덕산하이메탈,0,0,84,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,393890,더블유씨피,0,0,63,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,394420,리센스메디컬,0,0,42,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,079000,와토스코리아,0,0,113,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,0007C0,아크릴,0,0,26,8658,0.89,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,046890,서울반도체,0,0,97,19885,2.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,004650,창해에탄올,0,0,82,19762,2.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,005810,풍산홀딩스,0,0,18,19656,2.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,033640,네패스,0,0,45,19710,2.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,493330,지에프아이,0,0,70,19670,2.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,077360,덕산하이메탈,0,0,84,19740,2.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,393890,더블유씨피,0,0,63,19719,2.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,394420,리센스메디컬,0,0,42,19572,2.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,B,,079000,와토스코리아,0,0,113,19888,2.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,C,,0007C0,아크릴,0,0,53,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,C,,046890,서울반도체,0,0,194,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,C,,004650,창해에탄올,0,0,165,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,C,,005810,풍산홀딩스,0,0,36,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,C,,033640,네패스,0,0,91,0.0,0.0,,실시간순위,20260407_192052
2026-04-07 19:20:52,C,,0007C0,아크릴,0,0,53,29680,1.5,,실시간순위,20260407_192052
2026-04-07 19:20:52,C,,046890,서울반도체,0,0,194,29876,1.5,,실시간순위,20260407_192052
2026-04-07 19:20:52,C,,004650,창해에탄올,0,0,165,238095,11.94,,실시간순위,20260407_192052
2026-04-07 19:20:52,C,,005810,풍산홀딩스,0,0,36,29448,1.5,,실시간순위,20260407_192052
2026-04-07 19:20:52,C,,033640,네패스,0,0,91,29848,1.5,,실시간순위,20260407_192052
2026-04-07 22:32:13,A,,,풍산홀딩스,0,0,34,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,A,,,엘앤에프,0,0,10,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,A,,,광전자,0,0,265,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,A,,,에코프로머티,0,0,27,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,A,,,흥구석유,0,0,87,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,A,,,풍산홀딩스,0,0,34,-8534,-0.43,,실시간순위,20260407_223213
2026-04-07 22:32:13,A,,,엘앤에프,0,0,10,-8620,-0.47,,실시간순위,20260407_223213
2026-04-07 22:32:13,A,,,광전자,0,0,265,-7155,-0.36,,실시간순위,20260407_223213
2026-04-07 22:32:13,A,,,에코프로머티,0,0,27,-5616,-0.28,,실시간순위,20260407_223213
2026-04-07 22:32:13,A,,,흥구석유,0,0,87,-6525,-0.33,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,풍산홀딩스,0,0,17,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,엘앤에프,0,0,5,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,삼성E&A,0,0,21,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,광전자,0,0,132,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,에코프로머티,0,0,13,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,흥구석유,0,0,43,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,LIG넥스원,0,0,1,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,한화시스템,0,0,7,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,창해에탄올,0,0,83,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,풍산홀딩스,0,0,17,-4352,-0.44,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,엘앤에프,0,0,5,-4070,-0.44,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,삼성E&A,0,0,21,-5229,-0.53,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,광전자,0,0,132,-7128,-0.72,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,에코프로머티,0,0,13,-3770,-0.4,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,흥구석유,0,0,43,-6364,-0.65,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,LIG넥스원,0,0,1,-3585,-0.43,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,한화시스템,0,0,7,-6370,-0.68,,실시간순위,20260407_223213
2026-04-07 22:32:13,B,,,창해에탄올,0,0,83,-6142,-0.62,,실시간순위,20260407_223213
2026-04-07 22:32:13,C,,,풍산홀딩스,0,0,34,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,C,,,엘앤에프,0,0,10,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,C,,,광전자,0,0,265,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,C,,,에코프로머티,0,0,27,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:32:13,C,,,흥구석유,0,0,87,0.0,0.0,,실시간순위,20260407_223213
2026-04-07 22:36:34,A,,,풍산홀딩스,0,0,34,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,A,,,엘앤에프,0,0,10,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,A,,,에코프로머티,0,0,27,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,A,,,흥구석유,0,0,87,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,A,,,LIG넥스원,0,0,2,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,A,,,풍산홀딩스,0,0,34,-16456,-0.83,,거래량,20260407_223634
2026-04-07 22:36:34,A,,,엘앤에프,0,0,10,-9020,-0.49,,거래량,20260407_223634
2026-04-07 22:36:34,A,,,에코프로머티,0,0,27,-18036,-0.91,,거래량,20260407_223634
2026-04-07 22:36:34,A,,,흥구석유,0,0,87,-5307,-0.27,,거래량,20260407_223634
2026-04-07 22:36:34,A,,,LIG넥스원,0,0,2,-9514,-0.57,,거래량,20260407_223634
2026-04-07 22:36:34,B,,,풍산홀딩스,0,0,17,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,B,,,엘앤에프,0,0,5,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,B,,,삼성E&A,0,0,21,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,B,,,에코프로머티,0,0,13,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,B,,,흥구석유,0,0,43,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,B,,,LIG넥스원,0,0,1,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,B,,,한화시스템,0,0,7,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,B,,,아크릴,0,0,26,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,B,,,풍산홀딩스,0,0,17,-5763,-0.58,,거래량,20260407_223634
2026-04-07 22:36:34,B,,,엘앤에프,0,0,5,-6525,-0.71,,거래량,20260407_223634
2026-04-07 22:36:34,B,,,삼성E&A,0,0,21,-3024,-0.31,,거래량,20260407_223634
2026-04-07 22:36:34,B,,,에코프로머티,0,0,13,-7345,-0.77,,거래량,20260407_223634
2026-04-07 22:36:34,B,,,흥구석유,0,0,43,-4300,-0.44,,거래량,20260407_223634
2026-04-07 22:36:34,B,,,LIG넥스원,0,0,1,-5974,-0.72,,거래량,20260407_223634
2026-04-07 22:36:34,B,,,한화시스템,0,0,7,-7238,-0.78,,거래량,20260407_223634
2026-04-07 22:36:34,B,,,아크릴,0,0,26,-6032,-0.62,,거래량,20260407_223634
2026-04-07 22:36:34,C,,,풍산홀딩스,0,0,34,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,C,,,엘앤에프,0,0,10,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,C,,,에코프로머티,0,0,27,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,C,,,흥구석유,0,0,87,0.0,0.0,,거래량,20260407_223634
2026-04-07 22:36:34,C,,,LIG넥스원,0,0,2,0.0,0.0,,거래량,20260407_223634
2026-04-08 09:16:17,A,,,삼성전자,0,0,9,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,A,,,대우건설,0,0,98,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,A,,,SK하이닉스,0,0,1,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,A,,,DL이앤씨,0,0,23,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,A,,,대한광통신,0,0,149,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,A,,,삼성전자,0,0,9,18990,1.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,A,,,대우건설,0,0,98,19894,1.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,A,,,SK하이닉스,0,0,1,10030,1.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,A,,,DL이앤씨,0,0,23,6877,0.36,,실시간순위,20260408_091617
2026-04-08 09:16:17,A,,,대한광통신,0,0,149,19817,1.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,삼성전자,0,0,4,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,대우건설,0,0,49,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,DL이앤씨,0,0,11,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,대한광통신,0,0,74,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,한국첨단소재,0,0,198,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,삼성E&A,0,0,19,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,광전자,0,0,110,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,삼성전기,0,0,1,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,캡스톤파트너스,0,0,198,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,삼성전자,0,0,4,10424,1.24,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,대우건설,0,0,49,-4508,-0.45,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,DL이앤씨,0,0,11,10802,1.17,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,대한광통신,0,0,74,19758,2.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,한국첨단소재,0,0,198,19998,2.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,삼성E&A,0,0,19,19190,2.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,광전자,0,0,110,19910,2.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,삼성전기,0,0,1,10040,2.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,B,,,캡스톤파트너스,0,0,198,19998,2.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,C,,,삼성전자,0,0,9,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,C,,,대우건설,0,0,98,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,C,,,SK하이닉스,0,0,1,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,C,,,DL이앤씨,0,0,23,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,C,,,대한광통신,0,0,149,0.0,0.0,,실시간순위,20260408_091617
2026-04-08 09:16:17,C,,,삼성전자,0,0,9,28476,1.5,,실시간순위,20260408_091617
2026-04-08 09:16:17,C,,,대우건설,0,0,98,29890,1.5,,실시간순위,20260408_091617
2026-04-08 09:16:17,C,,,SK하이닉스,0,0,1,15044,1.5,,실시간순위,20260408_091617
2026-04-08 09:16:17,C,,,DL이앤씨,0,0,23,28865,1.5,,실시간순위,20260408_091617
2026-04-08 09:16:17,C,,,대한광통신,0,0,149,29800,1.5,,실시간순위,20260408_091617
2026-04-08 09:23:11,A,,,삼성전자,0,0,9,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,A,,,대우건설,0,0,97,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,A,,,SK하이닉스,0,0,1,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,A,,,DL이앤씨,0,0,23,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,A,,,다날,0,0,265,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,A,,,삼성전자,0,0,9,18963,1.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,A,,,대우건설,0,0,97,19788,1.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,A,,,SK하이닉스,0,0,1,10040,1.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,A,,,DL이앤씨,0,0,23,19895,1.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,A,,,다날,0,0,265,19875,1.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,삼성전자,0,0,4,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,대우건설,0,0,48,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,DL이앤씨,0,0,11,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,다날,0,0,132,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,GS건설,0,0,31,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,우리기술,0,0,46,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,대한광통신,0,0,74,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,삼성E&A,0,0,19,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,두산에너빌리티,0,0,9,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,삼성전자,0,0,4,16860,2.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,대우건설,0,0,48,19632,2.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,DL이앤씨,0,0,11,19030,2.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,다날,0,0,132,2772,0.28,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,GS건설,0,0,31,19964,2.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,우리기술,0,0,46,19826,2.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,대한광통신,0,0,74,17538,1.77,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,삼성E&A,0,0,19,13376,1.39,,실시간순위,20260408_092311
2026-04-08 09:23:11,B,,,두산에너빌리티,0,0,9,14904,1.65,,실시간순위,20260408_092311
2026-04-08 09:23:11,C,,,삼성전자,0,0,9,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,C,,,대우건설,0,0,97,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,C,,,SK하이닉스,0,0,1,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,C,,,DL이앤씨,0,0,23,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,C,,,다날,0,0,265,0.0,0.0,,실시간순위,20260408_092311
2026-04-08 09:23:11,C,,,삼성전자,0,0,9,28449,1.5,,실시간순위,20260408_092311
2026-04-08 09:23:11,C,,,대우건설,0,0,97,29682,1.5,,실시간순위,20260408_092311
2026-04-08 09:23:11,C,,,SK하이닉스,0,0,1,15059,1.5,,실시간순위,20260408_092311
2026-04-08 09:23:11,C,,,DL이앤씨,0,0,23,29831,1.5,,실시간순위,20260408_092311
2026-04-08 09:23:11,C,,,다날,0,0,265,29680,1.5,,실시간순위,20260408_092311
2026-04-08 15:08:59,A,,005930,삼성전자,0,0,9,0.0,0.0,,실시간순위,20260408_150859
2026-04-08 15:08:59,A,,000660,SK하이닉스,0,0,1,0.0,0.0,,실시간순위,20260408_150859
2026-04-08 15:08:59,A,,375500,DL이앤씨,0,0,20,0.0,0.0,,실시간순위,20260408_150859
2026-04-08 15:08:59,A,,010170,대한광통신,0,0,136,0.0,0.0,,실시간순위,20260408_150859
2026-04-08 15:08:59,A,,079900,전진건설로봇,0,0,27,0.0,0.0,,실시간순위,20260408_150859
2026-04-08 15:08:59,A,,005930,삼성전자,0,0,9,18945,1.0,,실시간순위,20260408_150859
