ticker,entry_date,exit_date,pnl_pct,exit_reason
071050,2020-01-13,2020-01-31,-0.04708398291604957,TRAIL
051900,2020-01-13,2020-02-03,-0.07374934004466288,TRAIL
006800,2020-01-13,2020-02-03,-0.08607934882981741,TRAIL
000080,2020-01-13,2020-02-13,0.0869380468402837,REBAL
086280,2020-01-13,2020-02-13,0.05323017987933685,REBAL
055550,2020-01-13,2020-02-13,-0.07661262363815588,REBAL
005387,2020-01-13,2020-02-13,0.1339381343579235,REBAL
010120,2020-01-13,2020-02-13,-0.04639240163387399,REBAL
014680,2020-01-13,2020-02-21,-0.022975000550314924,TRAIL
051600,2020-01-13,2020-02-21,-0.04966831884920509,TRAIL
012330,2020-01-13,2020-02-24,-0.10429925503535407,TRAIL
029780,2020-01-13,2020-02-24,-0.10661489287319581,TRAIL
028050,2020-02-13,2020-02-24,-0.1297048934266134,TRAIL
000270,2020-01-13,2020-02-25,-0.053704491391562054,TRAIL
066570,2020-01-13,2020-02-27,-0.07108439644184968,TRAIL
005935,2020-01-13,2020-02-28,-0.07137237417502125,TRAIL
005930,2020-01-13,2020-02-28,-0.0943282674588652,TRAIL
016360,2020-01-13,2020-02-28,-0.1302257021839133,TRAIL
051900,2020-02-13,2020-02-28,-0.13390338290453158,TRAIL
035720,2020-01-13,2020-03-09,0.007987365993718812,TRAIL
071050,2020-02-13,2020-03-09,-0.1353606676104715,TRAIL
007070,2020-02-13,2020-03-10,-0.13032035286493998,TRAIL
034310,2020-02-13,2020-03-12,-0.1326694214126402,TRAIL
004800,2020-02-13,2020-03-12,-0.127406303790899,TRAIL
003220,2020-02-13,2020-03-12,-0.1499069036007504,TRAIL
000100,2020-02-13,2020-03-13,-0.13164157934981321,REBAL
036570,2020-01-13,2020-03-16,-0.020556525285178245,TRAIL
012330,2020-03-13,2020-03-18,-0.13319404906579657,TRAIL
071050,2020-03-13,2020-03-18,-0.12425753819401117,TRAIL
005387,2020-03-13,2020-03-18,-0.12408380964300682,TRAIL
005380,2020-03-13,2020-03-18,-0.15376883058471197,TRAIL
003550,2020-03-13,2020-03-18,-0.10455715233871925,TRAIL
005385,2020-03-13,2020-03-18,-0.12907156769714817,TRAIL
028050,2020-03-13,2020-03-18,-0.26018507288047316,TRAIL
214320,2020-03-13,2020-03-18,-0.084225554405537,TRAIL
088980,2020-01-13,2020-03-19,-0.16124358831021296,TRAIL
005935,2020-03-13,2020-03-19,-0.11737945113119914,TRAIL
005930,2020-03-13,2020-03-19,-0.09854357688868556,TRAIL
014680,2020-03-13,2020-03-19,-0.16333893687234294,TRAIL
000270,2020-03-13,2020-03-19,-0.18335813814113774,TRAIL
029780,2020-03-13,2020-03-19,-0.18249213404584727,TRAIL
086280,2020-03-13,2020-03-19,-0.19273710759408572,TRAIL
028260,2020-03-13,2020-03-19,-0.15458755764204504,TRAIL
016360,2020-03-13,2020-03-19,-0.19268854106813718,TRAIL
051900,2020-03-13,2020-04-13,0.12410886063116963,REBAL
029780,2020-04-13,2020-05-18,0.014663188702854687,REBAL
051905,2020-04-13,2020-05-18,0.058521472761414194,REBAL
016360,2020-04-13,2020-05-18,-0.05596532737352051,REBAL
214320,2020-04-13,2020-05-18,0.017476652751862453,REBAL
051600,2020-04-13,2020-05-18,-0.03366121148179598,REBAL
094280,2020-05-18,2020-06-15,-0.031011633918291367,TRAIL
005930,2020-04-13,2020-06-16,0.048105264762583616,REBAL
088980,2020-04-13,2020-06-16,0.036081684810779106,REBAL
028260,2020-04-13,2020-06-16,0.25274329258195183,REBAL
008730,2020-05-18,2020-06-16,-0.03417294943030289,REBAL
039490,2020-05-18,2020-06-16,0.15180882066595078,REBAL
185750,2020-05-18,2020-06-19,0.15293584139610875,TRAIL
000105,2020-06-16,2020-06-25,-0.016234850991459413,TRAIL
000100,2020-04-13,2020-07-15,0.059043051825928845,REBAL
181710,2020-06-16,2020-07-15,0.037907758427963865,REBAL
007070,2020-06-16,2020-07-15,-0.03132634909717409,REBAL
051900,2020-06-16,2020-07-15,0.06167200172631662,REBAL
213500,2020-06-16,2020-07-15,0.035029537460491915,REBAL
035720,2020-03-13,2020-07-20,1.0583001009677244,TRAIL
035420,2020-04-13,2020-07-20,0.5922367089397346,TRAIL
036570,2020-04-13,2020-07-20,0.31410467823753835,TRAIL
271560,2020-04-13,2020-07-27,0.17374483629540333,TRAIL
003230,2020-04-13,2020-07-30,0.25008959362005656,TRAIL
185750,2020-07-15,2020-08-13,0.3331201912991556,TRAIL
005935,2020-04-13,2020-08-13,0.20451433514180592,REBAL
000660,2020-04-13,2020-08-13,-0.019656301503271204,REBAL
006280,2020-05-18,2020-08-13,0.9036473629097029,REBAL
000105,2020-07-15,2020-08-13,0.25626880062858065,REBAL
028260,2020-07-15,2020-08-13,0.13170989725452092,REBAL
079550,2020-07-15,2020-08-13,0.2512648915285883,REBAL
000120,2020-07-15,2020-08-13,-0.04075435948046247,REBAL
000080,2020-04-13,2020-08-18,0.34729965874872126,TRAIL
02826K,2020-07-15,2020-08-18,0.0934989350220522,TRAIL
014680,2020-04-13,2020-08-20,0.8276902909968142,TRAIL
009150,2020-06-16,2020-08-20,-0.031327059818708605,TRAIL
009450,2020-08-13,2020-08-20,-0.1592233045594811,TRAIL
092780,2020-08-13,2020-08-20,-0.10675598783941814,TRAIL
003230,2020-08-13,2020-09-01,-0.1275545519346965,TRAIL
271560,2020-08-13,2020-09-02,-0.07712830245218,TRAIL
004370,2020-04-13,2020-09-07,0.18815761873845083,TRAIL
097955,2020-08-13,2020-09-09,-0.1412722476589939,TRAIL
006890,2020-08-13,2020-09-09,0.10683167234057817,TRAIL
192080,2020-07-15,2020-09-14,-0.07097262330213212,REBAL
181710,2020-08-13,2020-09-14,0.003421424657520311,REBAL
035420,2020-08-13,2020-09-18,-0.04264644046443368,TRAIL
002390,2020-08-13,2020-09-21,-0.05389052589522048,TRAIL
035720,2020-08-13,2020-09-22,-0.020735856500359057,TRAIL
039490,2020-08-13,2020-09-22,-0.1248034353304027,TRAIL
251270,2020-08-13,2020-09-24,0.06932076189305383,TRAIL
207940,2020-09-14,2020-09-24,-0.13293171472640442,TRAIL
000080,2020-09-14,2020-09-24,-0.10711991554539854,TRAIL
271560,2020-09-14,2020-09-24,-0.08945855123750536,TRAIL
003230,2020-09-14,2020-09-24,-0.12396436405825612,TRAIL
006890,2020-09-14,2020-09-24,-0.1257571630462806,TRAIL
000100,2020-09-14,2020-09-24,-0.08532493589051296,TRAIL
036570,2020-08-13,2020-10-08,-0.10961376559813361,TRAIL
004370,2020-09-14,2020-10-14,-0.130742132097221,TRAIL
008490,2020-04-13,2020-10-19,0.4599650192854134,REBAL
097955,2020-09-14,2020-10-19,-0.03719182155023234,REBAL
009155,2020-09-14,2020-10-19,-0.07803367036998363,REBAL
02826K,2020-09-14,2020-10-19,-0.057341680829422405,REBAL
009150,2020-09-14,2020-10-19,-0.05866541148911629,REBAL
066570,2020-09-14,2020-10-19,-0.03604945222085511,REBAL
195870,2020-10-19,2020-10-27,-0.13144883384108275,TRAIL
251270,2020-10-19,2020-10-30,-0.14322903660790087,TRAIL
