ticker,entry_date,exit_date,pnl_pct,exit_reason
009190,2020-01-13,2020-01-20,-0.2210849450215586,TRAIL
033250,2020-01-13,2020-01-21,0.06002796414437628,TRAIL
021050,2020-01-13,2020-01-21,0.12902902778555933,TRAIL
002070,2020-01-13,2020-01-22,-0.21981431372095636,TRAIL
007700,2020-01-13,2020-01-28,-0.15983347545384544,TRAIL
267850,2020-01-13,2020-01-28,-0.12221644409628223,TRAIL
026940,2020-01-13,2020-01-28,-0.14215971411065814,TRAIL
014580,2020-01-13,2020-01-30,-0.03271324184084843,TRAIL
007810,2020-01-13,2020-01-31,-0.1547577977633415,TRAIL
084680,2020-01-13,2020-01-31,-0.1610680117164736,TRAIL
281820,2020-01-13,2020-01-31,-0.10995067169501263,TRAIL
000990,2020-01-13,2020-01-31,-0.027214506888506806,TRAIL
068290,2020-01-13,2020-01-31,-0.11900737229109604,TRAIL
015860,2020-01-13,2020-01-31,-0.08492523177504198,TRAIL
097520,2020-01-13,2020-02-10,-0.08675404810572268,TRAIL
18064K,2020-01-13,2020-02-10,-0.03566575671407284,TRAIL
003230,2020-01-13,2020-02-13,-0.028504719572491677,REBAL
021050,2020-02-13,2020-02-14,-0.1599994014979938,TRAIL
001360,2020-01-13,2020-02-20,-0.08212971684579803,TRAIL
084680,2020-02-13,2020-02-21,-0.12639937755791375,TRAIL
002410,2020-02-13,2020-02-21,-0.1390609785907404,TRAIL
004270,2020-02-13,2020-02-21,-0.12675804057005996,TRAIL
000080,2020-01-13,2020-02-24,0.030497377741374388,TRAIL
18064K,2020-02-13,2020-02-24,-0.17284581065108462,TRAIL
033250,2020-02-13,2020-02-24,-0.12435394343578145,TRAIL
002070,2020-02-13,2020-02-24,-0.17173231830616117,TRAIL
007700,2020-02-13,2020-02-24,-0.14714342142899303,TRAIL
097520,2020-02-13,2020-02-24,0.006556096852256404,TRAIL
281820,2020-02-13,2020-02-24,-0.12165197105733759,TRAIL
006060,2020-01-13,2020-02-27,-0.10173300704190177,TRAIL
004770,2020-02-13,2020-02-27,-0.13629503062628423,TRAIL
000990,2020-02-13,2020-02-27,-0.11589806437622638,TRAIL
241590,2020-02-13,2020-02-27,-0.0954103354208562,TRAIL
012510,2020-02-13,2020-02-28,-0.09175180250029538,TRAIL
007810,2020-02-13,2020-02-28,-0.1584991213592741,TRAIL
030190,2020-02-13,2020-02-28,-0.13206070002737078,TRAIL
035720,2020-02-13,2020-03-09,-0.044045215240161195,TRAIL
18064K,2020-03-13,2020-03-17,-0.21676244194176697,TRAIL
019175,2020-03-13,2020-03-17,-0.13301499392203817,TRAIL
000990,2020-03-13,2020-03-18,-0.19598912470171495,TRAIL
002070,2020-03-13,2020-03-18,-0.0924984578810565,TRAIL
097520,2020-03-13,2020-03-18,-0.16488385967340194,TRAIL
007810,2020-03-13,2020-03-18,-0.1972174964570212,TRAIL
012510,2020-03-13,2020-03-18,-0.14168738845065018,TRAIL
006405,2020-03-13,2020-03-18,-0.16639002223762706,TRAIL
004835,2020-03-13,2020-03-19,-0.2661754771486474,TRAIL
084680,2020-03-13,2020-03-19,-0.16795820589070173,TRAIL
008350,2020-03-13,2020-03-19,-0.10412065426070063,TRAIL
030190,2020-03-13,2020-03-19,-0.06170961245806991,TRAIL
006060,2020-03-13,2020-03-19,-0.27168945826368124,TRAIL
000080,2020-03-13,2020-03-19,-0.10571821996540713,TRAIL
004770,2020-03-13,2020-03-19,-0.29728963691754484,TRAIL
001360,2020-03-13,2020-03-19,-0.15282702565595527,TRAIL
009155,2020-03-13,2020-03-19,-0.19400173171141435,TRAIL
021050,2020-03-13,2020-03-23,-0.11758210615931217,TRAIL
019175,2020-04-13,2020-04-14,-0.2642106680099023,TRAIL
084680,2020-04-13,2020-04-14,-0.12833880526588926,TRAIL
021050,2020-04-13,2020-04-16,-0.14359258129746538,TRAIL
008350,2020-04-13,2020-04-16,-0.18075853393597374,TRAIL
004835,2020-04-13,2020-04-16,-0.008463293528232097,TRAIL
18064K,2020-04-13,2020-04-20,-0.006230134380831835,TRAIL
180640,2020-04-13,2020-04-20,-0.05981023920393636,TRAIL
011000,2020-04-13,2020-04-28,-0.18663556581303867,TRAIL
900140,2020-04-13,2020-05-12,-0.11431957895458182,TRAIL
001630,2020-03-13,2020-05-18,0.4357805478343532,REBAL
035720,2020-03-13,2020-05-18,0.47066802559903376,REBAL
012510,2020-04-13,2020-05-18,0.29144750369992223,REBAL
023150,2020-04-13,2020-05-18,0.06777412161581203,REBAL
007810,2020-04-13,2020-05-18,0.0939471421336965,REBAL
004540,2020-05-18,2020-05-19,-0.1262654190834976,TRAIL
020120,2020-05-18,2020-05-28,-0.14636739178516123,TRAIL
000990,2020-04-13,2020-05-29,0.23302487853254475,TRAIL
019175,2020-05-18,2020-06-02,-0.13240925418038768,TRAIL
005690,2020-05-18,2020-06-08,0.015102872660296056,TRAIL
002070,2020-04-13,2020-06-11,0.28051355207753687,TRAIL
012690,2020-05-18,2020-06-11,-0.14790339287956505,TRAIL
021050,2020-05-18,2020-06-12,-0.0804585908314065,TRAIL
002410,2020-05-18,2020-06-12,-0.03729211406882079,TRAIL
006405,2020-04-13,2020-06-15,0.5962705099845075,TRAIL
097520,2020-04-13,2020-06-15,-0.043602254101997494,TRAIL
011000,2020-05-18,2020-06-15,-0.0025242149946870717,TRAIL
180640,2020-05-18,2020-06-15,0.1006687115012541,TRAIL
084680,2020-05-18,2020-06-15,-0.13880147656784292,TRAIL
008350,2020-05-18,2020-06-15,0.047832701890033226,TRAIL
002720,2020-05-18,2020-06-16,-0.056606629648631335,REBAL
019170,2020-05-18,2020-06-17,0.4279516056534985,TRAIL
004835,2020-05-18,2020-06-19,0.3195140336814104,TRAIL
019175,2020-06-16,2020-06-29,0.005732716586451846,TRAIL
020120,2020-06-16,2020-06-29,0.008713773372839852,TRAIL
005320,2020-06-16,2020-07-01,-0.08390646923285605,TRAIL
021050,2020-06-16,2020-07-07,0.37690028353514443,TRAIL
003060,2020-06-16,2020-07-07,-0.1383767669137439,TRAIL
002410,2020-06-16,2020-07-08,0.6161611515178597,TRAIL
011000,2020-06-16,2020-07-10,-0.13254021322911413,TRAIL
012690,2020-06-16,2020-07-15,0.02484553020436758,REBAL
004540,2020-06-16,2020-07-15,0.06266166002120821,REBAL
003230,2020-06-16,2020-07-15,0.05989858650503731,REBAL
005690,2020-06-16,2020-07-17,-0.004095290416021585,TRAIL
