date,equity,n_pos
2022-09-08,52754348.84804997,13
2022-09-13,53061710.778049976,11
2022-09-14,52945845.778049976,11
2022-09-15,53354310.778049976,11
2022-09-16,53289220.778049976,11
2022-09-19,52412896.61004998,9
2022-09-20,52405971.61004998,9
2022-09-21,52217686.61004998,9
2022-09-22,52348681.64254998,8
2022-09-23,52079458.24704997,6
2022-09-26,51625264.097049974,5
2022-09-27,51469672.92204998,4
2022-09-28,51565547.92204998,4
2022-09-29,51831472.92204998,4
2022-09-30,52304751.93054998,20
2022-10-04,54603861.93054998,20
2022-10-05,54953836.93054998,20
2022-10-06,56011602.93054998,20
2022-10-07,55717364.93054998,20
2022-10-11,54455126.93054998,20
2022-10-12,54098055.090549976,18
2022-10-13,51340397.90904997,9
2022-10-14,51966822.90904997,9
2022-10-17,52218432.90904997,9
2022-10-18,52724267.90904997,9
2022-10-19,52697342.90904997,9
2022-10-20,52646602.90904997,9
2022-10-21,52376308.42904997,8
2022-10-24,52830158.42904997,8
2022-10-25,52781518.42904997,8
2022-10-26,52656293.42904997,8
2022-10-27,52846698.42904997,8
2022-10-28,53035618.42904997,8
2022-10-31,53199768.42904997,8
2022-11-01,53617058.42904997,8
2022-11-02,53443249.81379998,20
2022-11-03,54059349.81379998,20
2022-11-04,54002854.81379998,20
2022-11-07,53706095.81379998,20
2022-11-08,53882135.81379998,20
2022-11-09,55294752.81379998,20
2022-11-10,54190013.846299976,19
2022-11-11,55047089.846299976,19
2022-11-14,55187556.04629998,18
2022-11-15,56378829.84379998,16
2022-11-16,56986884.84379998,16
2022-11-17,56868614.84299998,15
2022-11-18,56684879.52424998,13
2022-11-21,55988700.68174998,12
2022-11-22,56254095.68174998,12
2022-11-23,56555240.68174998,12
2022-11-24,57067985.68174998,12
2022-11-25,57438755.68174998,12
2022-11-28,56939293.58424997,11
2022-11-29,57405133.58424997,11
2022-11-30,57829308.58424997,11
2022-12-01,57904638.60169998,20
2022-12-02,57250792.60169998,20
2022-12-05,56142990.27419998,19
2022-12-06,55190631.95419998,18
2022-12-07,54996091.934199974,16
2022-12-08,54518871.66619998,14
2022-12-09,54417869.74619998,13
2022-12-12,54521836.74619998,13
2022-12-13,54851932.74619998,13
2022-12-14,54963379.74619998,13
2022-12-15,54926387.74619998,13
2022-12-16,53599553.697199985,12
2022-12-19,53592659.697199985,12
2022-12-20,53312485.303699985,10
2022-12-21,53246693.303699985,10
2022-12-22,53347527.303699985,10
2022-12-23,52702613.303699985,10
2022-12-26,53037219.303699985,10
2022-12-27,53512599.303699985,10
2022-12-28,53354344.10369998,9
2022-12-29,52736302.52169998,8
2023-01-02,53069766.07034999,20
2023-01-03,53552392.07034999,20
2023-01-04,54139590.07034999,20
2023-01-05,54215117.182349995,19
2023-01-06,54587990.182349995,19
2023-01-09,55562735.182349995,19
2023-01-10,55856339.182349995,19
2023-01-11,56585224.182349995,19
2023-01-12,57082688.182349995,19
2023-01-13,57224851.182349995,19
2023-01-16,57220459.182349995,19
2023-01-17,57048665.182349995,19
2023-01-18,56100142.182349995,19
2023-01-19,55800957.270899996,17
2023-01-20,56327079.44589999,16
2023-01-25,56129008.44589999,15
2023-01-26,56520510.44589999,15
2023-01-27,56835492.44589999,15
2023-01-30,56959749.44589999,15
2023-01-31,57391195.44589999,15
2023-02-01,57454237.44589999,15
2023-02-02,57278785.3905,20
2023-02-03,57494504.3905,20
2023-02-06,57849722.3905,20
2023-02-07,57810659.3905,20
2023-02-08,57700149.3905,20
2023-02-09,57548197.5005,19
2023-02-10,57558125.1445,18
2023-02-13,57971828.1445,18
2023-02-14,58370110.1445,18
2023-02-15,58328152.619500004,17
2023-02-16,60018409.619500004,17
2023-02-17,61003534.619500004,17
2023-02-20,61590810.56200001,15
2023-02-21,61554493.56200001,15
2023-02-22,61872397.56200001,15
2023-02-23,62356384.56200001,15
2023-02-24,61893604.56200001,15
2023-02-27,62088527.802,13
2023-02-28,62457478.762,12
2023-03-02,64213765.762,12
2023-03-03,64503973.762,12
2023-03-06,64038381.98075001,19
2023-03-07,65299806.21275,18
2023-03-08,66268264.21275,18
2023-03-09,63918071.590900004,15
2023-03-10,62954521.75790001,14
