ticker,entry_date,exit_date,pnl_pct,exit_reason
009190,2020-01-13,2020-01-20,-0.2210849450215586,TRAIL
082270,2020-01-13,2020-01-21,-0.12663121367002125,TRAIL
033250,2020-01-13,2020-01-21,0.06002796414437628,TRAIL
073110,2020-01-13,2020-01-21,-0.15181321384713806,TRAIL
002070,2020-01-13,2020-01-22,-0.21981431372095636,TRAIL
007700,2020-01-13,2020-01-28,-0.15983347545384544,TRAIL
179900,2020-01-13,2020-01-28,-0.10720663661032245,TRAIL
088290,2020-01-13,2020-01-30,-0.20568325277894164,TRAIL
032500,2020-01-13,2020-01-30,-0.07131443600073062,TRAIL
040910,2020-01-13,2020-01-30,-0.030931046063493995,TRAIL
078130,2020-01-13,2020-01-31,-0.11645377047164991,TRAIL
138080,2020-01-13,2020-01-31,-0.14565029450003464,TRAIL
123040,2020-01-13,2020-01-31,-0.09436302783745197,TRAIL
048410,2020-01-13,2020-01-31,-0.1576028179279769,TRAIL
230360,2020-01-13,2020-02-05,-0.035650084376425736,TRAIL
097520,2020-01-13,2020-02-10,-0.08675404810572268,TRAIL
258610,2020-01-13,2020-02-14,0.1696582972135237,TRAIL
082270,2020-02-13,2020-02-17,-0.16869620769448462,TRAIL
214150,2020-01-13,2020-02-20,-0.0040952904160215355,TRAIL
139670,2020-02-13,2020-02-21,-0.16844677800856886,TRAIL
088290,2020-02-13,2020-02-24,-0.10850465513047088,TRAIL
032500,2020-02-13,2020-02-24,-0.11340190488255579,TRAIL
18064K,2020-02-13,2020-02-24,-0.17284581065108467,TRAIL
138080,2020-02-13,2020-02-24,-0.15887802646588323,TRAIL
073110,2020-02-13,2020-02-24,-0.12979200133438776,TRAIL
033250,2020-02-13,2020-02-24,-0.1243539434357816,TRAIL
002070,2020-02-13,2020-02-24,-0.17173231830616126,TRAIL
007700,2020-02-13,2020-02-24,-0.14714342142899303,TRAIL
179900,2020-02-13,2020-02-24,-0.14099863324292955,TRAIL
089010,2020-02-13,2020-02-24,-0.08945855123750544,TRAIL
066310,2020-02-13,2020-02-25,0.010880720254414248,TRAIL
123040,2020-02-13,2020-02-26,-0.0819251640517712,TRAIL
207760,2020-01-13,2020-02-27,0.04166026536370598,TRAIL
078130,2020-02-13,2020-02-28,-0.13775618564966075,TRAIL
101490,2020-02-13,2020-02-28,-0.05537493670896344,TRAIL
036540,2020-01-13,2020-03-09,0.2262500165625857,TRAIL
066310,2020-03-13,2020-03-16,-0.2048507852333453,TRAIL
078070,2020-03-13,2020-03-16,-0.29990857049047054,TRAIL
18064K,2020-03-13,2020-03-17,-0.21676244194176697,TRAIL
256940,2020-03-13,2020-03-17,-0.14049748415456534,TRAIL
083450,2020-03-13,2020-03-18,-0.15166168513786948,TRAIL
054620,2020-03-13,2020-03-18,-0.14799568479081676,TRAIL
035620,2020-03-13,2020-03-18,-0.12922177956888045,TRAIL
000990,2020-03-13,2020-03-18,-0.19598912470171503,TRAIL
088290,2020-03-13,2020-03-19,-0.25994926276770663,TRAIL
036540,2020-03-13,2020-03-19,-0.19814270290197203,TRAIL
230240,2020-03-13,2020-03-19,-0.10255556896108373,TRAIL
004835,2020-03-13,2020-03-19,-0.26617547714864753,TRAIL
082270,2020-03-13,2020-03-19,-0.23542748673670938,TRAIL
196170,2020-03-13,2020-03-19,-0.1953188186236876,TRAIL
214150,2020-03-13,2020-03-19,-0.2039537185298132,TRAIL
021050,2020-03-13,2020-03-23,-0.11758210615931212,TRAIL
138080,2020-03-13,2020-04-13,0.1767088384072603,REBAL
019175,2020-04-13,2020-04-14,-0.26421066800990234,TRAIL
021050,2020-04-13,2020-04-16,-0.1435925812974654,TRAIL
258610,2020-04-13,2020-04-20,0.02144072777843935,TRAIL
18064K,2020-04-13,2020-04-20,-0.0062301343808318765,TRAIL
180640,2020-04-13,2020-04-20,-0.05981023920393644,TRAIL
078130,2020-03-13,2020-04-24,0.3020818511541915,TRAIL
088290,2020-04-13,2020-04-24,-0.1399515134821562,TRAIL
051380,2020-04-13,2020-05-04,-0.11063393376686577,TRAIL
084650,2020-04-13,2020-05-06,0.16746676069665078,TRAIL
036540,2020-04-13,2020-05-18,0.07680992777068466,REBAL
066310,2020-04-13,2020-05-18,0.20280040629332613,REBAL
060720,2020-04-13,2020-05-18,0.1737448362954032,REBAL
230240,2020-04-13,2020-05-18,0.0674687486022465,REBAL
033640,2020-04-13,2020-05-18,0.046543932105197666,REBAL
067010,2020-04-13,2020-05-18,0.1108700654886658,REBAL
096530,2020-04-13,2020-05-19,0.14582951459559376,TRAIL
