,equity
2022-12-16,505699796.9217002
2022-12-19,503959755.9217002
2022-12-20,503126087.9217002
2022-12-21,502690723.2217002
2022-12-22,503768597.2217002
2022-12-23,497790883.2217002
2022-12-26,500563756.2217002
2022-12-27,503806230.2217002
2022-12-28,502557842.2217002
2022-12-29,494332029.7867002
2023-01-02,492355573.4117002
2023-01-03,487757570.97370017
2023-01-04,486396705.8756002
2023-01-05,488109222.6906002
2023-01-06,491545452.6906002
2023-01-09,497777316.6906002
2023-01-10,499323106.6906002
2023-01-11,502560380.6906002
2023-01-12,500212950.6906002
2023-01-13,502431408.6906002
2023-01-16,504916440.6906002
2023-01-17,505893284.6906002
2023-01-18,508239772.6906002
2023-01-19,513165828.6906002
2023-01-20,517187800.6906002
2023-01-25,514924966.6906002
2023-01-26,514040860.6906002
2023-01-27,515609882.2906002
2023-01-30,510637040.2906002
2023-01-31,511652152.2906002
2023-02-01,511897662.2906002
2023-02-02,502199852.2906002
2023-02-03,502147215.1755002
2023-02-06,502411817.5687002
2023-02-07,499370151.5687002
2023-02-08,503416579.5687002
2023-02-09,501386899.5687002
2023-02-10,499970362.4387002
2023-02-13,498620202.4387002
2023-02-14,498229962.4387002
2023-02-15,495910234.4387002
2023-02-16,495911268.4387002
2023-02-17,496599324.4387002
2023-02-20,499441650.4387002
2023-02-21,500541964.4387002
2023-02-22,502025876.4387002
2023-02-23,509550463.0337002
2023-02-24,507896091.0337002
2023-02-27,509133763.0337002
2023-02-28,507858053.0337002
2023-03-02,510878269.0337002
2023-03-03,509767123.0337002
2023-03-06,507565079.0337002
2023-03-07,506400017.81640023
2023-03-08,505191522.84550023
2023-03-09,507195586.84550023
2023-03-10,504738036.84550023
2023-03-13,503456431.8030002
2023-03-14,497045664.7080002
2023-03-15,501134394.7080002
2023-03-16,498670511.6280002
2023-03-17,501272905.6280002
2023-03-20,500057509.6280002
2023-03-21,502372455.6280002
2023-03-22,501332071.6280002
2023-03-23,501660205.6280002
2023-03-24,502657682.8080002
2023-03-27,502375854.8080002
2023-03-28,503012580.8080002
2023-03-29,506851526.8080002
2023-03-30,504497954.8080002
2023-03-31,507232166.8080002
2023-04-03,507242368.8080002
2023-04-04,510595908.8080002
2023-04-05,510231517.9976002
2023-04-06,507292621.5900502
2023-04-07,504841570.5900502
2023-04-10,507285324.5900502
2023-04-11,510641272.5900502
2023-04-12,511152441.5900502
2023-04-13,515875396.5900502
2023-04-14,517956271.5900502
2023-04-17,523190026.5900502
2023-04-18,525375881.5900502
2023-04-19,531199322.5900502
2023-04-20,530431089.5900502
2023-04-21,520959002.1900502
2023-04-24,476241019.6150502
2023-04-25,473913642.37870014
2023-04-26,471444663.5537002
2023-04-27,472436943.5537002
2023-04-28,471886923.5537002
2023-05-02,474658573.5537002
2023-05-03,472180033.5537002
2023-05-04,470631063.5537002
2023-05-08,473130404.3662002
2023-05-09,473313109.3554502
2023-05-10,473641399.3554502
2023-05-11,472773554.3554502
2023-05-12,464402639.3554502
2023-05-15,463565609.3554502
2023-05-16,463889224.82795024
2023-05-17,464082264.82795024
2023-05-18,464691747.32795024
2023-05-19,463553216.8579502
2023-05-22,465522881.8579502
2023-05-23,467942261.8579502
2023-05-24,469228361.8579502
2023-05-25,464739466.8579502
2023-05-26,463445906.8579502
2023-05-30,460574506.6379502
2023-05-31,460947611.6379502
2023-06-01,459211601.6379502
2023-06-02,461054051.6379502
2023-06-05,462423716.6379502
2023-06-07,461132641.6379502
2023-06-08,458641101.4904502
2023-06-09,456440169.1531002
2023-06-12,454765635.11810017
2023-06-13,451481555.11810017
2023-06-14,449210983.5381002
2023-06-15,447056361.5381002
2023-06-16,448029799.5381002
2023-06-19,442793518.6081002
2023-06-20,440489059.6081002
2023-06-21,444280055.6081002
2023-06-22,447534579.6081002
2023-06-23,441962231.6081002
2023-06-26,444603769.6081002
2023-06-27,444455037.6081002
2023-06-28,440557077.6081002
2023-06-29,438175207.6081002
2023-06-30,441374953.6081002
2023-07-03,445602591.6081002
2023-07-04,441620930.6081002
2023-07-05,441553031.6081002
2023-07-06,438869531.6081002
2023-07-07,436855541.8585002
2023-07-10,438226570.2574002
2023-07-11,444010909.2574002
2023-07-12,449309668.3574002
2023-07-13,449276853.3574002
2023-07-14,455110312.3574002
2023-07-17,452810743.3574002
2023-07-18,451244469.3574002
2023-07-19,451206333.3574002
2023-07-20,449869918.0074002
2023-07-21,448986567.0074002
2023-07-24,446989612.0074002
2023-07-25,449742882.0074002
2023-07-26,441649728.27190024
2023-07-27,446452597.27190024
2023-07-28,447703674.94190025
2023-07-31,450696792.94190025
2023-08-01,449989797.94190025
2023-08-02,447742556.94190025
2023-08-03,444305367.94190025
2023-08-04,446954251.94190025
2023-08-07,447207517.46055025
2023-08-08,446566197.9542503
2023-08-09,447831053.9542503
2023-08-10,446472709.9542503
2023-08-11,450568439.9542503
2023-08-14,449680011.9542503
2023-08-16,442777289.9542503
2023-08-17,442203761.78925025
2023-08-18,440085687.78925025
2023-08-21,441355344.53925025
2023-08-22,441063626.53925025
2023-08-23,443700264.53925025
2023-08-24,444952726.53925025
2023-08-25,442682910.53925025
2023-08-28,447879670.53925025
2023-08-29,448877498.53925025
2023-08-30,448800164.53925025
2023-08-31,450297386.53925025
2023-09-01,447768028.53925025
2023-09-04,450685520.53925025
2023-09-05,449905374.53925025
2023-09-06,447778335.61165035
2023-09-07,445288962.9836503
2023-09-08,444791663.9836503
2023-09-11,450244632.9836503
2023-09-12,446931478.59365034
2023-09-13,446835422.59365034
2023-09-14,450570306.59365034
2023-09-15,453606838.59365034
2023-09-18,448175535.59365034
2023-09-19,449436964.2456503
2023-09-20,448027090.2456503
2023-09-21,442212421.7456503
2023-09-22,444165044.9756503
2023-09-25,443647218.9756503
2023-09-26,441187240.9756503
2023-09-27,439942590.9756503
2023-10-04,436748104.6356503
2023-10-05,436087726.6356503
2023-10-06,439200880.6356503
2023-10-10,439673810.6356503
2023-10-11,441693972.6356503
2023-10-12,443365823.4356503
2023-10-13,442555507.9582503
2023-10-16,442090713.9582503
2023-10-17,442428509.9582503
2023-10-18,441615068.2962503
2023-10-19,432286188.2962503
2023-10-20,427813638.05625033
2023-10-23,427389740.05625033
2023-10-24,428462258.05625033
2023-10-25,436121172.05625033
2023-10-26,425807928.7612503
2023-10-27,422566005.0112503
2023-10-30,426253763.0112503
2023-10-31,425678307.9342503
2023-11-01,431808523.9342503
2023-11-02,427448243.9342503
2023-11-03,428801511.9342503
2023-11-06,439020799.9342503
2023-11-07,433996535.9342503
2023-11-08,429104168.5542503
2023-11-09,432520788.5542503
2023-11-10,432097044.58425033
2023-11-13,430618147.9332503
2023-11-14,431711799.9332503
2023-11-15,434841869.9332503
2023-11-16,435360457.78325033
2023-11-17,433145125.78325033
2023-11-20,435093055.78325033
2023-11-21,436221631.78325033
2023-11-22,438339655.78325033
2023-11-23,438281661.78325033
2023-11-24,437718579.78325033
2023-11-27,439897253.78325033
2023-11-28,443130665.78325033
2023-11-29,438512483.78325033
2023-11-30,438808997.78325033
2023-12-01,437225683.78325033
2023-12-04,439175889.78325033
2023-12-05,439923473.78325033
2023-12-06,439406677.78325033
2023-12-07,434934910.3232503
2023-12-08,435296372.3232503
2023-12-11,435571201.7267504
2023-12-12,437433911.85995036
2023-12-13,435894209.85995036
2023-12-14,437596649.85995036
2023-12-15,436215531.95355034
2023-12-18,432519321.95355034
2023-12-19,433565111.95355034
2023-12-20,439550881.95355034
2023-12-21,437727711.95355034
2023-12-22,437479031.95355034
2023-12-26,440074571.95355034
2023-12-27,437940340.95355034
2023-12-28,447666861.95355034
2024-01-02,445104641.95355034
2024-01-03,437110641.95355034
2024-01-04,436986931.95355034
2024-01-05,434554400.95355034
2024-01-08,433443710.95355034
2024-01-09,431362631.95355034
2024-01-10,432772968.45355034
2024-01-11,429461650.40555036
2024-01-12,427542014.75710034
2024-01-15,431363204.02500033
2024-01-16,425786662.02500033
2024-01-17,420534857.5950003
2024-01-18,421416526.64500034
2024-01-19,422762584.64500034
2024-01-22,426852498.64500034
2024-01-23,427836260.64500034
2024-01-24,426913276.64500034
2024-01-25,431823002.64500034
2024-01-26,434352052.64500034
2024-01-29,440132138.64500034
2024-01-30,442351502.64500034
2024-01-31,445710302.64500034
2024-02-01,460194502.64500034
2024-02-02,468041254.64500034
2024-02-05,467250888.64500034
2024-02-06,465330264.64500034
2024-02-07,474049544.64500034
2024-02-08,472263436.64500034
2024-02-13,469062552.64500034
2024-02-14,462531764.55950034
2024-02-15,457034069.3742503
2024-02-16,469919959.3742503
2024-02-19,478658999.3742503
2024-02-20,471515289.3742503
2024-02-21,474575199.3742503
2024-02-22,477172889.3742503
2024-02-23,483020749.3742503
2024-02-26,473565969.3742503
2024-02-27,471304226.94925034
2024-02-28,475876076.94925034
2024-02-29,474944791.94925034
2024-03-04,476216516.94925034
2024-03-05,474546776.94925034
2024-03-06,472235851.94925034
2024-03-07,473591182.5492503
2024-03-08,475100522.5492503
2024-03-11,471464657.5492503
2024-03-12,468921473.82925034
2024-03-13,470956311.5292503
2024-03-14,481568311.5292503
2024-03-15,474387280.33575034
2024-03-18,470830682.34575033
2024-03-19,464495602.34575033
2024-03-20,469343242.34575033
2024-03-21,481725042.34575033
2024-03-22,478629672.7307503
2024-03-25,472090282.7307503
2024-03-26,472823122.7307503
2024-03-27,467125292.7307503
2024-03-28,462918028.3047503
2024-03-29,460145902.57975036
2024-04-01,455362594.23675036
2024-04-02,453823956.23675036
2024-04-03,448851224.87175035
2024-04-04,452197124.87175035
2024-04-05,452882895.94675034
2024-04-08,453135105.94675034
2024-04-09,451161425.94675034
2024-04-11,450867965.94675034
2024-04-12,444587224.56675035
2024-04-15,443690372.51175034
2024-04-16,442277258.85775036
2024-04-17,434582495.6322503
2024-04-18,441120975.6322503
2024-04-19,437628125.6322503
2024-04-22,457264005.6322503
2024-04-23,462464225.6322503
2024-04-24,461064795.6322503
2024-04-25,461315005.6322503
2024-04-26,474469425.6322503
2024-04-29,478502665.6322503
2024-04-30,475780245.6322503
2024-05-02,466706328.20725036
2024-05-03,466111238.20725036
2024-05-07,472366468.20725036
2024-05-08,477769268.20725036
2024-05-09,472578008.20725036
2024-05-10,479423328.20725036
2024-05-13,482596608.20725036
2024-05-14,480703418.20725036
2024-05-16,488310048.20725036
2024-05-17,482669688.20725036
2024-05-20,485911517.83725035
2024-05-21,486587579.94965035
2024-05-22,487072881.94965035
2024-05-23,484113781.94965035
2024-05-24,482014839.94965035
2024-05-27,483023219.94965035
2024-05-28,479663733.94965035
2024-05-29,477596395.94965035
2024-05-30,471623184.83215034
2024-05-31,476040646.83215034
2024-06-03,478838960.83215034
2024-06-04,472965535.51215035
2024-06-05,473285439.51215035
2024-06-07,477877899.51215035
2024-06-10,475878169.27215034
2024-06-11,474623617.27215034
2024-06-12,476029163.27215034
2024-06-13,475753073.27215034
2024-06-14,472998081.27215034
2024-06-17,476727468.08715034
2024-06-18,480003678.08715034
2024-06-19,481517959.56665033
2024-06-20,486788669.05915034
2024-06-21,486334429.05915034
2024-06-24,481005272.8191504
2024-06-25,485327250.6091504
2024-06-26,487875660.6091504
2024-06-27,485312900.6091504
2024-06-28,492788850.6091504
2024-07-01,486225260.6091504
2024-07-02,487130380.6091504
2024-07-03,492594550.6091504
2024-07-04,496095450.6091504
2024-07-05,498531870.6091504
2024-07-08,492960450.6091504
2024-07-09,487676280.6091504
2024-07-10,486927850.6091504
2024-07-11,492755360.6091504
2024-07-12,492950407.2541504
2024-07-15,491460667.2541504
2024-07-16,496803067.2541504
2024-07-17,498709237.2541504
2024-07-18,498988094.88215035
2024-07-19,496835718.3886504
2024-07-22,496406778.3886504
2024-07-23,499381528.3886504
2024-07-24,498259628.3886504
2024-07-25,487656678.3886504
2024-07-26,493210718.3886504
2024-07-29,498578198.3886504
2024-07-30,494238948.3886504
2024-07-31,502972708.3886504
2024-08-01,501338408.3886504
2024-08-02,485924447.32365036
2024-08-05,456198447.05965036
2024-08-06,461351217.05965036
2024-08-07,462335157.05965036
2024-08-08,462352484.76965034
2024-08-09,462019264.76965034
2024-08-12,462333564.76965034
2024-08-13,464799344.76965034
2024-08-14,464212994.76965034
2024-08-16,463636131.06965035
2024-08-19,464169146.31965035
2024-08-20,469230289.37350035
2024-08-21,471320728.37350035
2024-08-22,469850840.37350035
2024-08-23,478369987.37350035
2024-08-26,482637853.37350035
2024-08-27,478020245.37350035
2024-08-28,472872845.37350035
2024-08-29,470197940.37350035
2024-08-30,465737132.37350035
2024-09-02,469346518.37350035
2024-09-03,472628066.37350035
2024-09-04,464026411.87350035
2024-09-05,462820055.67350036
2024-09-06,459974223.54850036
2024-09-09,457932385.54850036
2024-09-10,458886623.54850036
2024-09-11,450496689.1985004
2024-09-12,455695129.1985004
2024-09-13,461609831.1985004
2024-09-19,465834988.1985004
2024-09-20,462976540.75580037
2024-09-23,456697972.68630034
2024-09-24,461191616.68630034
2024-09-25,448232952.68630034
2024-09-26,459756798.68630034
2024-09-27,453255938.68630034
2024-09-30,449037044.68630034
2024-10-02,446605588.6513004
2024-10-04,450105880.6513004
2024-10-07,451644726.6513004
2024-10-08,451545386.6513004
2024-10-10,451424582.6513004
2024-10-11,455768676.6513004
2024-10-14,460087300.6513004
2024-10-15,462716170.6513004
2024-10-16,463106294.6513004
2024-10-17,463091838.6513004
2024-10-18,464822938.6513004
2024-10-21,464016424.6513004
2024-10-22,464673620.6513004
2024-10-23,462552280.6513004
2024-10-24,461614939.5263004
2024-10-25,466651860.8458004
2024-10-28,462526414.50580037
2024-10-29,463175168.50580037
2024-10-30,459117186.50580037
2024-10-31,452951381.5558004
2024-11-01,453136533.5558004
2024-11-04,452307132.3558004
2024-11-05,450757668.3558004
2024-11-06,456246882.3558004
2024-11-07,452482066.3558004
2024-11-08,452321060.3558004
2024-11-11,453324410.3558004
2024-11-12,448708060.3558004
2024-11-13,445643661.6007004
2024-11-14,443030241.6007004
2024-11-15,441325391.6007004
2024-11-18,445992391.6007004
2024-11-19,447091741.6007004
2024-11-20,452081981.6007004
2024-11-21,453233541.6007004
2024-11-22,454489206.9537004
2024-11-25,453946251.4773004
2024-11-26,455048785.4773004
2024-11-27,462981647.4773004
2024-11-28,466478979.4773004
2024-11-29,462045945.4773004
2024-12-02,466669573.4773004
2024-12-03,477841171.4773004
2024-12-04,463789811.4773004
2024-12-05,453988770.7373004
2024-12-06,450146849.7373004
2024-12-09,437758040.4033004
2024-12-10,440114290.4033004
2024-12-11,441931488.4033004
2024-12-12,443828174.4033004
2024-12-13,445941978.4033004
2024-12-16,444029950.4033004
2024-12-17,439945952.4033004
2024-12-18,443621022.4033004
2024-12-19,440603484.4033004
2024-12-20,436177418.8073004
2024-12-23,441961717.2273004
2024-12-24,441247150.3170504
2024-12-26,438229933.3170504
2024-12-27,432390179.8070504
2024-12-30,433121465.8070504
2025-01-02,435280144.8070504
2025-01-03,436571524.8070504
2025-01-06,434569605.8070504
2025-01-07,437604494.8070504
2025-01-08,434810695.34705037
2025-01-09,436336386.34705037
2025-01-10,436777701.34705037
2025-01-13,439999462.34705037
2025-01-14,439576163.34705037
2025-01-15,442265126.34705037
2025-01-16,443995304.34705037
2025-01-17,445175852.34705037
2025-01-20,445078522.34705037
2025-01-21,448484313.34705037
2025-01-22,449496980.34705037
2025-01-23,449305088.34705037
2025-01-24,453719514.8870504
2025-01-31,459030418.5495504
2025-02-03,451395026.9245504
2025-02-04,452264736.9245504
2025-02-05,452889443.9245504
2025-02-06,451646545.9245504
2025-02-07,448694484.9245504
2025-02-10,447869507.9245504
2025-02-11,450587684.9245504
2025-02-12,454711763.6245504
2025-02-13,459005336.6245504
2025-02-14,465208133.6245504
2025-02-17,470315082.6245504
2025-02-18,473869699.6245504
2025-02-19,474085236.6245504
2025-02-20,471259794.6245504
2025-02-21,469029910.8745504
2025-02-24,469907947.0745504
2025-02-25,468702624.0745504
2025-02-26,470362262.0745504
2025-02-27,467381561.0745504
2025-02-28,459246692.8470504
2025-03-04,458737558.1220504
2025-03-05,459455963.9900504
2025-03-06,464764746.9900504
2025-03-07,454051723.9900504
2025-03-10,454972894.9900504
2025-03-11,447668141.33005035
2025-03-12,449649055.33005035
2025-03-13,451130329.33005035
2025-03-14,451146726.33005035
2025-03-17,458015462.33005035
2025-03-18,458431239.33005035
2025-03-19,460922505.33005035
2025-03-20,461373598.33005035
2025-03-21,461081913.33005035
2025-03-24,462274788.33005035
2025-03-25,462202181.33005035
2025-03-26,458989879.42880034
2025-03-27,457941861.42880034
2025-03-28,454381481.9488004
2025-03-31,449344987.12320036
2025-04-01,450394563.9557004
2025-04-02,451616994.2369004
2025-04-03,447531343.0744004
2025-04-04,443824379.1994004
2025-04-07,427051129.92440045
2025-04-08,424132732.92440045
2025-04-09,419679534.5905504
2025-04-10,427916892.5905504
2025-04-11,428586882.5905504
2025-04-14,428274687.7905504
2025-04-15,431412809.7905504
2025-04-16,433067433.7905504
2025-04-17,434258165.7905504
2025-04-18,437245833.7905504
2025-04-21,437568397.7905504
2025-04-22,438336317.7905504
2025-04-23,436861513.7905504
2025-04-24,437509173.7905504
2025-04-25,438353167.7905504
2025-04-28,439604633.7905504
2025-04-29,442402951.7905504
2025-04-30,444371706.9855504
2025-05-02,444911894.89980036
2025-05-07,444401216.89980036
2025-05-08,441668209.89980036
2025-05-09,442886227.89980036
2025-05-12,439813748.7893003
2025-05-13,442847082.7893003
2025-05-14,442052348.7893003
2025-05-15,436471396.7893003
2025-05-16,437614024.7893003
2025-05-19,433209709.0943003
2025-05-20,435742351.0943003
2025-05-21,439483909.39430034
2025-05-22,436731975.49180037
2025-05-23,440801837.49180037
2025-05-26,444278615.49180037
2025-05-27,442284905.49180037
2025-05-28,443568571.49180037
2025-05-29,452953355.49180037
2025-05-30,450541499.49180037
2025-06-02,444732171.49180037
2025-06-04,454798734.75180036
2025-06-05,452042294.61630034
2025-06-09,461809174.61630034
2025-06-10,456400652.61630034
2025-06-11,460797512.61630034
2025-06-12,464922226.61630034
2025-06-13,457622239.11630034
2025-06-16,467968781.11630034
2025-06-17,468173345.11630034
2025-06-18,468958260.98630035
2025-06-19,473537984.98630035
2025-06-20,476973834.98630035
2025-06-23,480295876.98630035
2025-06-24,495315540.98630035
2025-06-25,500574510.98630035
2025-06-26,497451824.98630035
2025-06-27,492548564.98630035
2025-06-30,498329046.98630035
2025-07-01,505902102.98630035
2025-07-02,505202556.98630035
2025-07-03,506814030.98630035
2025-07-04,498987917.86680037
2025-07-07,507527263.1338004
2025-07-08,529771963.1338004
2025-07-09,553919633.1338004
2025-07-10,561530793.1338004
2025-07-11,561234423.1338004
2025-07-14,575239683.1338004
2025-07-15,568727533.1338004
2025-07-16,550089413.1338004
2025-07-17,546949677.6338004
2025-07-18,538918807.6338004
2025-07-21,535602132.4863004
2025-07-22,533455910.9363004
2025-07-23,528107651.7088004
2025-07-24,523645051.5588004
2025-07-25,523664379.1788004
2025-07-28,515607708.93930036
2025-07-29,517540048.93930036
2025-07-30,518665118.93930036
2025-07-31,517573778.93930036
2025-08-01,511245258.93930036
2025-08-04,514705717.9243004
2025-08-05,515522913.91510034
2025-08-06,519288195.91510034
2025-08-07,519598634.91510034
2025-08-08,517890671.91510034
2025-08-11,511836723.91510034
2025-08-12,513125212.91510034
2025-08-13,510553373.4351004
2025-08-14,511592759.4351004
2025-08-18,504706650.75510037
2025-08-19,502459998.9301004
2025-08-20,501751160.9301004
2025-08-21,499726170.9301004
2025-08-22,500201479.9301004
2025-08-25,505036292.9301004
2025-08-26,505202129.9301004
2025-08-27,503992819.9301004
2025-08-28,509122631.9301004
2025-08-29,505880777.8231003
2025-09-01,503268359.8231003
2025-09-02,501125464.8231003
2025-09-03,500299536.0898503
2025-09-04,503716815.34235036
2025-09-05,504790865.34235036
2025-09-08,508396865.34235036
2025-09-09,517298615.34235036
2025-09-10,524423645.34235036
2025-09-11,526846565.34235036
2025-09-12,527474105.34235036
2025-09-15,535707045.34235036
2025-09-16,531497615.34235036
2025-09-17,532628715.34235036
2025-09-18,535021155.34235036
2025-09-19,537302995.3423504
2025-09-22,534614238.5073503
2025-09-23,535220648.5073503
2025-09-24,526247798.5073503
2025-09-25,519893428.5073503
2025-09-26,513317128.5073503
2025-09-29,518660769.32635033
2025-09-30,516910619.32635033
2025-10-01,512505009.32635033
2025-10-02,516748123.4863503
2025-10-10,508274969.1923503
2025-10-13,505885625.24235034
2025-10-14,504464594.47235036
2025-10-15,511754384.47235036
2025-10-16,514295824.47235036
2025-10-17,506669354.47235036
2025-10-20,515993414.47235036
2025-10-21,511937534.47235036
2025-10-22,517476934.47235036
2025-10-23,516293264.47235036
2025-10-24,517438474.47235036
2025-10-27,523596704.47235036
2025-10-28,523886974.47235036
2025-10-29,522769724.47235036
2025-10-30,523481334.47235036
2025-10-31,526455984.47235036
2025-11-03,532796674.47235036
2025-11-04,528982442.25235033
2025-11-05,524264668.86735034
2025-11-06,536389228.86735034
2025-11-07,529795542.7673503
2025-11-10,545176135.9038503
2025-11-11,531414950.7688503
2025-11-12,543213990.7688503
2025-11-13,542542920.7688503
2025-11-14,536662000.7688503
2025-11-17,543898650.7688503
2025-11-18,537753157.8568504
2025-11-19,541869467.8568504
2025-11-20,547667007.8568504
2025-11-21,542570167.8568504
2025-11-24,540346414.9568503
2025-11-25,537165784.9568503
2025-11-26,545732503.4523504
2025-11-27,545359303.4523504
2025-11-28,538765703.4523504
2025-12-01,543935393.4523504
2025-12-02,554793503.4523504
2025-12-03,554323993.4523504
2025-12-04,551816483.4523504
2025-12-05,551811473.4523504
2025-12-08,549263605.5098503
2025-12-09,546776720.3933504
2025-12-10,541788770.3933504
2025-12-11,543888300.3933504
2025-12-12,552651990.3933504
2025-12-15,547954070.3933504
2025-12-16,544900840.3933504
2025-12-17,550346140.3933504
2025-12-18,546834180.3933504
2025-12-19,549043470.3933504
2025-12-22,554602970.3933504
2025-12-23,554480390.3933504
2025-12-24,556988020.3933504
2025-12-26,552607370.3933504
2025-12-29,549534550.3933504
2025-12-30,547988630.3933504
2026-01-02,548257450.6383502
2026-01-05,555981120.6383502
2026-01-06,564605400.6383502
2026-01-07,555652260.6383502
2026-01-08,548975230.6383502
2026-01-09,546271182.4168503
2026-01-12,545126807.1218503
2026-01-13,550531327.1218503
2026-01-14,557533297.1218503
2026-01-15,559881077.1218503
2026-01-16,561194367.1218503
2026-01-19,561876169.8668504
2026-01-20,570777019.8668504
2026-01-21,572683689.8668504
2026-01-22,574579339.8668504
2026-01-23,583508519.8668504
2026-01-26,579898039.8668504
2026-01-27,591275819.8668504
2026-01-28,588996559.8668504
2026-01-29,596798029.8668504
2026-01-30,594547429.8668504
2026-02-02,578433548.7068503
2026-02-03,606898028.7068503
2026-02-04,615999048.7068503
2026-02-05,609380388.7068503
2026-02-06,610159743.2068503
2026-02-09,627252199.2143503
2026-02-10,646192739.0286003
2026-02-11,659547419.0286003
2026-02-12,672340794.0286003
2026-02-13,680979759.0286003
2026-02-19,707606349.0286003
2026-02-20,728180689.0286003
2026-02-23,712262139.0286003
2026-02-24,702832249.0286003
2026-02-25,702754249.0286003
2026-02-26,702227799.0286003
2026-02-27,678979939.9141004
2026-03-03,663947324.2633502
2026-03-04,621749489.1333503
2026-03-05,624283289.1333503
2026-03-06,622738289.1333503
2026-03-09,622429289.1333503
2026-03-10,618984617.3883502
2026-03-11,618984617.3883502
2026-03-12,618984617.3883502
2026-03-13,618984617.3883502
2026-03-16,618984617.3883502
2026-03-17,621367728.8603504
2026-03-18,635582318.8603504
2026-03-19,632130388.8603504
2026-03-20,653595398.8603504
