timestamp,tag,code,name,strategy_state,trigger_reason,bid,ask,bid_size,ask_size,last_price,expected_fill_price,pnl_pct,holding_seconds
2026-04-10 09:40:25.763,SURGE_CANDIDATE,009150,삼성전기,,rank=5 chg=11.82% vol_surge=False str=155,0,0,0,0,577000,0,0.0,0
2026-04-10 09:40:25.764,SURGE_CANDIDATE,000660,SK하이닉스,,rank=7 chg=3.51% vol_surge=False str=106,0,0,0,0,1033000,0,0.0,0
2026-04-10 09:40:25.764,SURGE_CANDIDATE,079550,LIG넥스원,,rank=11 chg=4.28% vol_surge=False str=131,0,0,0,0,925000,0,0.0,0
2026-04-10 09:40:25.765,SURGE_CANDIDATE,353200,대덕전자,,rank=14 chg=5.95% vol_surge=False str=166,0,0,0,0,92600,0,0.0,0
2026-04-10 09:40:25.802,SURGE_CANDIDATE,005290,동진쎄미켐,,rank=17 chg=11.43% vol_surge=False str=209,0,0,0,0,50200,0,0.0,0
2026-04-10 09:40:26.054,SURGE_TR_RECEIVED,,,,START 5 codes,0,0,0,0,0,0,0.0,0
2026-04-10 09:40:26.133,ENTRY_SIM_FILLED,000660,SK하이닉스,A:BOUGHT,lane=A qty=1 fill@1036099,1032000,1033000,272778,257781,1032000,1036099,0.0,0
2026-04-10 09:40:26.136,ENTRY_SIM_FILLED,353200,대덕전자,A:BOUGHT,lane=A qty=19 fill@92477,92100,92200,342820,205883,92100,92477,0.0,0
2026-04-10 09:40:26.231,ENTRY_SIM_FILLED,005290,동진쎄미켐,A:BOUGHT,lane=A qty=28 fill@50351,50100,50200,453627,217583,50100,50351,0.0,0
2026-04-10 09:40:26.331,ENTRY_SIM_FILLED,009150,삼성전기,A:BOUGHT,lane=A qty=2 fill@576725,574000,575000,268508,173383,575000,576725,0.0,0
2026-04-10 09:40:27.532,ENTRY_SIM_FILLED,079550,LIG넥스원,A:BOUGHT,lane=A qty=1 fill@929781,926000,927000,110433,84013,927000,929781,0.0,0
2026-04-10 09:40:56.369,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=5 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:41:26.686,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=5 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:41:33.333,SL_HIT,353200,대덕전자,A:CLOSED,lane=A SL,91500,91600,0,0,91600,91225,-1.5639,67.2
2026-04-10 09:41:57.058,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=5 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:42:27.406,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=4 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:42:58.876,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=5 new=1,0,0,0,0,0,0,0.0,0
2026-04-10 09:42:58.930,SURGE_CANDIDATE,490470,세미파이브,,rank=20 chg=13.49% vol_surge=True str=136,0,0,0,0,27350,0,0.0,0
2026-04-10 09:42:59.429,ENTRY_SIM_FILLED,490470,세미파이브,A:BOUGHT,lane=A qty=39 fill@27483,27350,27400,493370,362845,27400,27483,0.0,0
2026-04-10 09:42:59.431,ENTRY_SIM_FILLED,490470,세미파이브,B:BOUGHT,lane=B qty=72 fill@27483,27350,27400,493370,362845,27400,27483,0.0,0
2026-04-10 09:42:59.431,ENTRY_SIM_FILLED,490470,세미파이브,C:BOUGHT,lane=C qty=72 fill@27483,27350,27400,493370,362845,27400,27483,0.0,0
2026-04-10 09:43:30.294,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=5 new=1,0,0,0,0,0,0,0.0,0
2026-04-10 09:43:30.333,SURGE_CANDIDATE,006360,GS건설,,rank=12 chg=3.38% vol_surge=False str=53,0,0,0,0,36750,0,0.0,0
2026-04-10 09:44:00.639,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=5 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:44:31.013,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=5 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:44:33.130,TP_HIT,490470,세미파이브,A:CLOSED,lane=A TP,28050,28150,0,0,28150,27965,1.5438,93.7
2026-04-10 09:44:33.131,TP_HIT,490470,세미파이브,B:CLOSED,lane=B TP,28050,28150,0,0,28150,27965,1.5438,93.7
2026-04-10 09:44:33.132,TP_HIT,490470,세미파이브,C:CLOSED,lane=C TP,28050,28150,0,0,28150,27965,1.5438,93.7
2026-04-10 09:45:01.368,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=5 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:45:31.742,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=5 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:46:02.081,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=5 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:46:32.414,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=5 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:47:02.737,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=5 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:47:33.076,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=4 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:48:03.415,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=5 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:48:33.715,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=3 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:49:05.053,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=5 new=1,0,0,0,0,0,0,0.0,0
2026-04-10 09:49:05.126,SURGE_CANDIDATE,047040,대우건설,,rank=3 chg=3.0% vol_surge=False str=69,0,0,0,0,24050,0,0.0,0
2026-04-10 09:49:05.225,ENTRY_SIM_FILLED,047040,대우건설,A:BOUGHT,lane=A qty=45 fill@24072,23950,24000,9881715,14260960,24000,24072,0.0,0
2026-04-10 09:49:35.371,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=4 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:50:05.677,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=4 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:50:26.325,TIME_EXIT,000660,SK하이닉스,A:CLOSED,lane=A TIME_EXIT,1029000,1030000,0,0,1029000,1025913,-1.1931,600.2
2026-04-10 09:50:26.424,TIME_EXIT,009150,삼성전기,A:CLOSED,lane=A TIME_EXIT,578000,579000,0,0,578000,576266,-0.2896,600.1
2026-04-10 09:50:26.525,TIME_EXIT,005290,동진쎄미켐,A:CLOSED,lane=A TIME_EXIT,50500,50600,0,0,50500,50348,-0.216,600.3
2026-04-10 09:50:27.624,TIME_EXIT,079550,LIG넥스원,A:CLOSED,lane=A TIME_EXIT,932000,933000,0,0,932000,929204,-0.2721,600.1
2026-04-10 09:50:35.999,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=4 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:51:06.318,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=4 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:51:36.619,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=4 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:52:06.933,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=4 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:52:37.228,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=4 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:52:54.323,SL_HIT,047040,대우건설,A:CLOSED,lane=A SL,23800,23850,0,0,23850,23728,-1.639,229.1
2026-04-10 09:53:07.529,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=5 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:53:37.832,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=5 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:54:09.003,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=6 new=1,0,0,0,0,0,0,0.0,0
2026-04-10 09:54:09.021,SURGE_CANDIDATE,033160,엠케이전자,,rank=19 chg=13.09% vol_surge=False str=160,0,0,0,0,21950,0,0.0,0
2026-04-10 09:54:39.298,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=6 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:55:10.505,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=6 new=1,0,0,0,0,0,0,0.0,0
2026-04-10 09:55:10.521,SURGE_CANDIDATE,001440,대한전선,,rank=19 chg=3.95% vol_surge=False str=146,0,0,0,0,31600,0,0.0,0
2026-04-10 09:55:41.664,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=7 new=1,0,0,0,0,0,0,0.0,0
2026-04-10 09:55:41.720,SURGE_CANDIDATE,066970,엘앤에프,,rank=19 chg=4.59% vol_surge=False str=137,0,0,0,0,191500,0,0.0,0
2026-04-10 09:56:11.969,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=6 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:56:42.287,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=6 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:57:12.580,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=6 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:57:42.901,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=6 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:58:13.215,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=6 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:58:43.515,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=6 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:59:13.826,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=6 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 09:59:44.132,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=7 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 10:00:14.424,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=7 new=0,0,0,0,0,0,0,0.0,0
2026-04-10 10:00:44.731,SURGE_TR_RECEIVED,,,,SCAN found=20 filtered=7 new=0,0,0,0,0,0,0,0.0,0
