date,open,high,low,close,volume
2023-02-09,3865,4015,3865,3925,158709
2023-02-10,3980,3980,3865,3920,93339
2023-02-13,3920,3920,3810,3810,109082
2023-02-14,3850,3990,3845,3890,124664
2023-02-15,3950,3950,3740,3740,127809
2023-02-16,3780,3880,3770,3835,190554
2023-02-17,3790,4075,3785,3840,382648
2023-02-20,3860,3970,3770,3890,123759
2023-02-21,3890,3940,3835,3835,75608
2023-02-22,3800,3810,3730,3750,135130
2023-02-23,3785,3850,3735,3820,103520
2023-02-24,3840,3840,3600,3690,237798
2023-02-27,3670,3785,3600,3735,87521
2023-02-28,3800,3800,3700,3740,52242
2023-03-02,3730,3945,3675,3870,476107
2023-03-03,3850,3970,3780,3835,189830
2023-03-06,3840,3915,3810,3870,163968
2023-03-07,3950,3950,3800,3920,179329
2023-03-08,3900,3955,3870,3895,145033
2023-03-09,3935,4380,3890,4380,1088149
2023-03-10,4400,4675,4280,4400,3877486
2023-03-13,4440,4520,4080,4325,1030604
2023-03-14,4390,4390,4055,4060,681565
2023-03-15,4195,4235,4130,4140,442984
2023-03-16,4120,4455,4020,4455,1161879
2023-03-17,4610,4630,4405,4420,1106633
2023-03-20,4360,4460,4290,4315,527607
2023-03-21,4320,4340,4120,4140,477642
2023-03-22,4195,4240,4100,4170,432510
2023-03-23,4100,4240,4060,4150,432209
2023-03-24,4200,4210,4105,4135,275380
2023-03-27,4190,4190,4015,4070,280486
2023-03-28,4125,4125,3950,4000,366930
2023-03-29,3950,4085,3940,4030,211220
2023-03-30,4085,4145,4035,4110,344817
2023-03-31,4110,4185,3985,4005,320719
2023-04-03,4020,4085,3965,4035,199438
2023-04-04,4035,4300,4020,4300,1183275
2023-04-05,4360,4440,4265,4340,942225
2023-04-06,4280,4565,4190,4460,1615776
2023-04-07,4390,4435,4285,4370,688783
2023-04-10,4375,4390,4270,4340,465130
2023-04-11,4330,4535,4215,4515,1227341
2023-04-12,4590,5030,4430,4960,5578560
2023-04-13,5180,5320,4835,4990,2505232
2023-04-14,5110,5240,4990,5020,1199981
2023-04-17,5140,5140,5000,5060,859053
2023-04-18,5020,5030,4690,4750,1164998
2023-04-19,4860,5170,4750,5120,1049199
2023-04-20,5120,5230,4850,4870,848110
2023-04-21,4870,4900,4610,4710,526796
2023-04-24,4710,4900,4605,4820,379421
2023-04-25,4820,4895,4630,4865,493052
2023-04-26,4820,4940,4710,4725,338134
2023-04-27,4800,5160,4705,5110,1305560
2023-04-28,5230,5290,4955,5020,858527
2023-05-02,5020,5070,4940,5000,351618
2023-05-03,4900,4990,4830,4880,365307
2023-05-04,4850,5540,4815,5540,2287843
2023-05-08,5450,5540,5150,5290,1187292
2023-05-09,5270,5270,5040,5220,739294
2023-05-10,5170,5650,5170,5460,1590827
2023-05-11,5560,5650,5390,5530,952968
2023-05-12,5430,5650,5230,5230,1104285
2023-05-15,5300,5470,5200,5340,719406
2023-05-16,5350,5360,5100,5130,475430
2023-05-17,5130,5500,5130,5370,747517
2023-05-18,5410,5450,5250,5430,419681
2023-05-19,5440,5480,5220,5270,416212
2023-05-22,5240,5280,5100,5200,251374
2023-05-23,5300,5300,5090,5120,414331
2023-05-24,5120,5190,4970,5000,513089
2023-05-25,5000,5000,4880,4990,315055
2023-05-26,5080,5290,4910,5020,758906
2023-05-30,5100,5110,4925,5010,369235
2023-05-31,5050,5180,4995,5120,264236
2023-06-01,5120,5160,5040,5140,222900
2023-06-02,5250,5800,5190,5700,3380154
2023-06-05,5750,6180,5730,6100,3151497
2023-06-07,6110,6230,6000,6010,1591095
2023-06-08,6050,6250,6000,6150,1358414
2023-06-09,6290,6290,6080,6270,972825
2023-06-12,6360,6490,6250,6310,1177603
2023-06-13,6350,6510,6230,6340,1093059
2023-06-14,6420,6420,5950,6030,1363301
2023-06-15,6030,6100,5850,6050,790098
2023-06-16,6010,6170,5910,6040,711025
2023-06-19,6110,6290,6010,6290,827953
2023-06-20,6420,7030,6310,6860,3232752
2023-06-21,6990,7270,6600,6720,2908382
2023-06-22,6640,6800,6370,6700,870192
2023-06-23,6780,7160,6720,7000,2060508
2023-06-26,7020,7130,6850,6970,965649
2023-06-27,6860,6890,6640,6640,970128
2023-06-28,6610,6620,6290,6380,1560169
2023-06-29,6410,6410,5840,5910,1652726
2023-06-30,5960,6290,5950,6180,941579
2023-07-03,6190,6270,6000,6150,1072105
2023-07-04,6200,6640,6070,6300,1977168
2023-07-05,6330,6380,6130,6140,615495
2023-07-06,6150,6410,6110,6190,1054821
2023-07-07,6440,6520,5850,6010,1294261
2023-07-10,6020,6050,5800,5830,514119
2023-07-11,5860,5940,5740,5830,703562
2023-07-12,6130,6710,6020,6580,3324535
2023-07-13,6610,6710,6480,6680,1450957
