date,open,high,low,close,volume
2023-02-09,6030,6030,5900,5920,109666
2023-02-10,5940,5940,5780,5820,159470
2023-02-13,5820,5820,5710,5770,126735
2023-02-14,5750,5830,5750,5800,112921
2023-02-15,5800,5870,5620,5620,192432
2023-02-16,5690,5860,5690,5690,102056
2023-02-17,5690,5750,5590,5600,121137
2023-02-20,5740,7230,5740,6750,5434486
2023-02-21,6750,6800,6210,6280,1427078
2023-02-22,6190,6290,6000,6020,442654
2023-02-23,5990,6170,5990,6050,247119
2023-02-24,6050,6070,5840,5860,245980
2023-02-27,5900,5900,5700,5750,180999
2023-02-28,5910,6040,5730,5770,193811
2023-03-02,5830,5830,5650,5760,170426
2023-03-03,5760,5870,5710,5780,159138
2023-03-06,5780,5830,5660,5670,153437
2023-03-07,5690,6930,5620,6320,1985282
2023-03-08,6100,6130,5800,5990,590363
2023-03-09,6030,6530,6000,6300,962379
2023-03-10,6180,6320,6020,6120,386848
2023-03-13,6010,6240,5910,6070,295297
2023-03-14,6020,6400,5840,5950,893582
2023-03-15,6020,6130,5960,6020,261556
2023-03-16,6020,6100,5800,6060,235288
2023-03-17,6060,6260,6020,6160,330983
2023-03-20,6230,6580,6230,6350,758676
2023-03-21,6460,6700,6400,6420,725392
2023-03-22,6550,6550,6260,6390,322509
2023-03-23,6320,6360,6120,6150,254225
2023-03-24,6150,6290,6070,6180,165802
2023-03-27,6100,6180,5970,6050,249767
2023-03-28,6070,6150,5990,6030,172127
2023-03-29,5970,6050,5940,6000,191870
2023-03-30,6010,6160,5930,6000,171254
2023-03-31,6080,6190,5950,6080,217339
2023-04-03,6110,6180,6010,6030,167165
2023-04-04,6150,6150,5990,6110,197775
2023-04-05,6110,6310,6030,6210,313015
2023-04-06,6290,6680,6220,6380,1341329
2023-04-07,6360,6360,6090,6150,363886
2023-04-10,6150,6200,6040,6140,262174
2023-04-11,6140,6250,6030,6140,247396
2023-04-12,6230,6390,6140,6290,377723
2023-04-13,6400,6490,6170,6300,344434
2023-04-14,6660,6730,6360,6420,882259
2023-04-17,6400,6580,6270,6270,326878
2023-04-18,6210,6450,6190,6440,444264
2023-04-19,6380,6440,6230,6400,302797
2023-04-20,6400,6440,6160,6170,408013
2023-04-21,6140,6240,6060,6090,240245
2023-04-24,6040,6100,5800,5870,362852
2023-04-25,5810,5940,5640,5730,321564
2023-04-26,5600,5760,5580,5680,134096
2023-04-27,5640,5840,5600,5800,132735
2023-04-28,5730,5900,5730,5790,146255
2023-05-02,5790,5880,5760,5840,145619
2023-05-03,5840,5860,5700,5700,129004
2023-05-04,5640,5870,5640,5760,151852
2023-05-08,5850,5950,5800,5820,108521
2023-05-09,5750,5940,5750,5820,138534
2023-05-10,5760,5860,5720,5840,110829
2023-05-11,5840,5920,5740,5740,136376
2023-05-12,5880,5950,5640,5670,146825
2023-05-15,5670,5740,5600,5720,78652
2023-05-16,5650,5740,5650,5680,95005
2023-05-17,5630,6370,5620,6030,1446144
2023-05-18,6100,6150,5730,5740,382406
2023-05-19,5740,5850,5680,5830,202595
2023-05-22,5830,5970,5760,5900,132423
2023-05-23,5890,6010,5850,5920,151462
2023-05-24,5920,5960,5820,5830,103793
2023-05-25,5820,5870,5750,5750,108299
2023-05-26,5810,5960,5740,5820,166776
2023-05-30,5870,5960,5820,5860,140417
2023-05-31,5860,5920,5780,5780,111396
2023-06-01,5840,5910,5800,5910,113178
2023-06-02,5910,5970,5870,5950,97897
2023-06-05,5910,6060,5900,5950,157782
2023-06-07,5950,6000,5770,5800,189869
2023-06-08,5790,5860,5750,5790,97910
2023-06-09,5820,5830,5730,5730,131862
2023-06-12,5730,5800,5650,5680,176069
2023-06-13,5710,5780,5620,5630,151576
2023-06-14,5570,5670,5490,5550,257253
2023-06-15,5510,5610,5370,5420,235042
2023-06-16,5420,5550,5330,5400,134010
2023-06-19,5390,5390,5250,5270,153523
2023-06-20,5300,5300,5090,5100,224058
2023-06-21,5060,5150,5020,5060,110335
2023-06-22,5060,5090,4985,4990,125671
2023-06-23,4990,5020,4855,4940,151443
2023-06-26,4940,5100,4840,4940,113729
2023-06-27,4900,5070,4840,5020,85092
2023-06-28,5030,5090,4915,5000,97550
2023-06-29,5020,5020,4900,4930,78147
2023-06-30,4890,5120,4890,4990,114974
2023-07-03,4990,5140,4985,5090,150035
2023-07-04,5090,5110,4975,4985,72183
2023-07-05,4985,5020,4880,4890,95644
2023-07-06,4885,4885,4730,4775,145534
2023-07-07,4850,4850,4500,4590,189411
2023-07-10,4575,4590,4475,4480,153552
2023-07-11,4500,4595,4475,4530,77514
2023-07-12,4520,4550,4395,4500,112578
2023-07-13,4500,4640,4500,4575,87656
2023-07-14,4575,4585,4505,4540,69554
2023-07-17,5000,5030,4610,4625,252784
2023-07-18,4630,4665,4450,4480,104220
2023-07-19,4505,4575,4350,4480,140978
2023-07-20,4470,4850,4470,4640,284708
2023-07-21,4700,4700,4585,4600,85907
2023-07-24,4555,4555,4345,4365,183951
2023-07-25,4225,4350,4170,4170,191265
2023-07-26,4130,4170,3875,3935,301978
2023-07-27,3920,4120,3915,4090,134488
2023-07-28,4015,4155,4000,4075,92201
2023-07-31,4050,4150,4050,4075,77386
2023-08-01,4050,4565,4050,4190,656175
2023-08-02,4195,4235,4105,4105,144807
2023-08-03,4030,4290,4015,4200,120261
2023-08-04,4330,4330,4075,4100,68243
2023-08-07,4100,4170,4035,4050,101989
2023-08-08,3985,4050,3965,3965,113978
2023-08-09,3990,4170,3950,4120,101892
2023-08-10,4150,4200,4090,4190,69876
2023-08-11,4230,4275,4180,4220,66447
2023-08-14,4220,4320,4140,4250,76305
2023-08-16,4200,4285,4060,4190,98071
2023-08-17,4150,4150,4035,4050,94151
2023-08-18,4000,4065,3960,3995,78761
2023-08-21,3920,4125,3920,3995,69220
2023-08-22,3910,4035,3865,3900,174313
2023-08-23,3900,3945,3790,3790,126156
2023-08-24,3840,3885,3775,3830,70865
2023-08-25,3800,3885,3780,3840,34890
2023-08-28,3815,3910,3815,3850,87625
2023-08-29,3860,3990,3850,3940,75741
2023-08-30,3940,3985,3905,3940,32664
2023-08-31,3940,4000,3895,3900,48376
2023-09-01,3900,3935,3800,3810,75826
2023-09-04,3795,3850,3785,3805,45911
2023-09-05,3795,3915,3795,3880,73804
2023-09-06,3885,3940,3805,3925,67776
2023-09-07,3890,3920,3750,3765,97745
2023-09-08,3765,4300,3760,3985,432871
2023-09-11,4045,4265,3985,4070,151420
2023-09-12,4035,5200,4035,4950,4343186
2023-09-13,4560,4910,4350,4550,875556
2023-09-14,4605,4660,4435,4435,480715
2023-09-15,4550,4585,4350,4350,475472
2023-09-18,4380,4575,4370,4430,299754
2023-09-19,4430,4550,4350,4435,237571
2023-09-20,4440,4440,4205,4230,205332
2023-09-21,4230,4330,4085,4090,126471
2023-09-22,4035,4135,4010,4050,88658
2023-09-25,3980,4090,3935,3945,80019
2023-09-26,3910,4075,3855,3905,102884
2023-09-27,3895,4090,3850,4030,68709
2023-10-04,4060,4115,3990,4045,74836
2023-10-05,3995,4150,3995,4015,75225
2023-10-06,4075,4150,3985,4135,52706
2023-10-10,4190,4210,3970,3995,114914
2023-10-11,3970,4040,3970,4000,63491
2023-10-12,4010,4075,4010,4050,29239
2023-10-13,4050,4050,3980,4005,50690
2023-10-16,4000,4020,3860,3895,79290
2023-10-17,3895,3980,3875,3935,84746
2023-10-18,3935,3960,3800,3885,83097
2023-10-19,3845,3855,3720,3770,110219
2023-10-20,3735,3800,3710,3720,72908
2023-10-23,3500,3750,3500,3610,86575
2023-10-24,3515,3770,3515,3735,81935
2023-10-25,3740,3745,3630,3655,47563
2023-10-26,3580,3620,3495,3600,91871
2023-10-27,3595,3680,3570,3580,55354
2023-10-30,3700,3700,3535,3575,49886
2023-10-31,3590,3590,3390,3490,113191
2023-11-01,3500,3540,3470,3495,84713
2023-11-02,3520,3680,3495,3655,82040
2023-11-03,3655,3660,3570,3635,37056
2023-11-06,3745,3905,3645,3830,200829
2023-11-07,3840,3880,3715,3760,69689
2023-11-08,3750,3840,3685,3755,75771
2023-11-09,3755,3755,3615,3635,64960
2023-11-10,3600,3600,3535,3540,29816
2023-11-13,3540,3585,3405,3405,82579
2023-11-14,3400,3470,3400,3465,51234
2023-11-15,3475,3655,3465,3630,60671
2023-11-16,3590,3675,3575,3655,48070
2023-11-17,3650,3665,3570,3585,58101
2023-11-20,3565,3635,3545,3610,43324
2023-11-21,3610,3730,3585,3700,83504
2023-11-22,3700,3780,3615,3745,60796
2023-11-23,3790,4000,3700,3800,132552
2023-11-24,3980,3980,3750,3810,44837
2023-11-27,3840,4170,3750,3875,216524
2023-11-28,3875,4120,3875,3890,87634
2023-11-29,3895,3955,3810,3840,60828
2023-11-30,3845,3900,3795,3810,39762
2023-12-01,3805,3830,3600,3730,45205
2023-12-04,3730,3915,3695,3820,81459
2023-12-05,3825,3915,3750,3830,100478
2023-12-06,3805,3885,3795,3830,102847
2023-12-07,3830,3845,3750,3755,49245
2023-12-08,3735,3875,3735,3860,66088
2023-12-11,3860,4005,3850,3900,77091
2023-12-12,3950,4025,3885,3970,89099
2023-12-13,3970,3990,3850,3940,57491
2023-12-14,3940,4570,3940,4200,1594504
2023-12-15,4400,4765,4275,4570,1554110
2023-12-18,4400,4975,4320,4790,1093706
2023-12-19,4790,5210,4760,5150,1237006
2023-12-20,5170,5250,4800,5050,821540
2023-12-21,4980,5150,4935,4990,432430
2023-12-22,4925,5000,4850,4880,245970
2023-12-26,4855,4945,4700,4720,246652
2023-12-27,4800,5270,4800,5010,524517
2023-12-28,5000,5070,4930,5020,143081
2024-01-02,4975,5180,4930,5120,267076
2024-01-03,5100,5120,5000,5080,111678
2024-01-04,5020,5070,4605,4650,334208
2024-01-05,4650,4800,4600,4700,123257
2024-01-08,4770,4845,4555,4630,112313
