ticker,entry_date,exit_date,entry_price,exit_price,pnl_pct,pnl_amount,hold_days,exit_reason
003960,2024-06-14,2024-06-14,47450.0,54208.0,0.12562492586386598,3137816.217800004,0,TRAIL_SL
035150,2024-06-14,2024-06-17,13900.0,13842.4,-0.018787372724770934,-469435.6691199981,1,TRAIL_SL
108380,2024-06-14,2024-06-17,15080.0,14027.2,-0.08349216564479411,-2087153.7667199967,1,TRAIL_SL
026890,2024-06-14,2024-06-24,10770.0,10093.6,-0.076585008955254,-1914399.415279996,6,TRAIL_SL
009240,2024-06-14,2024-06-24,52700.0,58608.0,0.09575338289731561,2392210.6956000016,6,TRAIL_SL
161890,2024-06-14,2024-06-24,70000.0,66000.0,-0.07100702576112405,-1770991.1999999986,6,TRAIL_SL
103140,2024-06-14,2024-06-26,57800.0,62480.0,0.0650738366706376,1624072.1640000034,8,TRAIL_SL
104700,2024-06-14,2024-06-27,10260.0,9785.6,-0.06026233769000511,-1505991.3615999958,9,TRAIL_SL
106190,2024-06-14,2024-07-01,14210.0,16755.2,0.16177512180677822,3942658.6953600035,11,TRAIL_SL
073240,2024-06-14,2024-07-09,6750.0,6151.2,-0.1021110868245294,-2552232.522839999,17,TRAIL_SL
010140,2024-06-14,2024-07-12,8900.0,9900.0,0.09600294713575241,2399344.199999999,20,REBALANCE
000120,2024-06-14,2024-07-12,100400.0,92200.0,-0.09517676932607366,-2375611.4199999967,20,REBALANCE
017940,2024-06-14,2024-07-12,70800.0,74300.0,0.03400369350633303,848088.5000000002,20,REBALANCE
175330,2024-06-14,2024-07-16,13350.0,14212.0,0.04891541311066083,1222513.6440000003,22,TRAIL_SL
000660,2024-06-14,2024-07-18,225000.0,218680.0,-0.042380279295689105,-1055729.8399999994,24,TRAIL_SL
073240,2024-07-15,2024-07-18,6310.0,5640.8,-0.11919884301958017,-3070528.4438399947,3,TRAIL_SL
014830,2024-07-15,2024-07-22,102400.0,93192.0,-0.10330404713114749,-2651126.3063999983,5,TRAIL_SL
027360,2024-07-15,2024-07-22,2990.0,2767.6,-0.08799195862346254,-2267004.8508799984,5,TRAIL_SL
000810,2024-06-14,2024-07-25,329000.0,346280.0,0.037046057767369245,920053.1999999993,29,TRAIL_SL
017810,2024-07-15,2024-07-25,14530.0,13508.0,-0.08400738626320514,-2163496.6253999975,8,TRAIL_SL
280360,2024-07-15,2024-08-02,170100.0,165792.0,-0.03965829165100565,-1018458.5399999996,14,TRAIL_SL
001680,2024-07-15,2024-08-02,26300.0,23540.0,-0.11810426146398201,-3041921.035999995,14,TRAIL_SL
051360,2024-07-15,2024-08-02,21400.0,18876.0,-0.13091404933353756,-3372445.876799998,14,TRAIL_SL
002380,2024-07-15,2024-08-02,326500.0,303600.0,-0.08381091055155276,-2148286.1400000006,14,TRAIL_SL
000270,2024-07-15,2024-08-02,121300.0,108680.0,-0.11721415088814702,-2032090.1479999989,14,TRAIL_SL
138040,2024-06-14,2024-08-05,73000.0,75592.0,0.020280320383262218,506629.37600000005,36,TRAIL_SL
105560,2024-06-14,2024-08-05,80400.0,81312.0,-0.0035279340999916364,-87930.79679999576,36,TRAIL_SL
086790,2024-06-14,2024-08-05,59100.0,59664.0,-0.0053016005103879715,-132451.70399999668,36,TRAIL_SL
294870,2024-06-14,2024-08-05,17400.0,21648.0,0.22584360278876958,5644101.223200001,36,TRAIL_SL
035150,2024-07-15,2024-08-05,14260.0,12856.8,-0.11165861173062319,-2876669.5847999975,15,TRAIL_SL
161890,2024-07-15,2024-08-05,61300.0,58960.0,-0.05231603062961865,-1346000.1059999967,15,TRAIL_SL
104700,2024-07-15,2024-08-05,9050.0,8087.2,-0.11952680614678612,-3078981.493279996,15,TRAIL_SL
029780,2024-07-15,2024-08-12,39950.0,40900.0,0.008725636305192852,224547.20000000205,20,REBALANCE
001680,2024-08-13,2024-08-19,23150.0,21428.0,-0.08799509022884722,-2109786.8945999984,3,TRAIL_SL
000660,2024-08-13,2024-08-27,179900.0,178200.0,-0.024015163250986293,-573990.1199999966,9,TRAIL_SL
001750,2024-08-13,2024-08-27,14670.0,15972.0,0.07274308000044694,1744301.6976000003,9,TRAIL_SL
280360,2024-08-13,2024-08-29,157000.0,144936.0,-0.09041528662420384,-2157407.7888,11,TRAIL_SL
055550,2024-08-13,2024-08-29,54000.0,56848.0,0.03726079740943122,893096.2655999998,11,TRAIL_SL
005430,2024-08-13,2024-09-04,55500.0,50160.0,-0.10950583370255507,-2624226.4620000008,15,TRAIL_SL
014830,2024-08-13,2024-09-04,82800.0,77264.0,-0.08058118845859386,-1927345.974399997,15,TRAIL_SL
259960,2024-08-13,2024-09-04,317500.0,312400.0,-0.030531216384837134,-731750.2499999988,15,TRAIL_SL
000210,2024-08-13,2024-09-05,45050.0,43384.0,-0.05114176719249408,-1224385.6415999993,16,TRAIL_SL
294870,2024-08-13,2024-09-06,23100.0,24816.0,0.05848896458732544,1402033.3932000026,17,TRAIL_SL
103140,2024-08-13,2024-09-09,54100.0,60192.0,0.09624605314990475,2305932.8160000024,18,TRAIL_SL
086790,2024-08-13,2024-09-09,59700.0,60984.0,0.00648686053216907,155523.33720000324,18,TRAIL_SL
000270,2024-08-13,2024-09-11,102200.0,96200.0,-0.07254956287069447,-1738823.0799999954,20,REBALANCE
005830,2024-08-13,2024-09-11,101100.0,109100.0,0.06326159881639781,1512770.2000000016,20,REBALANCE
105560,2024-08-13,2024-09-11,82500.0,79200.0,-0.05411624441132634,-1294159.6800000002,20,TRAIL_SL
000810,2024-08-13,2024-09-11,351500.0,337480.0,-0.05400411973664765,-1280090.8779999982,20,TRAIL_SL
294870,2024-09-12,2024-09-19,23900.0,24200.0,-0.002336694332030098,-55535.47999999914,2,TRAIL_SL
000660,2024-09-12,2024-09-19,165200.0,150744.0,-0.10092374866034204,-2399679.453599998,2,TRAIL_SL
001750,2024-09-12,2024-09-20,16150.0,15620.0,-0.04703919876837692,-1118640.522999996,3,TRAIL_SL
006280,2024-09-12,2024-09-30,152000.0,148720.0,-0.03596606269772784,-781337.3919999985,9,TRAIL_SL
009540,2024-09-12,2024-10-02,176000.0,179520.0,0.005001490312965595,118721.85599999956,10,TRAIL_SL
329180,2024-09-12,2024-10-02,181700.0,179080.0,-0.028911765325056904,-687363.8199999987,10,TRAIL_SL
002380,2024-08-13,2024-10-08,303500.0,283360.0,-0.08008779179157544,-1908241.763999998,34,TRAIL_SL
280360,2024-09-12,2024-10-17,129300.0,134464.0,0.024646440057645602,583764.7816000029,19,TRAIL_SL
068270,2024-09-12,2024-10-23,175802.0,170815.92,-0.042649282976880865,-1011239.7282239948,23,TRAIL_SL
006280,2024-10-21,2024-10-29,176000.0,159984.0,-0.10436631892697468,-2551325.6736000013,6,TRAIL_SL
021240,2024-08-13,2024-10-30,59200.0,62832.0,0.04574479397430231,1095729.148800003,49,TRAIL_SL
086790,2024-09-12,2024-10-31,57500.0,60896.0,0.04348799239724399,1034410.2252000017,29,TRAIL_SL
055550,2024-09-12,2024-10-31,53500.0,52712.0,-0.029216812215923538,-693807.483599999,29,TRAIL_SL
105560,2024-10-21,2024-10-31,94400.0,91432.0,-0.04568278225432976,-1119845.2847999963,8,TRAIL_SL
028260,2024-10-21,2024-10-31,138000.0,123112.0,-0.12100210659697475,-2958002.0095999995,8,TRAIL_SL
009540,2024-10-21,2024-11-01,196400.0,177760.0,-0.10821719920314277,-2652608.991999997,9,TRAIL_SL
103140,2024-09-12,2024-11-04,55500.0,65120.0,0.15608014571949003,3705470.45,31,TRAIL_SL
207940,2024-10-21,2024-11-07,1574766.0,1441484.8800000001,-0.0980954128537398,-2332221.352559994,13,TRAIL_SL
259960,2024-09-12,2024-11-12,329000.0,311520.0,-0.06705386416861825,-1576492.2359999986,37,TRAIL_SL
006360,2024-09-12,2024-11-12,18490.0,17406.4,-0.07244732494599038,-1723073.8773599935,37,TRAIL_SL
192080,2024-10-21,2024-11-12,51300.0,47344.0,-0.09068549941946535,-2219460.064799997,16,TRAIL_SL
006800,2024-10-21,2024-11-13,9050.0,8184.0,-0.10898795398967476,-2671496.1701999973,17,TRAIL_SL
001750,2024-10-21,2024-11-18,12460.0,12280.0,-0.028938225770054782,-709496.8699999978,20,REBALANCE
029780,2024-10-21,2024-11-18,41000.0,40850.0,-0.01830916118401127,-448799.67000000016,20,REBALANCE
000810,2024-10-21,2024-11-18,353500.0,369000.0,0.02849807228966461,223070.09999999974,20,REBALANCE
103140,2024-11-19,2024-11-26,58800.0,52536.0,-0.11966856250696989,-2762077.031999998,5,TRAIL_SL
009540,2024-11-19,2024-12-02,194000.0,192720.0,-0.02120534054419465,-488587.9680000001,9,TRAIL_SL
034020,2024-11-19,2024-12-04,21950.0,20064.0,-0.09936353112513541,-2296185.6852000006,11,TRAIL_SL
175330,2024-08-13,2024-12-05,13960.0,18040.0,0.27326162180781943,6554074.296,75,TRAIL_SL
