ticker,entry_date,exit_date,entry_price,exit_price,pnl_pct,hold_days,exit_reason
192820,2024-06-14,2024-06-13,191400.0,172260.0,-0.11323397913561839,-1,TRAIL_SL_10
103140,2024-06-14,2024-06-21,57800.0,63900.0,0.08928006023133395,5,TRAIL_SL_10
058470,2024-06-14,2024-06-21,53161.0,49555.8,-0.081523849422799,5,TRAIL_SL_10
402340,2024-06-14,2024-06-24,93800.0,90720.0,-0.04705741041439593,6,TRAIL_SL_10
000660,2024-06-14,2024-06-25,225000.0,218700.0,-0.04229269746646791,7,TRAIL_SL_10
267260,2024-06-14,2024-07-02,275500.0,296100.0,0.05896922273822702,12,TRAIL_SL_10
086790,2024-06-14,2024-07-09,59100.0,61020.0,0.017305181296194183,17,TRAIL_SL_10
000270,2024-06-14,2024-07-09,121400.0,121500.0,-0.013892810406165412,17,TRAIL_SL_10
010140,2024-06-14,2024-07-12,8900.0,9900.0,0.09600294713575241,20,REBALANCE
024110,2024-06-14,2024-07-12,13270.0,14020.0,0.04098297015143837,20,REBALANCE
005380,2024-06-14,2024-07-12,268500.0,269550.0,-0.010851310060028818,20,TRAIL_SL_10
036460,2024-07-15,2024-07-15,43250.0,42075.0,-0.04147256704254709,0,TRAIL_SL_10
402340,2024-07-15,2024-07-17,106900.0,97020.0,-0.10576822217792015,2,TRAIL_SL_10
000660,2024-07-15,2024-07-18,235000.0,212400.0,-0.10946050670640828,3,TRAIL_SL_10
001680,2024-07-15,2024-07-22,26300.0,24075.0,-0.09806117649725443,5,TRAIL_SL_10
000810,2024-06-14,2024-07-24,329000.0,354150.0,0.06061528635299118,28,TRAIL_SL_10
000270,2024-07-15,2024-07-26,121300.0,111150.0,-0.09715083613560493,9,TRAIL_SL_10
090430,2024-07-15,2024-07-29,155200.0,166500.0,0.05703423878808378,10,TRAIL_SL_10
105560,2024-06-14,2024-08-02,80400.0,83160.0,0.019119158306826645,35,TRAIL_SL_10
055550,2024-06-14,2024-08-02,46750.0,57780.0,0.21776210779664806,35,TRAIL_SL_10
