code,n_bars,vwap,close,close_vs_vwap_pct,intraday_high,intraday_low,from_intraday_high_pct,from_prev_close_pct,max_intraday_dd_pct,max_dd_time,max_5m_drop_pct,max_5m_drop_time,volume_spike_2x,volume_spike_3x,volume_spike_opening,max_volume_ratio,near_trail_stop,analysis_end_time,is_partial_day
000440,7,25920.3,25700.0,-0.85,26450.0,25450.0,-2.84,,-2.84,13:21,-1.15,13:21,0,0,0,1.2,False,13:21,True
0007C0,214,37702.3,36350.0,-3.59,39950.0,35250.0,-9.01,,-10.51,13:12,-4.51,10:00,21,10,0,5.8,True,13:21,True
0010F0,227,12202.8,11280.0,-7.56,13100.0,11120.0,-13.89,0.27,-14.2,13:19,-4.12,10:57,19,12,0,17.6,True,13:21,True
002020,227,67352.0,64900.0,-3.64,70900.0,64700.0,-8.46,,-8.74,13:13,-1.56,09:39,15,2,0,4.0,False,13:21,True
003540,304,36123.4,36200.0,0.21,36750.0,35550.0,-1.5,0.84,-3.13,13:15,-0.7,13:15,44,18,0,5.7,False,15:19,False
004650,125,11965.0,12200.0,1.96,12800.0,10770.0,-4.69,,-10.82,11:40,-5.22,11:21,13,7,0,10.9,True,13:21,True
005830,320,160768.5,159900.0,-0.54,164300.0,158700.0,-2.68,-1.66,-3.35,14:26,-0.5,12:35,14,2,0,3.6,False,15:19,False
005930,323,196044.6,196300.0,0.13,200500.0,192400.0,-2.09,1.58,-3.89,11:07,-0.92,10:51,17,7,0,5.1,False,15:19,False
005940,319,30684.9,30450.0,-0.77,31550.0,30200.0,-3.49,0.16,-4.12,14:27,-1.14,14:20,29,13,0,9.7,False,15:19,False
005960,273,8114.1,7930.0,-2.27,8430.0,7900.0,-5.93,-2.22,-6.29,14:49,-1.24,13:44,38,14,0,25.9,False,15:19,True
008350,195,2320.0,2155.0,-7.11,2485.0,2125.0,-13.28,,-14.29,13:13,-4.21,10:35,17,4,0,3.9,True,13:21,True
0088M0,244,32638.3,29500.0,-9.62,35000.0,29300.0,-15.71,,-15.71,13:15,-3.02,09:31,29,11,0,8.3,True,13:21,True
009970,314,207821.5,207500.0,-0.15,211500.0,205000.0,-1.89,2.22,-2.84,13:53,-1.19,10:59,31,11,0,6.5,False,15:19,False
010950,320,117532.9,114500.0,-2.58,120200.0,114300.0,-4.74,-3.05,-4.74,15:10,-1.0,09:32,26,5,0,5.2,False,15:19,False
011080,167,546.2,564.0,3.27,564.0,483.0,0.0,,-2.66,09:29,-2.66,09:29,1,1,0,8.0,False,13:18,True
011210,320,75284.7,75600.0,0.42,77000.0,74300.0,-1.82,0.0,-3.12,11:08,-0.65,09:39,15,1,0,6.0,False,15:19,False
012205,226,11466.3,10560.0,-7.9,12500.0,10560.0,-15.52,,-15.52,13:21,-3.81,10:52,27,17,0,14.9,True,13:21,True
014160,7,1388.4,1406.0,1.26,1425.0,1358.0,-1.33,,-4.28,13:19,-2.78,13:19,0,0,0,1.3,False,13:21,True
016360,319,96400.6,95600.0,-0.83,98900.0,94800.0,-3.34,-0.52,-4.04,14:29,-0.62,10:51,8,3,0,3.6,False,15:19,False
023150,46,5448.1,5490.0,0.77,5750.0,5220.0,-4.52,,-8.17,13:08,-3.8,13:05,6,2,0,4.2,False,13:21,True
023900,27,11892.6,11020.0,-7.34,12550.0,10960.0,-12.19,,-12.19,13:21,-5.55,13:00,0,0,0,1.7,True,13:21,True
024060,146,23678.9,24350.0,2.83,24850.0,22250.0,-2.01,,-8.72,11:28,-4.69,11:20,12,5,0,8.9,False,13:21,True
032790,31,999.6,1014.0,1.44,1015.0,970.0,-0.1,,-2.86,15:10,-1.78,15:05,2,0,0,2.2,False,15:19,True
032830,319,224539.1,222000.0,-1.13,233500.0,220500.0,-4.93,-1.77,-5.14,14:34,-1.3,09:20,35,17,0,12.7,False,15:19,False
035290,60,680.4,653.0,-4.03,728.0,639.0,-10.3,,-11.81,14:52,-4.87,14:24,5,1,0,3.7,True,15:19,True
035810,287,5555.1,5570.0,0.27,5670.0,5470.0,-1.76,-1.59,-3.35,12:19,-0.9,11:39,40,23,0,9.7,False,15:19,True
036170,1,,,,,,,,,,,,,,,,,,
036830,166,51354.7,50900.0,-0.89,53100.0,50300.0,-4.14,,-4.9,11:05,-1.89,10:39,20,9,0,6.8,False,13:20,True
037230,137,2710.2,2645.0,-2.4,2845.0,2590.0,-7.03,,-8.79,11:24,-4.44,13:05,12,8,0,5.2,False,13:21,True
037460,306,26377.8,26800.0,1.6,27200.0,25500.0,-1.47,-1.11,-6.07,11:08,-2.26,09:33,41,12,0,72.1,False,15:19,False
039290,122,4947.0,4500.0,-9.04,5500.0,4500.0,-18.18,,-18.18,10:49,-12.5,10:19,16,7,0,15.0,True,13:21,True
042600,173,20903.6,20100.0,-3.84,22100.0,20050.0,-9.05,,-9.28,11:07,-3.18,10:30,13,6,0,6.6,False,13:21,True
045100,210,31455.3,30350.0,-3.51,32750.0,30200.0,-7.33,,-7.63,13:08,-1.4,09:53,23,11,0,7.5,False,13:21,True
046970,164,7700.6,6970.0,-9.49,8250.0,6910.0,-15.52,,-16.0,13:19,-4.34,10:45,10,3,0,4.2,True,13:21,True
054090,205,1087.8,1035.0,-4.86,1163.0,1034.0,-11.01,,-11.01,10:25,-4.42,09:53,24,6,0,4.7,True,13:21,True
055550,320,92711.0,91500.0,-1.31,94500.0,91300.0,-3.17,-2.03,-3.39,15:10,-0.53,10:50,20,3,0,3.6,False,15:19,False
066970,217,188293.0,182900.0,-2.86,195300.0,181800.0,-6.35,,-6.81,13:17,-1.77,10:38,10,3,0,3.3,False,13:21,True
076610,240,1467.6,1366.0,-6.92,1578.0,1352.0,-13.43,,-14.32,11:43,-5.73,09:21,24,12,0,5.9,True,13:20,True
086280,321,207549.8,207000.0,-0.26,212000.0,205500.0,-2.36,-0.72,-3.07,11:12,-0.72,11:13,21,8,0,6.2,False,15:19,False
093240,237,1090.4,1046.0,-4.07,1160.0,1005.0,-9.83,,-10.86,11:06,-5.67,09:28,24,5,0,13.7,True,13:21,True
096250,57,11011.8,10390.0,-5.65,12380.0,10060.0,-16.07,,-18.74,14:30,-14.02,14:24,6,3,0,8.9,True,15:19,True
097800,135,419.3,400.0,-4.6,450.0,398.0,-11.11,,-11.11,11:07,-7.78,10:18,15,7,0,15.2,True,13:18,True
100700,167,3158.2,3025.0,-4.22,3330.0,2985.0,-9.16,,-10.06,13:13,-3.53,10:38,16,6,0,12.1,True,13:21,True
101360,190,18401.3,17780.0,-3.38,19050.0,17700.0,-6.67,,-6.88,13:19,-2.13,10:39,27,8,0,8.6,False,13:21,True
105330,49,8501.0,8480.0,-0.25,8620.0,8400.0,-1.62,,-1.74,15:18,-1.17,15:18,10,1,0,5.3,False,15:19,True
107600,234,29568.1,27200.0,-8.01,32000.0,27000.0,-15.0,,-15.47,13:19,-5.97,09:30,21,9,0,6.5,True,13:21,True
109080,184,14907.6,16120.0,8.13,16120.0,13400.0,0.0,,-5.54,10:54,-4.63,11:31,15,9,0,7.6,False,13:21,True
121850,103,2380.5,2550.0,7.12,2550.0,2205.0,0.0,,-4.44,09:14,0.0,09:21,0,0,0,0.1,False,13:13,True
137940,222,323.7,306.0,-5.46,343.0,302.0,-10.79,,-11.08,13:19,-8.8,11:33,18,5,0,5.5,True,13:21,True
138360,235,2260.3,2300.0,1.76,2450.0,2085.0,-6.12,,-8.91,09:54,-4.03,12:49,26,8,0,7.6,False,13:21,True
139130,319,16794.6,16680.0,-0.68,17220.0,16560.0,-3.14,-0.77,-3.77,14:30,-0.94,10:17,34,6,0,17.9,False,15:19,False
140430,147,793.2,826.0,4.14,826.0,702.0,0.0,,-4.72,10:15,-4.26,10:15,3,1,0,4.2,False,13:18,True
152550,156,308.3,307.0,-0.41,326.0,287.0,-5.83,,-11.35,11:36,-4.73,11:10,14,4,0,3.8,True,13:21,True
211050,318,11793.4,11800.0,0.06,12100.0,11610.0,-2.48,4.15,-3.39,14:25,-1.51,13:53,24,14,0,4.8,False,15:19,False
221800,67,20047.7,18940.0,-5.53,21500.0,18580.0,-11.91,,-12.47,13:14,-5.18,12:45,5,1,0,4.1,True,13:21,True
276040,218,384.0,327.0,-14.84,442.0,272.0,-26.02,,-35.52,11:09,-10.38,11:09,22,7,0,12.0,True,13:10,True
285800,244,2637.4,2660.0,0.86,2825.0,2305.0,-5.84,,-15.64,09:58,-9.87,09:22,26,10,0,9.7,True,13:21,True
289080,20,3776.4,3590.0,-4.94,3975.0,3580.0,-9.69,,-9.69,15:19,-5.53,15:07,0,0,0,1.1,False,15:19,True
291230,77,779.8,763.0,-2.16,814.0,740.0,-6.27,,-7.62,12:01,-3.01,11:18,12,8,0,8.0,False,13:20,True
303530,141,4500.9,4045.0,-10.13,4795.0,3920.0,-15.64,,-18.25,10:57,-13.76,10:54,15,2,0,4.3,True,13:20,True
308100,220,1196.0,1219.0,1.92,1222.0,1120.0,-0.25,,-5.92,09:28,-4.81,09:28,16,5,0,5.1,False,13:21,True
316140,320,32201.0,31900.0,-0.93,32900.0,31750.0,-3.04,-1.39,-3.34,15:09,-0.47,14:29,18,6,0,5.6,False,15:19,False
333620,158,6309.8,5980.0,-5.23,6840.0,5850.0,-12.57,,-14.33,11:04,-9.05,10:38,15,6,0,4.3,True,13:21,True
336680,105,3807.1,3680.0,-3.34,3970.0,3665.0,-7.3,,-7.56,12:56,-1.96,10:14,13,5,0,11.2,False,13:19,True
340440,176,2611.8,2540.0,-2.75,2800.0,2425.0,-9.29,,-11.31,12:31,-5.69,10:32,17,7,0,12.1,True,13:21,True
365340,237,67876.1,66300.0,-2.32,70000.0,65000.0,-5.29,,-6.29,11:14,-1.78,10:54,7,2,0,3.7,False,13:21,True
393890,217,16458.6,15780.0,-4.12,17160.0,15610.0,-8.04,,-8.74,13:14,-3.9,09:49,18,3,0,4.1,False,13:21,True
394420,76,24380.6,21850.0,-10.38,25900.0,21650.0,-15.64,,-15.83,13:12,-4.64,12:54,3,1,0,3.1,True,13:21,True
408470,97,20950.4,19720.0,-5.87,22150.0,19230.0,-10.97,,-11.38,13:06,-3.47,11:55,7,4,0,4.2,True,13:21,True
450080,237,76534.5,73000.0,-4.62,78800.0,72900.0,-7.36,,-7.36,13:18,-2.05,09:51,14,2,0,4.6,False,13:21,True
452300,50,4212.6,4645.0,10.26,4645.0,3900.0,0.0,,-6.29,14:38,-4.4,14:38,2,0,0,2.5,False,15:19,True
481070,90,17568.8,17500.0,-0.39,17870.0,17310.0,-2.07,,-3.08,12:27,-1.59,12:27,13,7,0,7.5,False,13:20,True
483650,157,163324.8,157800.0,-3.38,168400.0,157400.0,-6.29,,-6.35,13:17,-1.08,10:57,4,1,0,9.7,False,13:21,True
493330,114,13895.4,13730.0,-1.19,14170.0,13600.0,-3.11,,-4.02,12:58,-2.42,12:51,21,10,0,10.0,False,13:20,True
580068,2,,,,,,,,,,,,,,,,,,
